Predictions (y,pred,y-pred) by the model of dimension:     1
    0.6408266667E+02    0.6149904221E+02    0.2583624460E+01
    0.3941803333E+02    0.2997820101E+02    0.9439832327E+01
    0.1185663333E+03    0.1029305952E+03    0.1563573817E+02
    0.6653600000E+02    0.7059882220E+02   -0.4062822199E+01
    0.3968340000E+02    0.3085705850E+02    0.8826341498E+01
    0.4298803333E+02    0.3133340007E+02    0.1165463326E+02
    0.5702396667E+02    0.6006884388E+02   -0.3044877211E+01
    0.6892443333E+02    0.7431916163E+02   -0.5394728296E+01
    0.6024150000E+02    0.5941502273E+02    0.8264772700E+00
    0.4623996667E+02    0.3027085903E+02    0.1596910764E+02
    0.5990580000E+02    0.4022818666E+02    0.1967761334E+02
    0.1506720000E+02    0.3649481829E+02   -0.2142761829E+02
    0.5943460000E+02    0.5555615409E+02    0.3878445914E+01
    0.5238350000E+02    0.6384750658E+02   -0.1146400658E+02
    0.8207633333E+02    0.9720828044E+02   -0.1513194710E+02
    0.7244110000E+02    0.8410161428E+02   -0.1166051428E+02
    0.1244658000E+03    0.1348813036E+03   -0.1041550364E+02
    0.1211050000E+03    0.1278118447E+03   -0.6706844650E+01
    0.1179466667E+03    0.1242254351E+03   -0.6278768441E+01
    0.1067584667E+03    0.1132484638E+03   -0.6489997125E+01
    0.1053764667E+03    0.1113859182E+03   -0.6009451567E+01
    0.1577603333E+02    0.1863197601E+02   -0.2855942678E+01
    0.1529943333E+02    0.1644347281E+02   -0.1144039477E+01
    0.1395766667E+02    0.1470577394E+02   -0.7481072728E+00
    0.3855643333E+02    0.3778922538E+02    0.7672079507E+00
    0.1569666667E+02    0.2476961605E+02   -0.9072949380E+01
    0.2272800000E+02    0.4283933023E+02   -0.2011133023E+02
    0.6801640000E+02    0.7127065598E+02   -0.3254255981E+01
    0.9811226667E+02    0.1109626610E+03   -0.1285039430E+02
    0.1239530333E+03    0.1291452802E+03   -0.5192246884E+01
    0.4475480000E+02    0.6350345132E+02   -0.1874865132E+02
    0.5756113333E+02    0.7595848518E+02   -0.1839735185E+02
    0.6879203333E+02    0.8842177043E+02   -0.1962973710E+02
    0.1128509667E+03    0.1133752012E+03   -0.5242345783E+00
Prediction RMSE and MaxAE:        11.2054478965       21.4276182892
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.6408266667E+02    0.7106889381E+02   -0.6986227142E+01
    0.3941803333E+02    0.3347446643E+02    0.5943566900E+01
    0.1185663333E+03    0.1114082021E+03    0.7158131186E+01
    0.6653600000E+02    0.8071383745E+02   -0.1417783745E+02
    0.3968340000E+02    0.3462145186E+02    0.5061948138E+01
    0.4298803333E+02    0.3524053167E+02    0.7747501666E+01
    0.5702396667E+02    0.6950799038E+02   -0.1248402371E+02
    0.6892443333E+02    0.8451991416E+02   -0.1559548083E+02
    0.6024150000E+02    0.6879020160E+02   -0.8548701603E+01
    0.4623996667E+02    0.3385710044E+02    0.1238286623E+02
    0.5990580000E+02    0.4633355959E+02    0.1357224041E+02
    0.1506720000E+02    0.2429996399E+02   -0.9232763993E+01
    0.5943460000E+02    0.4696484844E+02    0.1246975156E+02
    0.5238350000E+02    0.5607070230E+02   -0.3687202303E+01
    0.8207633333E+02    0.8881063717E+02   -0.6734303841E+01
    0.7244110000E+02    0.7663639831E+02   -0.4195298311E+01
    0.1244658000E+03    0.1371974124E+03   -0.1273161236E+02
    0.1211050000E+03    0.1318276161E+03   -0.1072261608E+02
    0.1179466667E+03    0.1290341019E+03   -0.1108743528E+02
    0.1067584667E+03    0.1201784120E+03   -0.1341994533E+02
    0.1053764667E+03    0.1186282423E+03   -0.1325177564E+02
    0.1577603333E+02    0.1808814066E+02   -0.2312107325E+01
    0.1529943333E+02    0.1499109637E+02    0.3083369660E+00
    0.1395766667E+02    0.1250075785E+02    0.1456908822E+01
    0.3855643333E+02    0.4345572646E+02   -0.4899293125E+01
    0.1569666667E+02    0.2654711312E+02   -0.1085044645E+02
    0.2272800000E+02    0.3212847673E+02   -0.9400476733E+01
    0.6801640000E+02    0.6387261007E+02    0.4143789928E+01
    0.9811226667E+02    0.1007396844E+03   -0.2627417691E+01
    0.1239530333E+03    0.1153198832E+03    0.8633150106E+01
    0.4475480000E+02    0.5570124177E+02   -0.1094644177E+02
    0.5756113333E+02    0.6863846317E+02   -0.1107732984E+02
    0.6879203333E+02    0.8074134224E+02   -0.1194930890E+02
    0.1128509667E+03    0.1027490790E+03    0.1010188771E+02
Prediction RMSE and MaxAE:         9.5922004522       15.5954808309
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.6408266667E+02    0.6965752492E+02   -0.5574858251E+01
    0.3941803333E+02    0.3489179462E+02    0.4526238711E+01
    0.1185663333E+03    0.1149954335E+03    0.3570899857E+01
    0.6653600000E+02    0.7957928591E+02   -0.1304328591E+02
    0.3968340000E+02    0.3583018043E+02    0.3853219565E+01
    0.4298803333E+02    0.3620542280E+02    0.6782610535E+01
    0.5702396667E+02    0.6808092463E+02   -0.1105695796E+02
    0.6892443333E+02    0.8387782016E+02   -0.1495338682E+02
    0.6024150000E+02    0.6754390934E+02   -0.7302409341E+01
    0.4623996667E+02    0.3548334600E+02    0.1075662067E+02
    0.5990580000E+02    0.4617090891E+02    0.1373489109E+02
    0.1506720000E+02    0.2340330215E+02   -0.8336102145E+01
    0.5943460000E+02    0.4480768254E+02    0.1462691746E+02
    0.5238350000E+02    0.5386367014E+02   -0.1480170141E+01
    0.8207633333E+02    0.9029052816E+02   -0.8214194823E+01
    0.7244110000E+02    0.7567998015E+02   -0.3238880155E+01
    0.1244658000E+03    0.1296751097E+03   -0.5209309734E+01
    0.1211050000E+03    0.1223062501E+03   -0.1201250084E+01
    0.1179466667E+03    0.1185651635E+03   -0.6184968418E+00
    0.1067584667E+03    0.1071031928E+03   -0.3447261679E+00
    0.1053764667E+03    0.1051566314E+03    0.2198353088E+00
    0.1577603333E+02    0.2048835042E+02   -0.4712317085E+01
    0.1529943333E+02    0.1887210433E+02   -0.3572670996E+01
    0.1395766667E+02    0.1748907217E+02   -0.3531405499E+01
    0.3855643333E+02    0.4364165495E+02   -0.5085221618E+01
    0.1569666667E+02    0.2926298317E+02   -0.1356631650E+02
    0.2272800000E+02    0.3041576428E+02   -0.7687764282E+01
    0.6801640000E+02    0.6202406951E+02    0.5992330492E+01
    0.9811226667E+02    0.1054420178E+03   -0.7329751145E+01
    0.1239530333E+03    0.1253327794E+03   -0.1379746066E+01
    0.4475480000E+02    0.5329633265E+02   -0.8541532654E+01
    0.5756113333E+02    0.6693484291E+02   -0.9373709575E+01
    0.6879203333E+02    0.8058239914E+02   -0.1179036580E+02
    0.1128509667E+03    0.1079069585E+03    0.4944008157E+01
Prediction RMSE and MaxAE:         7.9034955006       14.9533868218
