Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1183212333E+03    0.1233783813E+03   -0.5057148016E+01
    0.6924846667E+02    0.7766333196E+02   -0.8414865290E+01
    0.9370783333E+02    0.8860866057E+02    0.5099172767E+01
    0.1068349333E+03    0.9857012601E+02    0.8264807328E+01
    0.1026179667E+03    0.1028685556E+03   -0.2505889595E+00
    0.1181048000E+03    0.1222971371E+03   -0.4192337116E+01
    0.1177421333E+03    0.1245055771E+03   -0.6763443770E+01
    0.1163718000E+03    0.1107661774E+03    0.5605622588E+01
    0.1096154000E+03    0.1075623331E+03    0.2053066906E+01
    0.8378776667E+02    0.7713871941E+02    0.6649047257E+01
    0.8411906667E+02    0.7420199349E+02    0.9917073179E+01
    0.8230160000E+02    0.7123208061E+02    0.1106951939E+02
    0.1333271667E+03    0.1245642929E+03    0.8762873765E+01
    0.1148520667E+03    0.1106047269E+03    0.4247339727E+01
    0.1043592000E+03    0.1031493404E+03    0.1209859595E+01
    0.8228193333E+02    0.7685683867E+02    0.5425094663E+01
    0.6902210000E+02    0.6786119800E+02    0.1160901995E+01
    0.6465190000E+02    0.6506131454E+02   -0.4094145437E+00
    0.1275528667E+03    0.1187270791E+03    0.8825787607E+01
    0.1131955333E+03    0.1176211863E+03   -0.4425652944E+01
    0.9517810000E+02    0.1063644437E+03   -0.1118634366E+02
    0.9246266667E+02    0.1040687060E+03   -0.1160603937E+02
    0.1244155333E+03    0.1248559246E+03   -0.4403913097E+00
    0.1230619333E+03    0.1274498682E+03   -0.4387934870E+01
    0.1065988000E+03    0.1092129689E+03   -0.2614168890E+01
    0.1094606333E+03    0.1106850332E+03   -0.1224399883E+01
    0.1137924333E+03    0.1165117659E+03   -0.2719332588E+01
    0.1109500000E+03    0.1108674171E+03    0.8258294023E-01
    0.7063323333E+02    0.8452149581E+02   -0.1388826247E+02
    0.1143839667E+03    0.1034023402E+03    0.1098162644E+02
    0.7960966667E+02    0.8611231562E+02   -0.6502648950E+01
    0.1265596000E+03    0.1218236000E+03    0.4736000017E+01
    0.9512590000E+02    0.9221813239E+02    0.2907767609E+01
    0.7170470000E+02    0.7771268488E+02   -0.6007984882E+01
Prediction RMSE and MaxAE:         6.6361045735       13.8882624745
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1183212333E+03    0.1247147679E+03   -0.6393534593E+01
    0.6924846667E+02    0.7441733233E+02   -0.5168865663E+01
    0.9370783333E+02    0.9206344286E+02    0.1644390475E+01
    0.1068349333E+03    0.9977906853E+02    0.7055864803E+01
    0.1026179667E+03    0.1103952068E+03   -0.7777240162E+01
