Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2785538000E+03    0.3233206936E+03   -0.4476689358E+02
    0.4372498667E+03    0.4325302388E+03    0.4719627911E+01
    0.3124557667E+03    0.3393489313E+03   -0.2689316460E+02
    0.2794223333E+03    0.2751374029E+03    0.4284930455E+01
    0.3446522333E+03    0.3362915116E+03    0.8360721766E+01
    0.3739319333E+03    0.3623266516E+03    0.1160528172E+02
    0.4552735000E+03    0.4664672118E+03   -0.1119371181E+02
    0.3150956000E+03    0.2955629281E+03    0.1953267190E+02
    0.4160088000E+03    0.3865741934E+03    0.2943460662E+02
    0.5151889667E+03    0.5019702615E+03    0.1321870519E+02
    0.5038068667E+03    0.5019702615E+03    0.1836605190E+01
    0.2283086667E+03    0.2347080401E+03   -0.6399373417E+01
    0.2502162667E+03    0.2546685244E+03   -0.4452257688E+01
    0.2534641000E+03    0.2546685244E+03   -0.1204424355E+01
    0.4441880000E+03    0.4304348909E+03    0.1375310906E+02
    0.2946690000E+03    0.2710029173E+03    0.2366608268E+02
    0.5019539333E+03    0.4550080698E+03    0.4694586350E+02
Prediction RMSE and MaxAE:        21.0590701631       46.9458634977
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2785538000E+03    0.2892744849E+03   -0.1072068490E+02
    0.4372498667E+03    0.4525049790E+03   -0.1525511230E+02
    0.3124557667E+03    0.3258227114E+03   -0.1336694472E+02
    0.2794223333E+03    0.2398069746E+03    0.3961535874E+02
    0.3446522333E+03    0.3229212902E+03    0.2173094311E+02
    0.3739319333E+03    0.3458593158E+03    0.2807261754E+02
    0.4552735000E+03    0.4702708814E+03   -0.1499738135E+02
    0.3150956000E+03    0.2962161883E+03    0.1887941166E+02
    0.4160088000E+03    0.3735131942E+03    0.4249560575E+02
    0.5151889667E+03    0.5070962812E+03    0.8092685490E+01
    0.5038068667E+03    0.4964005603E+03    0.7406306391E+01
    0.2283086667E+03    0.2507201968E+03   -0.2241153011E+02
    0.2502162667E+03    0.2541876827E+03   -0.3971416060E+01
    0.2534641000E+03    0.2548270773E+03   -0.1362977298E+01
    0.4441880000E+03    0.4453330991E+03   -0.1145099093E+01
    0.2946690000E+03    0.2922891936E+03    0.2379806428E+01
    0.5019539333E+03    0.4929705913E+03    0.8983342034E+01
Prediction RMSE and MaxAE:        19.5104284509       42.4956057516
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2785538000E+03    0.2956636163E+03   -0.1710981630E+02
    0.4372498667E+03    0.4347010711E+03    0.2548795575E+01
    0.3124557667E+03    0.3339165979E+03   -0.2146083126E+02
    0.2794223333E+03    0.2746038136E+03    0.4818519725E+01
    0.3446522333E+03    0.3358902004E+03    0.8762032911E+01
    0.3739319333E+03    0.3603934840E+03    0.1353844936E+02
    0.4552735000E+03    0.4637528846E+03   -0.8479384604E+01
    0.3150956000E+03    0.3002646560E+03    0.1483094403E+02
    0.4160088000E+03    0.3790612817E+03    0.3694751834E+02
    0.5151889667E+03    0.5295103729E+03   -0.1432140620E+02
    0.5038068667E+03    0.5056255124E+03   -0.1818645711E+01
    0.2283086667E+03    0.2370733618E+03   -0.8764695105E+01
    0.2502162667E+03    0.2579825197E+03   -0.7766252993E+01
    0.2534641000E+03    0.2575594876E+03   -0.4095387635E+01
    0.4441880000E+03    0.4388245176E+03    0.5363482412E+01
    0.2946690000E+03    0.2863009431E+03    0.8368056885E+01
    0.5019539333E+03    0.4846505540E+03    0.1730337929E+02
Prediction RMSE and MaxAE:        14.2675723618       36.9475183380
