Predictions (y,pred,y-pred) by the model of dimension:     1
    0.9851213333E+02    0.8102559841E+02    0.1748653492E+02
    0.5078230000E+02    0.4504316061E+02    0.5739139391E+01
    0.4487846667E+02    0.4467588056E+02    0.2025861083E+00
    0.1155721667E+03    0.9033596972E+02    0.2523619695E+02
    0.4379320000E+02    0.2022585187E+02    0.2356734813E+02
    0.4094110000E+02    0.2563410017E+02    0.1530699983E+02
    0.1067330000E+03    0.7444337223E+02    0.3228962777E+02
    0.4281686667E+02    0.2737832031E+02    0.1543854636E+02
    0.4755836667E+02    0.5318654123E+02   -0.5628174561E+01
    0.6976280000E+02    0.5948282103E+02    0.1027997897E+02
    0.1298107667E+03    0.1183503329E+03    0.1146043381E+02
    0.1050881333E+03    0.8098916511E+02    0.2409896823E+02
    0.3710063333E+02    0.1711541604E+02    0.1998521729E+02
    0.1283589667E+03    0.1078118027E+03    0.2054716401E+02
    0.1119227000E+03    0.8826472519E+02    0.2365797481E+02
    0.1167444000E+03    0.8891311798E+02    0.2783128202E+02
    0.1322718667E+03    0.1133783964E+03    0.1889347024E+02
    0.6211446667E+02    0.7598093569E+02   -0.1386646902E+02
    0.7535336667E+02    0.8003642608E+02   -0.4683059416E+01
    0.1040530000E+03    0.1028668862E+03    0.1186113761E+01
    0.1408233333E+02    0.2631373411E+02   -0.1223140078E+02
    0.2335330000E+02    0.2958544597E+02   -0.6232145971E+01
    0.3871113333E+02    0.3593359123E+02    0.2777542099E+01
    0.4574376667E+02    0.3901478852E+02    0.6728978145E+01
    0.5412566667E+02    0.4500239086E+02    0.9123275803E+01
    0.1596020000E+02    0.2059606588E+02   -0.4635865884E+01
    0.1339103333E+02    0.1460781606E+02   -0.1216782725E+01
    0.1242090000E+02    0.1187042002E+02    0.5504799808E+00
    0.1194016667E+02    0.1089075167E+02    0.1049414998E+01
    0.5977913333E+02    0.5040917117E+02    0.9369962161E+01
    0.2911583333E+02    0.4898489088E+02   -0.1986905755E+02
    0.8876800000E+02    0.8705789680E+02    0.1710103196E+01
    0.6873096667E+02    0.6887633310E+02   -0.1453664325E+00
    0.7560066667E+02    0.9235838081E+02   -0.1675771415E+02
Prediction RMSE and MaxAE:        15.0876074067       32.2896277673
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.9851213333E+02    0.9045301021E+02    0.8059123124E+01
    0.5078230000E+02    0.5271794245E+02   -0.1935642450E+01
    0.4487846667E+02    0.4974648638E+02   -0.4868019714E+01
    0.1155721667E+03    0.1015785995E+03    0.1399356714E+02
    0.4379320000E+02    0.2693848293E+02    0.1685471707E+02
    0.4094110000E+02    0.3273668541E+02    0.8204414591E+01
    0.1067330000E+03    0.8723947432E+02    0.1949352568E+02
    0.4281686667E+02    0.2843767456E+02    0.1437919210E+02
    0.4755836667E+02    0.5879199449E+02   -0.1123362782E+02
    0.6976280000E+02    0.6378387137E+02    0.5978928632E+01
    0.1298107667E+03    0.1232618014E+03    0.6548965298E+01
    0.1050881333E+03    0.9201265896E+02    0.1307547437E+02
    0.3710063333E+02    0.1996236987E+02    0.1713826347E+02
    0.1283589667E+03    0.1143870525E+03    0.1397191415E+02
    0.1119227000E+03    0.9953045407E+02    0.1239224593E+02
    0.1167444000E+03    0.1011555752E+03    0.1558882485E+02
    0.1322718667E+03    0.1199776253E+03    0.1229424133E+02
    0.6211446667E+02    0.6925387131E+02   -0.7139404645E+01
    0.7535336667E+02    0.7415119393E+02    0.1202172736E+01
    0.1040530000E+03    0.1129438325E+03   -0.8890832450E+01
    0.1408233333E+02    0.2458043536E+02   -0.1049810203E+02
    0.2335330000E+02    0.2848317325E+02   -0.5129873246E+01
    0.3871113333E+02    0.3595737320E+02    0.2753760132E+01
    0.4574376667E+02    0.3953895755E+02    0.6204809115E+01
    0.5412566667E+02    0.4641405099E+02    0.7711615676E+01
    0.1596020000E+02    0.1917054124E+02   -0.3210341237E+01
    0.1339103333E+02    0.1562110286E+02   -0.2230069527E+01
    0.1242090000E+02    0.1398188881E+02   -0.1560988807E+01
    0.1194016667E+02    0.1339320906E+02   -0.1453042394E+01
    0.5977913333E+02    0.5291323727E+02    0.6865896068E+01
    0.2911583333E+02    0.3929789183E+02   -0.1018205849E+02
    0.8876800000E+02    0.8028215440E+02    0.8485845601E+01
    0.6873096667E+02    0.5913449218E+02    0.9596474482E+01
    0.7560066667E+02    0.8392660769E+02   -0.8325941020E+01
Prediction RMSE and MaxAE:        10.0241381098       19.4935256824
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.9851213333E+02    0.9280069073E+02    0.5711442604E+01
    0.5078230000E+02    0.5181321387E+02   -0.1030913871E+01
    0.4487846667E+02    0.5192967799E+02   -0.7051211319E+01
    0.1155721667E+03    0.1063540788E+03    0.9218087911E+01
    0.4379320000E+02    0.3011061011E+02    0.1368258989E+02
    0.4094110000E+02    0.3330553682E+02    0.7635563179E+01
    0.1067330000E+03    0.9224703468E+02    0.1448596532E+02
    0.4281686667E+02    0.2943360686E+02    0.1338325981E+02
    0.4755836667E+02    0.5984389531E+02   -0.1228552865E+02
    0.6976280000E+02    0.6509517167E+02    0.4667628326E+01
    0.1298107667E+03    0.1328227906E+03   -0.3012023885E+01
    0.1050881333E+03    0.9565892292E+02    0.9429210417E+01
    0.3710063333E+02    0.2067308985E+02    0.1642754348E+02
    0.1283589667E+03    0.1218761922E+03    0.6482774509E+01
    0.1119227000E+03    0.1026576744E+03    0.9265025607E+01
    0.1167444000E+03    0.1059102687E+03    0.1083413128E+02
    0.1322718667E+03    0.1306728366E+03    0.1599030038E+01
    0.6211446667E+02    0.6548599736E+02   -0.3371530692E+01
    0.7535336667E+02    0.7105187612E+02    0.4301490542E+01
    0.1040530000E+03    0.1022978342E+03    0.1755165834E+01
    0.1408233333E+02    0.2899173470E+02   -0.1490940137E+02
    0.2335330000E+02    0.3227618719E+02   -0.8922887186E+01
