Predictions (y,pred,y-pred) by the model of dimension:     1
    0.7301306667E+02    0.8213397773E+02   -0.9120911063E+01
    0.1115410667E+03    0.1037839886E+03    0.7757078031E+01
    0.7687850000E+02    0.8961746229E+02   -0.1273896229E+02
    0.1151615000E+03    0.1128904173E+03    0.2271082711E+01
    0.1167479333E+03    0.9901320852E+02    0.1773472481E+02
    0.1077780667E+03    0.1102108457E+03   -0.2432778985E+01
    0.8791373333E+02    0.8611942907E+02    0.1794304264E+01
    0.1130756000E+03    0.1063671603E+03    0.6708439651E+01
    0.1001710667E+03    0.1080668757E+03   -0.7895809038E+01
    0.6868523333E+02    0.6847566157E+02    0.2095717608E+00
    0.1155646000E+03    0.1154847272E+03    0.7987282678E-01
    0.9753893333E+02    0.9293709933E+02    0.4601834007E+01
    0.9081230000E+02    0.9065409021E+02    0.1582097887E+00
    0.7383243333E+02    0.7967431277E+02   -0.5841879438E+01
    0.7589846667E+02    0.7618829569E+02   -0.2898290205E+00
    0.7789620000E+02    0.7273145707E+02    0.5164742933E+01
    0.1140277000E+03    0.9997697558E+02    0.1405072442E+02
    0.1132415667E+03    0.9287951385E+02    0.2036205281E+02
    0.1177511000E+03    0.1174401613E+03    0.3109386760E+00
    0.9885580000E+02    0.9538024308E+02    0.3475556916E+01
    0.8251083333E+02    0.8044720834E+02    0.2063624989E+01
    0.7805130000E+02    0.6613501201E+02    0.1191628799E+02
    0.6360703333E+02    0.6050560090E+02    0.3101432430E+01
    0.1006016333E+03    0.1105983643E+03   -0.9996731000E+01
    0.9634486667E+02    0.1072189046E+03   -0.1087403798E+02
    0.1282394333E+03    0.1257315016E+03    0.2507931715E+01
    0.1039796667E+03    0.1074452340E+03   -0.3465567309E+01
    0.1295430000E+03    0.1246569120E+03    0.4886088028E+01
    0.1281758000E+03    0.1274439186E+03    0.7318813585E+00
    0.1324569000E+03    0.1228499945E+03    0.9606905547E+01
    0.9142540000E+02    0.1045689134E+03   -0.1314351342E+02
    0.6796646667E+02    0.7745805635E+02   -0.9491589688E+01
    0.1138922667E+03    0.1058233567E+03    0.8068909980E+01
    0.1238607000E+03    0.1187320444E+03    0.5128655604E+01
Prediction RMSE and MaxAE:         8.2452616074       20.3620528144
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.7301306667E+02    0.8260388777E+02   -0.9590821104E+01
    0.1115410667E+03    0.1032368394E+03    0.8304227246E+01
    0.7687850000E+02    0.9207352059E+02   -0.1519502059E+02
    0.1151615000E+03    0.1105289882E+03    0.4632511843E+01
    0.1167479333E+03    0.1023926198E+03    0.1435531351E+02
    0.1077780667E+03    0.1082875526E+03   -0.5094859273E+00
    0.8791373333E+02    0.9016967263E+02   -0.2255939300E+01
    0.1130756000E+03    0.1078194763E+03    0.5256123676E+01
    0.1001710667E+03    0.1052662069E+03   -0.5095140232E+01
    0.6868523333E+02    0.7064980694E+02   -0.1964573611E+01
    0.1155646000E+03    0.1207381674E+03   -0.5173567381E+01
    0.9753893333E+02    0.9194588803E+02    0.5593045304E+01
    0.9081230000E+02    0.9019090488E+02    0.6213951227E+00
    0.7383243333E+02    0.8038335317E+02   -0.6550919838E+01
    0.7589846667E+02    0.7613572616E+02   -0.2372594940E+00
    0.7789620000E+02    0.7192365240E+02    0.5972547601E+01
    0.1140277000E+03    0.1087770288E+03    0.5250671218E+01
    0.1132415667E+03    0.1001289443E+03    0.1311262233E+02
    0.1177511000E+03    0.1201806650E+03   -0.2429565001E+01
    0.9885580000E+02    0.9525505503E+02    0.3600744972E+01
    0.8251083333E+02    0.7836209131E+02    0.4148742025E+01
    0.7805130000E+02    0.6222560408E+02    0.1582569592E+02
    0.6360703333E+02    0.6440339934E+02   -0.7963660027E+00
    0.1006016333E+03    0.1099003102E+03   -0.9298676846E+01
    0.9634486667E+02    0.1057825208E+03   -0.9437654102E+01
    0.1282394333E+03    0.1230152833E+03    0.5224150063E+01
    0.1039796667E+03    0.1040878159E+03   -0.1081492292E+00
    0.1295430000E+03    0.1214802952E+03    0.8062704823E+01
    0.1281758000E+03    0.1242796064E+03    0.3896193604E+01
    0.1324569000E+03    0.1289153885E+03    0.3541511489E+01
    0.9142540000E+02    0.1041022966E+03   -0.1267689664E+02
    0.6796646667E+02    0.6853033747E+02   -0.5638708042E+00
    0.1138922667E+03    0.1104795714E+03    0.3412695303E+01
    0.1238607000E+03    0.1172476221E+03    0.6613077895E+01
Prediction RMSE and MaxAE:         7.3121297678       15.8256959225
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.7301306667E+02    0.7904240669E+02   -0.6029340026E+01
    0.1115410667E+03    0.1022596173E+03    0.9281449366E+01
    0.7687850000E+02    0.8859503767E+02   -0.1171653767E+02
    0.1151615000E+03    0.1120243783E+03    0.3137121693E+01
    0.1167479333E+03    0.1019096032E+03    0.1483833017E+02
    0.1077780667E+03    0.1122860929E+03   -0.4508026209E+01
    0.8791373333E+02    0.9005764856E+02   -0.2143915231E+01
    0.1130756000E+03    0.1087386267E+03    0.4336973276E+01
    0.1001710667E+03    0.9720122057E+02    0.2969846097E+01
    0.6868523333E+02    0.7333236013E+02   -0.4647126792E+01
    0.1155646000E+03    0.1227217736E+03   -0.7157173618E+01
    0.9753893333E+02    0.9145509249E+02    0.6083840842E+01
    0.9081230000E+02    0.8934702314E+02    0.1465276858E+01
    0.7383243333E+02    0.7786330799E+02   -0.4030874660E+01
    0.7589846667E+02    0.7415099347E+02    0.1747473195E+01
    0.7789620000E+02    0.7068480651E+02    0.7211393485E+01
    0.1140277000E+03    0.1059484796E+03    0.8079220414E+01
    0.1132415667E+03    0.1005325825E+03    0.1270898418E+02
    0.1177511000E+03    0.1198541945E+03   -0.2103094542E+01
    0.9885580000E+02    0.9551829490E+02    0.3337505100E+01
    0.8251083333E+02    0.8198627303E+02    0.5245603037E+00
    0.7805130000E+02    0.7286155767E+02    0.5189742333E+01
    0.6360703333E+02    0.6508300082E+02   -0.1475967490E+01
    0.1006016333E+03    0.1033846278E+03   -0.2782994439E+01
    0.9634486667E+02    0.9583776900E+02    0.5070976665E+00
    0.1282394333E+03    0.1265790907E+03    0.1660342633E+01
    0.1039796667E+03    0.9975125164E+02    0.4228415029E+01
    0.1295430000E+03    0.1259745657E+03    0.3568434263E+01
    0.1281758000E+03    0.1301628785E+03   -0.1987078467E+01
    0.1324569000E+03    0.1280824372E+03    0.4374462831E+01
    0.9142540000E+02    0.9977607166E+02   -0.8350671659E+01
    0.6796646667E+02    0.6070528563E+02    0.7261181032E+01
    0.1138922667E+03    0.1110679692E+03    0.2824297464E+01
    0.1238607000E+03    0.1188324917E+03    0.5028208271E+01
Prediction RMSE and MaxAE:         5.9841546179       14.8383301680
