Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1096500264E+03    0.1030514095E+03    0.6598616921E+01
    0.1777489072E+03    0.2100653240E+03   -0.3231641680E+02
    0.1653278390E+03    0.1806019105E+03   -0.1527407143E+02
    0.8308542094E+02    0.1202192593E+03   -0.3713383840E+02
    0.1656333067E+03    0.1704358267E+03   -0.4802519951E+01
    0.2556213033E+03    0.2456380601E+03    0.9983243252E+01
    0.3579410584E+03    0.3794157615E+03   -0.2147470315E+02
    0.3545054002E+03    0.3607914654E+03   -0.6286065165E+01
    0.3498113830E+03    0.3513431676E+03   -0.1531784627E+01
    0.3316835756E+03    0.3224246372E+03    0.9258938392E+01
    0.7030410540E+02    0.7316009037E+02   -0.2855984970E+01
    0.7365959505E+02    0.6739453860E+02    0.6265056449E+01
    0.1235282770E+03    0.1236293394E+03   -0.1010624167E+00
    0.7726231874E+02    0.8932953502E+02   -0.1206721627E+02
    0.1693828405E+03    0.1913727636E+03   -0.2198992312E+02
    0.2357175677E+03    0.2570193932E+03   -0.2130182553E+02
    0.3365297414E+03    0.3227585235E+03    0.1377121785E+02
Prediction RMSE and MaxAE:        16.6832062902       37.1338383970
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1096500264E+03    0.1081046803E+03    0.1545346163E+01
    0.1777489072E+03    0.2002277621E+03   -0.2247885493E+02
    0.1653278390E+03    0.1731972225E+03   -0.7869383482E+01
    0.8308542094E+02    0.1236921221E+03   -0.4060670118E+02
    0.1656333067E+03    0.1537676178E+03    0.1186568891E+02
    0.2556213033E+03    0.2591512819E+03   -0.3529978563E+01
    0.3579410584E+03    0.4025731844E+03   -0.4463212602E+02
    0.3545054002E+03    0.3823912712E+03   -0.2788587100E+02
    0.3498113830E+03    0.3721527782E+03   -0.2234139525E+02
    0.3316835756E+03    0.3408156868E+03   -0.9132111267E+01
    0.7030410540E+02    0.8030646537E+02   -0.1000235997E+02
    0.7365959505E+02    0.7405871972E+02   -0.3991246634E+00
    0.1235282770E+03    0.1305569110E+03   -0.7028633994E+01
    0.7726231874E+02    0.9338849029E+02   -0.1612617154E+02
    0.1693828405E+03    0.1808196471E+03   -0.1143680655E+02
    0.2357175677E+03    0.2519565409E+03   -0.1623897327E+02
    0.3365297414E+03    0.3231936718E+03    0.1333606961E+02
Prediction RMSE and MaxAE:        19.8612432892       44.6321260225
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1096500264E+03    0.1047611948E+03    0.4888831629E+01
    0.1777489072E+03    0.1973885897E+03   -0.1963968249E+02
    0.1653278390E+03    0.1666278127E+03   -0.1299973695E+01
    0.8308542094E+02    0.1160018418E+03   -0.3291642082E+02
    0.1656333067E+03    0.1864978681E+03   -0.2086456144E+02
    0.2556213033E+03    0.2628664361E+03   -0.7245132780E+01
    0.3579410584E+03    0.3906921793E+03   -0.3275112089E+02
    0.3545054002E+03    0.3751927347E+03   -0.2068733452E+02
    0.3498113830E+03    0.3671516093E+03   -0.1734022634E+02
    0.3316835756E+03    0.3417684769E+03   -0.1008490129E+02
    0.7030410540E+02    0.7926243236E+02   -0.8958326961E+01
    0.7365959505E+02    0.7440717292E+02   -0.7475778662E+00
    0.1235282770E+03    0.1281191411E+03   -0.4590864086E+01
    0.7726231874E+02    0.9376285673E+02   -0.1650053799E+02
    0.1693828405E+03    0.1841008627E+03   -0.1471802223E+02
    0.2357175677E+03    0.2568368700E+03   -0.2111930239E+02
    0.3365297414E+03    0.3253217818E+03    0.1120795954E+02
Prediction RMSE and MaxAE:        17.2320299067       32.9164208150
