Predictions (y,pred,y-pred) by the model of dimension:     1
    0.5629570000E+02    0.4543457745E+02    0.1086112255E+02
    0.4909853333E+02    0.3566727986E+02    0.1343125348E+02
    0.1236949333E+03    0.1061892817E+03    0.1750565159E+02
    0.6544593333E+02    0.5415681305E+02    0.1128912029E+02
    0.5754726667E+02    0.6239980899E+02   -0.4852542328E+01
    0.6419260000E+02    0.7416638774E+02   -0.9973787744E+01
    0.6074053333E+02    0.5450341825E+02    0.6237115081E+01
    0.6109540000E+02    0.5363446229E+02    0.7460937705E+01
    0.6641613333E+02    0.5675529595E+02    0.9660837384E+01
    0.4331223333E+02    0.4178352112E+02    0.1528712214E+01
    0.1270568667E+03    0.1107436178E+03    0.1631324883E+02
    0.1048403333E+03    0.8043727318E+02    0.2440306016E+02
    0.1511233333E+02    0.3120236213E+02   -0.1609002880E+02
    0.5040940000E+02    0.5045677200E+02   -0.4737200299E-01
    0.6252836667E+02    0.5747081600E+02    0.5057550662E+01
    0.6859230000E+02    0.6479520770E+02    0.3797092296E+01
    0.7978300000E+02    0.8870550589E+02   -0.8922505894E+01
    0.4609493333E+02    0.6600704899E+02   -0.1991211565E+02
    0.2953980000E+02    0.3024502052E+02   -0.7052205197E+00
    0.6125163333E+02    0.5891465326E+02    0.2336980073E+01
    0.1227551333E+03    0.1331003605E+03   -0.1034522713E+02
    0.1092017667E+03    0.1175948483E+03   -0.8393081650E+01
    0.1519966667E+02    0.2248593974E+02   -0.7286273070E+01
    0.2608033333E+02    0.3254428350E+02   -0.6463950164E+01
    0.2318960000E+02    0.2839440907E+02   -0.5204809073E+01
    0.3464173333E+02    0.5580452250E+02   -0.2116278916E+02
    0.9001296667E+02    0.1011507541E+03   -0.1113778741E+02
    0.9820813333E+02    0.1072839346E+03   -0.9075801286E+01
    0.6961473333E+02    0.5823606920E+02    0.1137866413E+02
    0.8448030000E+02    0.9977515379E+02   -0.1529485379E+02
    0.1186644000E+03    0.1189471450E+03   -0.2827449771E+00
