Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3303320639E+00    0.3268424759E+00    0.3489587928E-02
    0.3034393990E+00    0.3009054802E+00    0.2533918792E-02
Prediction RMSE and MaxAE:         0.0090700452        0.0249040307
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.3980037053E+00    0.4103313957E+00   -0.1232769039E-01
    0.3018713204E+00    0.3061900319E+00   -0.4318711538E-02
    0.3309396823E+00    0.3228943590E+00    0.8045323276E-02
    0.3628066791E+00    0.3523764142E+00    0.1043026488E-01
    0.3572480509E+00    0.3509864681E+00    0.6261582862E-02
    0.4069873114E+00    0.4119544202E+00   -0.4967108850E-02
    0.3875508766E+00    0.4010354250E+00   -0.1348454841E-01
    0.4008107104E+00    0.4016164642E+00   -0.8057537531E-03
    0.3863661790E+00    0.3939608221E+00   -0.7594643055E-02
    0.3300178520E+00    0.3336206352E+00   -0.3602783178E-02
    0.3296708943E+00    0.3302113996E+00   -0.5405053476E-03
    0.3275040021E+00    0.3268256337E+00    0.6783683960E-03
    0.4357322360E+00    0.4116428200E+00    0.2408941600E-01
    0.3897969196E+00    0.3822750706E+00    0.7521848987E-02
    0.3713716119E+00    0.3681363210E+00    0.3235290890E-02
    0.3325398245E+00    0.3212238408E+00    0.1131598372E-01
    0.3016141520E+00    0.2987022393E+00    0.2911912650E-02
    0.3013730675E+00    0.2992322461E+00    0.2140821386E-02
    0.4152703718E+00    0.4089577535E+00    0.6312618349E-02
    0.3955196646E+00    0.4052093748E+00   -0.9689710272E-02
    0.3628786252E+00    0.3676591297E+00   -0.4780504491E-02
    0.3593327157E+00    0.3601345806E+00   -0.8018648818E-03
    0.4236008781E+00    0.4310799714E+00   -0.7479093318E-02
    0.4347549284E+00    0.4294115406E+00    0.5343387870E-02
    0.3786976367E+00    0.3912750613E+00   -0.1257742462E-01
    0.3852582334E+00    0.3950174321E+00   -0.9759198792E-02
    0.3985197223E+00    0.4090185623E+00   -0.1049884000E-01
    0.3729094357E+00    0.3716143563E+00    0.1295079405E-02
    0.3050923527E+00    0.3139681496E+00   -0.8875796865E-02
    0.3578429254E+00    0.3465436470E+00    0.1129927842E-01
    0.3119917446E+00    0.3214517083E+00   -0.9459963675E-02
    0.4011696531E+00    0.3953307504E+00    0.5838902758E-02
    0.3303320639E+00    0.3326031921E+00   -0.2271128234E-02
    0.3034393990E+00    0.3066777576E+00   -0.3238358672E-02
Prediction RMSE and MaxAE:         0.0084071327        0.0240894160
