Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1712258333E+03    0.1566997916E+03    0.1452604175E+02
    0.1832511000E+03    0.1649756633E+03    0.1827543668E+02
    0.1616570333E+03    0.1449702638E+03    0.1668676952E+02
    0.1669711667E+03    0.1509730831E+03    0.1599808353E+02
    0.1706844000E+03    0.1564791345E+03    0.1420526550E+02
    0.1512805667E+03    0.1507545750E+03    0.5259916936E+00
    0.1759193333E+03    0.1614757649E+03    0.1444356843E+02
    0.1560547000E+03    0.1464022752E+03    0.9652424764E+01
    0.1981880667E+03    0.1917512207E+03    0.6436845940E+01
    0.1836433333E+03    0.1626515283E+03    0.2099180501E+02
    0.2026154000E+03    0.1914621980E+03    0.1115320202E+02
    0.1594275000E+03    0.1648527520E+03   -0.5425252039E+01
    0.1490033667E+03    0.1582889275E+03   -0.9285560832E+01
    0.1510296000E+03    0.1617377080E+03   -0.1070810797E+02
    0.1390718667E+03    0.1425806680E+03   -0.3508801380E+01
    0.1362171000E+03    0.1421239719E+03   -0.5906871943E+01
    0.1830096667E+03    0.1841076053E+03   -0.1097938636E+01
Prediction RMSE and MaxAE:        12.0500092350       20.9918050081
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1712258333E+03    0.1640010422E+03    0.7224791158E+01
    0.1832511000E+03    0.1739525095E+03    0.9298590530E+01
    0.1616570333E+03    0.1477846026E+03    0.1387243076E+02
    0.1669711667E+03    0.1583120457E+03    0.8659120993E+01
    0.1706844000E+03    0.1663805337E+03    0.4303866350E+01
    0.1512805667E+03    0.1591283394E+03   -0.7847772738E+01
    0.1759193333E+03    0.1559634094E+03    0.1995592392E+02
    0.1560547000E+03    0.1490688587E+03    0.6985841316E+01
    0.1981880667E+03    0.2014879261E+03   -0.3299859412E+01
    0.1836433333E+03    0.1663987029E+03    0.1724463042E+02
    0.2026154000E+03    0.2008002021E+03    0.1815197871E+01
    0.1594275000E+03    0.1611098144E+03   -0.1682314365E+01
    0.1490033667E+03    0.1520783379E+03   -0.3074971242E+01
    0.1510296000E+03    0.1560582352E+03   -0.5028635156E+01
    0.1390718667E+03    0.1433819759E+03   -0.4310109243E+01
    0.1362171000E+03    0.1425872729E+03   -0.6370172946E+01
    0.1830096667E+03    0.1834577351E+03   -0.4480684228E+00
Prediction RMSE and MaxAE:         8.8839868870       19.9559239235
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1712258333E+03    0.1742570596E+03   -0.3031226304E+01
    0.1832511000E+03    0.1745678316E+03    0.8683268445E+01
    0.1616570333E+03    0.1540140008E+03    0.7643032535E+01
    0.1669711667E+03    0.1584514529E+03    0.8519713781E+01
    0.1706844000E+03    0.1761789938E+03   -0.5494593820E+01
    0.1512805667E+03    0.1471728756E+03    0.4107691040E+01
    0.1759193333E+03    0.1784507455E+03   -0.2531412195E+01
    0.1560547000E+03    0.1459563307E+03    0.1009836935E+02
    0.1981880667E+03    0.2079139083E+03   -0.9725841610E+01
    0.1836433333E+03    0.1750420187E+03    0.8601314587E+01
    0.2026154000E+03    0.2005861163E+03    0.2029283682E+01
    0.1594275000E+03    0.1632426832E+03   -0.3815183243E+01
    0.1490033667E+03    0.1498252445E+03   -0.8218778707E+00
    0.1510296000E+03    0.1535642477E+03   -0.2534647712E+01
    0.1390718667E+03    0.1429227021E+03   -0.3850835465E+01
    0.1362171000E+03    0.1432522311E+03   -0.7035131086E+01
    0.1830096667E+03    0.1810516789E+03    0.1957987791E+01
Prediction RMSE and MaxAE:         6.1046829464       10.0983693489
