,train,test
0,0.8568575031524593,0.9201933630766654
1,0.8601239473288815,0.8661189769883713
2,0.8625321049310234,0.8598810188193666
3,0.8729246335016081,0.7557024246622077
4,0.870824787203125,0.8045272751749688
5,0.8738750433230276,0.7729283658794714
6,0.8645785311570109,0.8111190425648289
7,0.8581477643766136,0.8704401830119993
8,0.8810264522001318,0.6550666212882834
9,0.8658123633310868,0.8464570450033068
