Predictions (y,pred,y-pred) by the model of dimension:     1
    0.4348442747E+02    0.5353685567E+02   -0.1005242819E+02
    0.1156620276E+03    0.1075680177E+03    0.8094009881E+01
    0.4295367200E+02    0.3154638745E+02    0.1140728455E+02
    0.4050309916E+02    0.3444666086E+02    0.6056438299E+01
    0.1066234624E+03    0.8938792520E+02    0.1723553715E+02
    0.4232796680E+02    0.3385731326E+02    0.8470653539E+01
    0.1048738256E+03    0.9559731313E+02    0.9276512425E+01
    0.3601177755E+02    0.2651734666E+02    0.9494430887E+01
    0.1281946021E+03    0.1172090916E+03    0.1098551055E+02
    0.1165733788E+03    0.1051915756E+03    0.1138180321E+02
    0.1331123282E+03    0.1265126803E+03    0.6599647896E+01
    0.7910835546E+02    0.8365121008E+02   -0.4542854624E+01
    0.4998604832E+02    0.4322272566E+02    0.6763322661E+01
    0.5611450524E+02    0.4721489231E+02    0.8899612929E+01
    0.2267877177E+02    0.2581707515E+02   -0.3138303382E+01
    0.2337586858E+02    0.2384026214E+02   -0.4643935645E+00
    0.8630026423E+02    0.9722546331E+02   -0.1092519908E+02
Prediction RMSE and MaxAE:         9.2264788459       17.2355371504
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.4348442747E+02    0.4873178991E+02   -0.5247362433E+01
    0.1156620276E+03    0.1118722556E+03    0.3789772029E+01
    0.4295367200E+02    0.3405481498E+02    0.8898857023E+01
    0.4050309916E+02    0.3570576638E+02    0.4797332780E+01
    0.1066234624E+03    0.9654553773E+02    0.1007792463E+02
    0.4232796680E+02    0.3169932173E+02    0.1062864507E+02
    0.1048738256E+03    0.9880625807E+02    0.6067567481E+01
    0.3601177755E+02    0.2632004902E+02    0.9691728533E+01
    0.1281946021E+03    0.1153771347E+03    0.1281746744E+02
    0.1165733788E+03    0.1123014622E+03    0.4271916518E+01
    0.1331123282E+03    0.1271062408E+03    0.6006087343E+01
    0.7910835546E+02    0.8288107144E+02   -0.3772715984E+01
    0.4998604832E+02    0.4177308565E+02    0.8212962676E+01
    0.5611450524E+02    0.4834752133E+02    0.7766983912E+01
    0.2267877177E+02    0.2321419753E+02   -0.5354257588E+00
    0.2337586858E+02    0.2269179129E+02    0.6840772830E+00
    0.8630026423E+02    0.9075820428E+02   -0.4457940047E+01
Prediction RMSE and MaxAE:         7.1563577699       12.8174674439
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.4348442747E+02    0.4502410167E+02   -0.1539674193E+01
    0.1156620276E+03    0.1120034904E+03    0.3658537195E+01
    0.4295367200E+02    0.3217578078E+02    0.1077789122E+02
    0.4050309916E+02    0.3376488714E+02    0.6738212014E+01
    0.1066234624E+03    0.9626043130E+02    0.1036303105E+02
    0.4232796680E+02    0.3413150522E+02    0.8196461585E+01
    0.1048738256E+03    0.9662935218E+02    0.8244473376E+01
    0.3601177755E+02    0.2510344271E+02    0.1090833483E+02
    0.1281946021E+03    0.1152157667E+03    0.1297883549E+02
    0.1165733788E+03    0.1108787331E+03    0.5694645665E+01
    0.1331123282E+03    0.1271065219E+03    0.6005806306E+01
    0.7910835546E+02    0.7873056322E+02    0.3777922402E+00
    0.4998604832E+02    0.4746144027E+02    0.2524608049E+01
    0.5611450524E+02    0.5463345813E+02    0.1481047114E+01
    0.2267877177E+02    0.2198724803E+02    0.6915237463E+00
    0.2337586858E+02    0.2012066811E+02    0.3255200462E+01
    0.8630026423E+02    0.8630863418E+02   -0.8369954473E-02
Prediction RMSE and MaxAE:         6.8410215290       12.9788354928
