Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1859265000E+03    0.1775583534E+03    0.8368146578E+01
    0.1785912667E+03    0.1749557565E+03    0.3635510153E+01
    0.1867098667E+03    0.1757307074E+03    0.1097915927E+02
    0.1858246333E+03    0.1720932911E+03    0.1373134228E+02
    0.1484104333E+03    0.1613318114E+03   -0.1292137807E+02
    0.1513720667E+03    0.1623963139E+03   -0.1102424723E+02
    0.1681840000E+03    0.1635271794E+03    0.4656820615E+01
    0.1636810000E+03    0.1647823277E+03   -0.1101327714E+01
    0.1490260000E+03    0.1612850555E+03   -0.1225905554E+02
    0.1577903667E+03    0.1655053996E+03   -0.7715032915E+01
    0.1641192000E+03    0.1715469337E+03   -0.7427733679E+01
    0.1496825000E+03    0.1555985631E+03   -0.5916063135E+01
    0.1567264333E+03    0.1593485193E+03   -0.2622086014E+01
    0.1421805667E+03    0.1473097347E+03   -0.5129168024E+01
    0.1439435333E+03    0.1444886643E+03   -0.5451309557E+00
    0.1591252000E+03    0.1776798577E+03   -0.1855465775E+02
    0.1797637667E+03    0.1757445209E+03    0.4019245779E+01
Prediction RMSE and MaxAE:         9.0671260895       18.5546577478
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1859265000E+03    0.1833128663E+03    0.2613633749E+01
    0.1785912667E+03    0.1793021444E+03   -0.7108777157E+00
    0.1867098667E+03    0.1848379404E+03    0.1871926306E+01
    0.1858246333E+03    0.1807945454E+03    0.5030087933E+01
    0.1484104333E+03    0.1547406659E+03   -0.6330232617E+01
    0.1513720667E+03    0.1558497530E+03   -0.4477686284E+01
    0.1681840000E+03    0.1604202948E+03    0.7763705231E+01
    0.1636810000E+03    0.1618265683E+03    0.1854431653E+01
    0.1490260000E+03    0.1582537355E+03   -0.9227735477E+01
    0.1577903667E+03    0.1630255406E+03   -0.5235173957E+01
    0.1641192000E+03    0.1695893736E+03   -0.5470173593E+01
    0.1496825000E+03    0.1524182663E+03   -0.2735766322E+01
    0.1567264333E+03    0.1599275665E+03   -0.3201133192E+01
    0.1421805667E+03    0.1481419934E+03   -0.5961426756E+01
    0.1439435333E+03    0.1452446704E+03   -0.1301137057E+01
    0.1591252000E+03    0.1727558421E+03   -0.1363064208E+02
    0.1797637667E+03    0.1739205277E+03    0.5843238942E+01
Prediction RMSE and MaxAE:         5.8277223199       13.6306420822
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1859265000E+03    0.1839528210E+03    0.1973679016E+01
    0.1785912667E+03    0.1863402628E+03   -0.7748996129E+01
    0.1867098667E+03    0.1896460573E+03   -0.2936190640E+01
    0.1858246333E+03    0.1765966839E+03    0.9227949442E+01
    0.1484104333E+03    0.1541920588E+03   -0.5781625450E+01
    0.1513720667E+03    0.1551953847E+03   -0.3823318079E+01
    0.1681840000E+03    0.1608619040E+03    0.7322096013E+01
    0.1636810000E+03    0.1616646366E+03    0.2016363351E+01
    0.1490260000E+03    0.1543776895E+03   -0.5351689450E+01
    0.1577903667E+03    0.1584592869E+03   -0.6689202132E+00
    0.1641192000E+03    0.1640821896E+03    0.3701044247E-01
    0.1496825000E+03    0.1525875160E+03   -0.2905015993E+01
    0.1567264333E+03    0.1567357924E+03   -0.9359060545E-02
    0.1421805667E+03    0.1458123577E+03   -0.3631791015E+01
    0.1439435333E+03    0.1433623666E+03    0.5811667483E+00
    0.1591252000E+03    0.1668944420E+03   -0.7769241983E+01
    0.1797637667E+03    0.1704258114E+03    0.9337955312E+01
Prediction RMSE and MaxAE:         5.2134282618        9.3379553118
