Predictions (y,pred,y-pred) by the model of dimension:     1
    0.4077056391E+02    0.4323456281E+02   -0.2463998899E+01
    0.1322564577E+03    0.1294403104E+03    0.2816147340E+01
    0.9788397509E+02    0.1031984846E+03   -0.5314509507E+01
    0.6830351287E+02    0.7161698778E+02   -0.3313474909E+01
    0.4815536762E+02    0.3774342721E+02    0.1041194041E+02
    0.4958492797E+02    0.5479551655E+02   -0.5210588584E+01
    0.9637614321E+02    0.9698591788E+02   -0.6097746766E+00
    0.9738927426E+02    0.1001993301E+03   -0.2810055879E+01
    0.4914067848E+02    0.4432446249E+02    0.4816215990E+01
    0.4129513778E+02    0.3963265170E+02    0.1662486083E+01
    0.5965727763E+02    0.5166057341E+02    0.7996704219E+01
    0.2919065394E+02    0.3241600782E+02   -0.3225353885E+01
    0.5034060812E+02    0.4598589926E+02    0.4354708862E+01
    0.4661720364E+02    0.4440944612E+02    0.2207757521E+01
    0.6092121335E+02    0.7282339829E+02   -0.1190218495E+02
    0.1282697765E+03    0.1229026401E+03    0.5367136326E+01
    0.7595481374E+02    0.8824076902E+02   -0.1228595528E+02
Prediction RMSE and MaxAE:         6.1482307378       12.2859552796
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.4077056391E+02    0.3673409930E+02    0.4036464614E+01
    0.1322564577E+03    0.1264509977E+03    0.5805460003E+01
    0.9788397509E+02    0.9877004723E+02   -0.8860721393E+00
    0.6830351287E+02    0.6963136741E+02   -0.1327854538E+01
    0.4815536762E+02    0.3954749259E+02    0.8607875037E+01
    0.4958492797E+02    0.5194842860E+02   -0.2363500632E+01
    0.9637614321E+02    0.9800509547E+02   -0.1628952267E+01
    0.9738927426E+02    0.1019254927E+03   -0.4536218486E+01
    0.4914067848E+02    0.5168221247E+02   -0.2541533995E+01
    0.4129513778E+02    0.3536328142E+02    0.5931856366E+01
    0.5965727763E+02    0.5572007577E+02    0.3937201859E+01
    0.2919065394E+02    0.2511507554E+02    0.4075578398E+01
    0.5034060812E+02    0.4898230509E+02    0.1358303029E+01
    0.4661720364E+02    0.4702541015E+02   -0.4082065153E+00
    0.6092121335E+02    0.6734212599E+02   -0.6420912643E+01
    0.1282697765E+03    0.1192250985E+03    0.9044677973E+01
    0.7595481374E+02    0.8204283546E+02   -0.6088021726E+01
Prediction RMSE and MaxAE:         4.7978261329        9.0446779729
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.4077056391E+02    0.3494713251E+02    0.5823431399E+01
    0.1322564577E+03    0.1302782161E+03    0.1978241599E+01
    0.9788397509E+02    0.9480514218E+02    0.3078832913E+01
    0.6830351287E+02    0.6673677006E+02    0.1566742816E+01
    0.4815536762E+02    0.3879069646E+02    0.9364671166E+01
    0.4958492797E+02    0.4923691263E+02    0.3480153356E+00
    0.9637614321E+02    0.9332622020E+02    0.3049923012E+01
    0.9738927426E+02    0.9745550383E+02   -0.6622957011E-01
    0.4914067848E+02    0.5180234416E+02   -0.2661665686E+01
    0.4129513778E+02    0.3905891440E+02    0.2236223388E+01
    0.5965727763E+02    0.6118612398E+02   -0.1528846349E+01
    0.2919065394E+02    0.2789261395E+02    0.1298039993E+01
    0.5034060812E+02    0.5398892632E+02   -0.3648318202E+01
    0.4661720364E+02    0.5195917890E+02   -0.5341975260E+01
    0.6092121335E+02    0.6742823820E+02   -0.6507024850E+01
    0.1282697765E+03    0.1244289006E+03    0.3840875835E+01
    0.7595481374E+02    0.7702407071E+02   -0.1069256974E+01
Prediction RMSE and MaxAE:         3.9338325826        9.3646711662
