Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1183212333E+03    0.1234988332E+03   -0.5177599837E+01
    0.6924846667E+02    0.7783765552E+02   -0.8589188851E+01
    0.9370783333E+02    0.8877008588E+02    0.4937747451E+01
    0.1026179667E+03    0.1030131767E+03   -0.3952100642E+00
    0.1177421333E+03    0.1246247006E+03   -0.6882567275E+01
    0.1096154000E+03    0.1077014229E+03    0.1913977064E+01
    0.8378776667E+02    0.7731366119E+02    0.6474105479E+01
    0.8411906667E+02    0.7438039598E+02    0.9738670691E+01
    0.1148520667E+03    0.1107402315E+03    0.4111835117E+01
    0.1131955333E+03    0.1177484225E+03   -0.4552889186E+01
    0.9246266667E+02    0.1042119129E+03   -0.1174924619E+02
    0.1244155333E+03    0.1249746353E+03   -0.5591019567E+00
    0.1065988000E+03    0.1093501136E+03   -0.2751313582E+01
    0.1094606333E+03    0.1108204432E+03   -0.1359809858E+01
    0.1109500000E+03    0.1110026121E+03   -0.5261210898E-01
    0.7063323333E+02    0.8468773754E+02   -0.1405450421E+02
    0.1143839667E+03    0.1035463323E+03    0.1083763436E+02
Prediction RMSE and MaxAE:         6.9167587969       14.0545042067
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1183212333E+03    0.1240016138E+03   -0.5680380462E+01
    0.6924846667E+02    0.7257419897E+02   -0.3325732308E+01
    0.9370783333E+02    0.9203678920E+02    0.1671044136E+01
    0.1026179667E+03    0.1098881881E+03   -0.7270221385E+01
    0.1177421333E+03    0.1265230818E+03   -0.8780948503E+01
    0.1096154000E+03    0.1112236249E+03   -0.1608224930E+01
    0.8378776667E+02    0.8041094797E+02    0.3376818693E+01
    0.8411906667E+02    0.7682268402E+02    0.7296382646E+01
    0.1148520667E+03    0.1165656312E+03   -0.1713564548E+01
    0.1131955333E+03    0.1145144225E+03   -0.1318889163E+01
    0.9246266667E+02    0.9795520737E+02   -0.5492540698E+01
    0.1244155333E+03    0.1245097438E+03   -0.9421044423E-01
    0.1065988000E+03    0.1095388856E+03   -0.2940085595E+01
    0.1094606333E+03    0.1109693366E+03   -0.1508703316E+01
    0.1109500000E+03    0.1081753553E+03    0.2774644730E+01
    0.7063323333E+02    0.7310342873E+02   -0.2470195401E+01
    0.1143839667E+03    0.1054488530E+03    0.8935113639E+01
Prediction RMSE and MaxAE:         4.7447617417        8.9351136390
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1183212333E+03    0.1263596027E+03   -0.8038369340E+01
    0.6924846667E+02    0.7073344266E+02   -0.1484975996E+01
    0.9370783333E+02    0.9326790406E+02    0.4399292687E+00
    0.1026179667E+03    0.1081977519E+03   -0.5579785220E+01
    0.1177421333E+03    0.1274892618E+03   -0.9747128496E+01
    0.1096154000E+03    0.1140423306E+03   -0.4426930591E+01
    0.8378776667E+02    0.8760427407E+02   -0.3816507402E+01
    0.8411906667E+02    0.8495745238E+02   -0.8383857129E+00
    0.1148520667E+03    0.1137526752E+03    0.1099391476E+01
    0.1131955333E+03    0.1180783720E+03   -0.4882838658E+01
    0.9246266667E+02    0.8794933214E+02    0.4513334525E+01
    0.1244155333E+03    0.1276227037E+03   -0.3207170336E+01
    0.1065988000E+03    0.1024858504E+03    0.4112949589E+01
    0.1094606333E+03    0.1048312770E+03    0.4629356330E+01
    0.1109500000E+03    0.1079796595E+03    0.2970340521E+01
    0.7063323333E+02    0.7130161203E+02   -0.6683786988E+00
    0.1143839667E+03    0.1075572506E+03    0.6826716054E+01
Prediction RMSE and MaxAE:         4.7151123020        9.7471284956
