Predictions (y,pred,y-pred) by the model of dimension:     1
    0.4909853333E+02    0.3849246823E+02    0.1060606511E+02
    0.6544593333E+02    0.5676322490E+02    0.8682708437E+01
    0.5754726667E+02    0.6211415416E+02   -0.4566887498E+01
    0.6109540000E+02    0.5293959217E+02    0.8155807825E+01
    0.6641613333E+02    0.5653813680E+02    0.9877996535E+01
    0.4331223333E+02    0.3851599330E+02    0.4796240029E+01
    0.1270568667E+03    0.1093860065E+03    0.1767086021E+02
    0.1048403333E+03    0.8376385529E+02    0.2107647804E+02
    0.1511233333E+02    0.2907196477E+02   -0.1395963144E+02
    0.6859230000E+02    0.6786871899E+02    0.7235810114E+00
    0.4609493333E+02    0.6589520028E+02   -0.1980026695E+02
    0.3464173333E+02    0.5378914528E+02   -0.1914741195E+02
    0.9820813333E+02    0.1053248486E+03   -0.7116715219E+01
    0.8448030000E+02    0.1003090337E+03   -0.1582873368E+02
    0.1662153333E+02    0.2666864661E+02   -0.1004711328E+02
    0.2838256667E+02    0.3874765634E+02   -0.1036508968E+02
    0.9953940000E+02    0.1052963568E+03   -0.5756956784E+01
Prediction RMSE and MaxAE:        12.4831535134       21.0764780401
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.4909853333E+02    0.4371394970E+02    0.5384583635E+01
    0.6544593333E+02    0.6532329827E+02    0.1226350678E+00
    0.5754726667E+02    0.7122079985E+02   -0.1367353318E+02
    0.6109540000E+02    0.6099457003E+02    0.1008299747E+00
    0.6641613333E+02    0.6507118615E+02    0.1344947188E+01
    0.4331223333E+02    0.4374334563E+02   -0.4311122936E+00
    0.1270568667E+03    0.1162271311E+03    0.1082973556E+02
    0.1048403333E+03    0.9319788915E+02    0.1164244418E+02
    0.1511233333E+02    0.1507251770E+02    0.3981563591E-01
    0.6859230000E+02    0.6084750879E+02    0.7744791209E+01
    0.4609493333E+02    0.5876366776E+02   -0.1266873442E+02
    0.3464173333E+02    0.4544897180E+02   -0.1080723847E+02
    0.9820813333E+02    0.9639792367E+02    0.1810209660E+01
    0.8448030000E+02    0.9203855610E+02   -0.7558256099E+01
    0.1662153333E+02    0.1186157248E+02    0.4759960850E+01
    0.2838256667E+02    0.2751675168E+02    0.8658149819E+00
    0.9953940000E+02    0.9637347755E+02    0.3165922450E+01
Prediction RMSE and MaxAE:         7.2838237765       13.6735331831
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.4909853333E+02    0.4620616056E+02    0.2892372769E+01
    0.6544593333E+02    0.6127700338E+02    0.4168929951E+01
    0.5754726667E+02    0.7092538729E+02   -0.1337812063E+02
    0.6109540000E+02    0.6086131032E+02    0.2340896831E+00
    0.6641613333E+02    0.6381351634E+02    0.2602616991E+01
    0.4331223333E+02    0.4682964831E+02   -0.3517414978E+01
    0.1270568667E+03    0.1140631841E+03    0.1299368256E+02
    0.1048403333E+03    0.8921059920E+02    0.1562973413E+02
    0.1511233333E+02    0.1360021876E+02    0.1512114568E+01
    0.6859230000E+02    0.6032580982E+02    0.8266490177E+01
    0.4609493333E+02    0.6265923625E+02   -0.1656430291E+02
    0.3464173333E+02    0.3963610351E+02   -0.4994370176E+01
    0.9820813333E+02    0.1000344275E+03   -0.1826294144E+01
    0.8448030000E+02    0.9041002985E+02   -0.5929729851E+01
    0.1662153333E+02    0.1540393202E+02    0.1217601309E+01
    0.2838256667E+02    0.2573962996E+02    0.2642936710E+01
    0.9953940000E+02    0.9960789155E+02   -0.6849154939E-01
Prediction RMSE and MaxAE:         7.8738417460       16.5643029144
