,formula,C_11,C_12,C_13,C_14,C_15,C_16,C_21,C_22,C_23,C_24,C_25,C_26,C_31,C_32,C_33,C_34,C_35,C_36,C_41,C_42,C_43,C_44,C_45,C_46,C_51,C_52,C_53,C_54,C_55,C_56,C_61,C_62,C_63,C_64,C_65,C_66,K,G,E,v
24,Ta24Mo16W24,389.8314,187.7822,193.0991,2.6505,21.645599999999998,4.3536,187.9824,385.98609999999996,197.52270000000001,11.2381,-13.902000000000001,-12.143899999999999,192.5513,196.1581,379.1707,-11.9524,-6.3083,5.6407,2.7398,10.6346,-11.7748,104.8921,2.8164000000000002,-10.0661,21.3455,-11.8432,-6.3296,4.0851,97.642,-0.39940000000000003,3.5077,-11.6584,6.1497,-9.6154,0.7742,94.74640000000001,256.8662444444444,97.8839750934569,260.5553334180441,0.3309396822578624
25,Ta24Mo24W16,379.2418,187.4316,184.2172,1.9917000000000002,24.6809,0.6305,185.9408,374.73310000000004,188.4808,15.0715,-14.121100000000002,-5.9982,183.631,188.634,380.3945,-13.012799999999999,-6.6648,5.1894,2.8236999999999997,14.9608,-12.7957,105.68230000000001,3.5325,-9.6409,22.963,-12.937100000000001,-7.3762,4.6744,98.71889999999999,5.6288,1.1875,-6.3275,4.2744,-10.706999999999999,6.563899999999999,91.9872,250.5142888888889,97.54851806121137,259.0247441727489,0.327671344070095
26,Ta24Nb16Mo24,308.7697,164.33620000000002,172.4562,5.5198,17.7268,4.8774999999999995,161.1308,293.9349,184.5118,9.0801,-12.277800000000001,-15.2245,171.76069999999999,183.39690000000002,284.3183,-12.2924,-2.9572,8.6732,6.0618,6.645999999999999,-12.4418,62.139700000000005,5.4142,-8.571,17.930799999999998,-11.474599999999999,-1.6037,5.5344999999999995,55.748599999999996,0.4647,5.0973999999999995,-14.462399999999999,8.9348,-8.1434,1.0576,54.753499999999995,214.4034777777778,58.886247721129074,161.84202234311664,0.3741920109221514
27,Ta24Nb16V24,234.2518,152.8461,154.6539,-0.1049,4.296,-0.034999999999999996,151.0943,227.0127,164.14090000000002,7.3382000000000005,0.518,1.1432,157.7803,163.8789,231.4429,-6.353199999999999,-5.8022,-1.9667000000000001,1.6526,6.8855,-6.206300000000001,42.7849,2.391,-3.1972,4.8828000000000005,0.7417,-9.0547,0.5818,39.8518,0.7933,0.9632999999999999,2.3838999999999997,-4.2262,-3.4545000000000003,-0.0692,36.4135,181.77657777777776,38.52234118722016,107.9419546342449,0.4010305618451715
28,Ta24Nb16W24,314.7259,181.4592,185.05689999999998,1.1802,15.8954,2.6904,180.07840000000002,315.1649,191.5449,7.8762,-6.8837,-5.2512,187.11759999999998,189.452,307.4765,-3.0521000000000003,-1.4956,8.157,-0.8872,6.9266000000000005,-1.6031,67.3014,7.1593,-5.3607,16.716,-7.2413,-1.8475000000000001,8.198,58.5797,4.1403,1.0211000000000001,-3.5124000000000004,5.7851,-1.4173,0.8794000000000001,66.69669999999999,228.1654777777778,63.80085368004047,175.08331599829413,0.37210794134771424
29,Ta24Nb24Mo16,266.2618,166.57760000000002,170.1836,2.2882000000000002,16.517500000000002,3.9445,166.1836,263.82759999999996,175.8963,7.9156,-6.9527,-13.5144,169.3648,175.4799,254.8612,-14.9703,-10.229600000000001,2.0387,3.6174,8.6588,-13.8984,51.935,4.6137999999999995,-7.1581,14.8077,-8.0517,-9.9162,5.7924999999999995,51.832100000000004,1.204,3.0157,-13.3406,3.6688,-5.7897,0.2894,38.908,201.14062222222222,46.675606625736634,129.9731940285492,0.3923032117260452
30,Ta24Nb24V16,236.6924,152.6411,157.1191,0.0314,4.4118,5.4189,151.8075,238.1525,155.04760000000002,6.4659,-2.8268999999999997,-1.1387,156.1808,155.5087,232.92669999999998,-8.6425,-2.9046,-4.0235,0.9369999999999999,5.3298000000000005,-8.069799999999999,45.4026,4.0161999999999995,-3.4511000000000003,5.9608,-2.2802,-3.1343,5.1861,43.5022,1.6656,6.6928,-1.2957,-4.225099999999999,-4.8331,3.4305,40.0593,181.93191111111113,41.972416414556164,116.92552143177936,0.39288527347247554
31,Ta24Nb24W16,295.07869999999997,168.996,172.4012,2.4626,8.495000000000001,2.997,170.3576,284.8317,177.9153,5.4196,-5.6404000000000005,-8.1381,173.7058,178.4285,277.794,-10.4054,-7.206999999999999,3.2948999999999997,0.6504,6.032,-10.369499999999999,62.87329999999999,1.4272,-3.1091,7.326600000000001,-5.6706,-6.6213,2.0896,60.705799999999996,-0.6513,3.868,-10.4998,3.2763,-5.316,1.8486999999999998,47.4928,210.70326666666665,56.773011694168964,156.28250462139917,0.3763802549640907
32,Ta24V16Mo24,310.1014,167.108,167.1882,3.1299,18.3138,3.0449,164.9623,299.53180000000003,179.671,10.4345,-8.2559,-11.109300000000001,167.6862,180.6141,298.5074,-8.345,-6.556100000000001,7.2911,3.9463999999999997,9.744299999999999,-7.6878,68.8689,7.9719999999999995,-11.1413,16.5471,-7.6099000000000006,-7.082299999999999,6.802,60.170100000000005,0.6947,3.2293999999999996,-12.0223,6.7997,-10.742,0.4509,64.4234,215.11944444444444,64.96802096777886,177.0777058088319,0.3628066791249059
33,Ta24V16W24,324.12170000000003,178.216,186.0924,-2.193,10.347199999999999,9.049,178.8173,325.8414,180.6479,6.696899999999999,-9.9977,-4.1884999999999994,185.64600000000002,181.8639,321.719,-4.201,-2.114,0.8328,-2.1696999999999997,6.3118,-6.2682,72.4836,4.1501,-7.731,8.1765,-7.85,-1.7405000000000002,5.7376,66.2136,1.6748,7.5093000000000005,-3.1777,1.1014,-6.4021,1.4611,68.0761,229.06607777777776,69.79480418880738,190.0791569684346,0.3616999085937445
34,Ta24V24Mo16,286.54540000000003,164.0942,164.6257,2.9124,16.2856,5.7970999999999995,162.5442,278.8505,174.3672,7.2248,-5.7766,-11.0457,164.0113,173.6745,268.31579999999997,-10.0302,-6.726999999999999,2.5717,1.8072,6.167,-9.289100000000001,57.482000000000006,4.774900000000001,-5.2869,15.6491,-6.4351,-7.7879000000000005,5.2468,51.5067,0.040999999999999995,6.787699999999999,-12.1482,1.0227,-5.5646,1.1153,54.8716,204.43176666666668,54.81318806293878,150.948556488851,0.3769364802821324
35,Ta24V24W16,298.5514,168.92149999999998,171.68789999999998,0.9391,7.099200000000001,5.5316,168.44459999999998,297.50390000000004,179.8158,7.7383,-0.8651,-2.6126,170.82580000000002,180.0448,286.5693,-5.1219,-2.2539000000000002,1.7009,1.7966000000000002,6.4079999999999995,-5.0937,62.5029,5.5028,-2.4608,5.7542,0.353,-4.4787,6.3255,57.0558,0.9896,5.6314,-3.0957,2.1881,-2.8438,1.9951,61.165800000000004,213.71944444444443,60.2914955474988,165.3278390319873,0.37107097386346016
36,Ta48Mo8W8,306.7758,169.6888,172.6061,0.7205,1.1271,-0.7767000000000001,171.6481,305.7409,173.0594,8.2858,-1.6934999999999998,-0.4327,172.7616,175.1808,305.01030000000003,-0.1038,4.4077,3.96,-0.3699,7.4622,0.2016,69.86240000000001,3.2198,1.9702000000000002,-3.8694,0.6704,6.5099,3.2047,69.37519999999999,-1.6343,1.157,-0.9551000000000001,3.4418999999999995,2.6839,-0.1638,68.2628,216.4706222222222,68.30351287383127,185.40961943863104,0.3572480509246691
37,Ta48Nb8Mo8,285.4469,163.0494,157.0942,-4.5857,0.048,-3.3784,163.56130000000002,273.84450000000004,162.49259999999998,0.9936999999999999,-2.4565,-3.6,159.9934,163.2887,278.9756,1.0671,1.0104,3.0733,-3.6936999999999998,0.6940000000000001,0.5214000000000001,60.4491,-2.0809,-1.0605,-0.2875,-2.7668,2.4374,-2.2331,62.763,-2.1907,-2.4858000000000002,-4.419700000000001,3.6476999999999995,-1.2048999999999999,-1.6911,59.0095,200.39326666666668,60.14871550336602,164.0343274584828,0.363572988098999
38,Ta48Nb8V8,252.25169999999997,157.531,157.2137,-1.7866,-5.3109,-5.0581000000000005,157.2197,251.2181,154.5449,0.05550000000000001,5.3248,1.754,156.4725,156.4188,262.2804,2.2506,1.0533,-2.214,1.6419000000000001,0.7857000000000001,2.4808,57.432500000000005,-2.8676,8.8963,-6.3322,5.8178,1.1158,-2.8695,60.2043,1.2747,-5.665100000000001,2.2920000000000003,-1.7036000000000002,6.1487,0.8187,51.1396,189.3699333333333,53.41138887183368,146.4641945905898,0.3710951698152454
39,Ta48Nb8W8,297.4409,171.6907,156.9172,1.2801,-1.4902,-8.4679,171.1816,294.0034,155.1491,-4.2656,-0.1109,3.3998,159.5365,156.7286,296.9491,4.153499999999999,3.0949999999999998,2.2648,0.0736,-4.9057,2.3122,68.0056,-2.6882,1.5292,-2.5507999999999997,-2.1137,1.3611,-0.7108,69.4268,-1.7271999999999998,-7.909000000000001,3.8649,1.0977999999999999,2.1304,0.3257,71.856,206.21193333333335,68.82396516811478,185.80128281632673,0.34982983298386
40,Ta48V8Mo8,281.692,164.0769,156.22840000000002,-0.6169,-2.2016999999999998,-1.4654,164.3304,283.5706,159.7492,1.2313,0.7927,3.2058999999999997,156.6741,160.3952,275.1664,2.4327,0.0653,0.2298,-0.9228999999999999,1.2711000000000001,2.1957,59.701499999999996,2.3317,1.7120000000000002,-3.7529000000000003,1.4115,0.5816,1.9288,61.2201,0.048799999999999996,-0.7393,2.867,0.1706,1.614,0.4995,62.364599999999996,200.05977777777775,60.68008934121873,165.32533690764075,0.3622700518614652
41,Ta48V8W8,286.2194,169.368,159.10039999999998,1.3454000000000002,-2.4349,-4.5302,168.7584,295.0662,158.3696,-1.1300000000000001,3.0721,6.606199999999999,159.942,158.44459999999998,291.2169,3.8375,4.9988,1.2519,2.9169,-3.7304000000000004,3.9345999999999997,64.8067,0.36819999999999997,5.7111,-7.3999,5.7028,5.714,1.4412,66.0162,-3.0053,-5.3165,6.8643,1.1225,5.3395,-1.4007,68.4255,205.13094444444445,65.55221938875424,177.72520349331808,0.35560020050066826
42,Ta8Mo48W8,423.85450000000003,174.57909999999998,188.3764,3.2068,26.845800000000004,10.017100000000001,175.6627,418.66139999999996,194.51839999999999,19.8785,-14.244,-13.480500000000001,187.7432,194.7585,410.19899999999996,-18.9441,-11.4939,6.189500000000001,2.4028,21.718600000000002,-18.9478,126.27860000000001,8.4948,-15.1531,27.878300000000003,-15.0017,-11.5683,8.5077,117.2317,6.0094,9.963,-13.9529,6.618399999999999,-13.7955,5.6668,107.9079,263.0736333333333,116.63138764935101,304.84416714693157,0.3068701885955304
43,Ta8Mo8W48,479.4073,195.2668,204.69819999999999,2.5913,15.546000000000001,5.9134,195.796,473.0155,210.5197,7.1527,-9.335899999999999,-14.4112,205.76280000000003,211.7425,462.367,-18.7117,-10.2243,2.2710999999999997,2.0838,7.7521,-18.506899999999998,136.3346,5.3419,-10.8273,15.478,-12.3048,-10.592400000000001,5.5975,132.03379999999999,-1.7785,6.7348,-14.606200000000001,2.4198,-11.8582,-1.8254000000000001,121.06389999999999,292.86213333333336,131.4904998995944,343.1197118332338,0.30473194677653
44,Ta8Nb48Mo8,248.6099,153.0061,154.7875,-0.24820000000000003,20.2412,7.916500000000001,153.9876,243.32869999999997,166.8107,17.6281,-10.7267,-12.1446,156.1984,167.17739999999998,242.79149999999998,-17.4332,-10.9421,4.7331,1.1836,14.528899999999998,-16.378,48.097,2.5306,-9.398399999999999,20.2152,-11.5997,-10.466,0.6615,45.0482,3.5795000000000003,7.6134,-12.1154,5.037599999999999,-8.598099999999999,3.8534999999999995,34.7653,187.10429999999997,42.92238571015575,119.62006871000486,0.3934461788513992
45,Ta8Nb48V8,223.7304,149.5769,154.3262,0.8826,16.683500000000002,2.7282,149.50820000000002,223.07330000000002,156.95080000000002,7.882599999999999,-9.933,-6.524800000000001,155.28730000000002,157.8287,219.3762,-9.1969,-7.2065,4.9302,3.2149,6.774500000000001,-10.2812,39.543099999999995,4.1418,-10.794,16.202,-9.424,-6.195600000000001,2.762,34.2136,0.2395,2.4537,-5.0145,3.8994,-11.7082,-0.3015,32.782799999999995,176.43196666666668,34.99053213390575,98.46246946213834,0.40698731138656247
46,Ta8Nb48W8,250.5776,155.9729,161.42270000000002,1.6476,17.7024,7.5372,155.1572,253.1139,165.1611,12.0923,-7.8536,-9.8587,161.9675,164.40619999999998,254.5009,-13.9094,-12.4689,2.327,0.0889,11.5134,-14.4839,48.7727,3.5951,-9.1584,16.3512,-6.733499999999999,-11.4998,5.6278,43.5814,4.0821,7.2966,-7.6927,2.5679,-7.321599999999999,4.1966,37.5826,191.47842222222224,44.344603893481704,123.49999850376723,0.3925031194372753
47,Ta8Nb8Mo48,393.8005,167.1891,175.9335,3.0016,24.3206,8.8765,166.3869,384.8351,184.6354,16.4048,-13.134800000000002,-15.795599999999999,175.9086,183.5484,376.4415,-21.3888,-13.726499999999998,6.984699999999999,5.3578,14.993,-22.8033,113.84110000000001,4.8034,-13.6527,22.9426,-10.476099999999999,-14.4774,2.9467,108.52560000000001,1.9407,9.3895,-14.6016,6.4402,-17.1001,2.1185,92.8977,245.62145555555557,104.87382555333808,275.42216485077665,0.3131120343783915
48,Ta8Nb8V48,223.7543,149.97,157.7133,1.8668,16.7238,2.3019,149.8447,225.65120000000002,160.4808,10.6975,-8.6,-5.2908,161.2229,161.4096,225.3889,-13.5344,-8.4493,0.0219,3.3305,8.0203,-13.149600000000001,42.7416,2.0787,-3.8665,15.524899999999999,-5.39,-10.097,4.6838999999999995,38.2607,-0.5025000000000001,4.322699999999999,-4.2721,-0.4502,-5.2122,1.9204,30.299599999999998,179.01362222222224,36.01177754875097,101.2461756535497,0.40573699141187364
49,Ta8Nb8W48,453.00159999999994,194.28699999999998,196.9072,0.8166,14.4361,2.3242000000000003,193.5041,441.9796,205.1237,12.9882,-7.519299999999999,-11.7866,197.3039,205.8023,442.6486,-12.3982,-8.0704,5.699,3.253,10.9924,-11.8216,134.63510000000002,6.4982,-3.4441,12.091800000000001,-4.6505,-7.4425,6.3615,127.6646,3.5651,1.7690000000000001,-10.1927,4.384,-5.9365000000000006,5.1853,118.8709,281.14062222222225,125.6431161470985,328.05896436452275,0.3055190543843365
50,Ta8V48Mo8,254.8118,156.0872,162.89249999999998,1.0805,19.4988,3.0251,156.78969999999998,252.2819,171.6965,11.8082,-11.2546,-13.331100000000001,164.2549,172.5837,242.9281,-15.1512,-7.200799999999999,7.2137,1.6039999999999999,10.8513,-14.606399999999999,52.2024,3.0551,-5.4457,17.4137,-8.2703,-8.5148,3.8405,49.5618,-0.5793,4.2517000000000005,-13.3823,6.0313,-7.1897,2.9837,36.9557,192.37491111111112,45.009123980391664,125.258632219006,0.39148045042573176
