Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1129134333E+03    0.9243409030E+02    0.2047934304E+02
    0.5741510000E+02    0.4790900153E+02    0.9506098472E+01
    0.9577526667E+02    0.7797077245E+02    0.1780449422E+02
    0.6416440000E+02    0.6111632149E+02    0.3048078509E+01
    0.5631520000E+02    0.5790506395E+02   -0.1589863950E+01
    0.7081320000E+02    0.6890221522E+02    0.1910984780E+01
    0.9879613333E+02    0.9022732140E+02    0.8568811931E+01
    0.5462010000E+02    0.5067515853E+02    0.3944941472E+01
    0.5625880000E+02    0.4258763990E+02    0.1367116010E+02
    0.1171394000E+03    0.9851103455E+02    0.1862836545E+02
    0.4263683333E+02    0.3456257179E+02    0.8074261540E+01
    0.9410970000E+02    0.8104797886E+02    0.1306172114E+02
    0.9391083333E+02    0.7660499867E+02    0.1730583466E+02
    0.7457800000E+02    0.7549992089E+02   -0.9219208894E+00
    0.7547360000E+02    0.7950322547E+02   -0.4029625465E+01
    0.7601236667E+02    0.8352541355E+02   -0.7513046887E+01
    0.5415630000E+02    0.6029838604E+02   -0.6142086044E+01
    0.5043943333E+02    0.7077591245E+02   -0.2033647912E+02
    0.2761040000E+02    0.3132701030E+02   -0.3716610303E+01
    0.4472750000E+02    0.5683517516E+02   -0.1210767516E+02
    0.6651516667E+02    0.7396058799E+02   -0.7445421321E+01
    0.7973906667E+02    0.9117116434E+02   -0.1143209767E+02
    0.1005121667E+03    0.1034987095E+03   -0.2986542825E+01
    0.4908086667E+02    0.3856298121E+02    0.1051788546E+02
    0.5592400000E+02    0.4270219986E+02    0.1322180014E+02
    0.1462273333E+02    0.1979626903E+02   -0.5173535695E+01
    0.5274676667E+02    0.4391397011E+02    0.8832796553E+01
    0.1263756667E+02    0.2311597287E+02   -0.1047840621E+02
    0.1576773333E+02    0.1891311718E+02   -0.3145383850E+01
    0.1876863333E+02    0.3190027317E+02   -0.1313163984E+02
    0.6769980000E+02    0.7587437198E+02   -0.8174571982E+01
    0.1240794333E+03    0.1228521711E+03    0.1227262220E+01
    0.6587150000E+02    0.7432685517E+02   -0.8455355166E+01
    0.3478613333E+02    0.5057057393E+02   -0.1578444060E+02
Prediction RMSE and MaxAE:        10.7813182299       20.4793430370
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1129134333E+03    0.1018146975E+03    0.1109873585E+02
    0.5741510000E+02    0.5557643372E+02    0.1838666283E+01
    0.9577526667E+02    0.8804334909E+02    0.7731917578E+01
    0.6416440000E+02    0.7053767475E+02   -0.6373274754E+01
    0.5631520000E+02    0.6700641625E+02   -0.1069121625E+02
    0.7081320000E+02    0.7883239099E+02   -0.8019190986E+01
    0.9879613333E+02    0.9978236334E+02   -0.9862300043E+00
    0.5462010000E+02    0.5880780707E+02   -0.4187707073E+01
    0.5625880000E+02    0.4920609761E+02    0.7052702386E+01
    0.1171394000E+03    0.1072899278E+03    0.9849472187E+01
    0.4263683333E+02    0.3919615883E+02    0.3440674505E+01
    0.9410970000E+02    0.9106479472E+02    0.3044905279E+01
    0.9391083333E+02    0.8668578686E+02    0.7225046469E+01
    0.7457800000E+02    0.6887027376E+02    0.5707726239E+01
    0.7547360000E+02    0.7284490975E+02    0.2628690252E+01
    0.7601236667E+02    0.7675101753E+02   -0.7386508621E+00
    0.5415630000E+02    0.5293496697E+02    0.1221333028E+01
    0.5043943333E+02    0.6406461657E+02   -0.1362518323E+02
    0.2761040000E+02    0.1830652006E+02    0.9303879942E+01
    0.4472750000E+02    0.4910559861E+02   -0.4378098607E+01
    0.6651516667E+02    0.6731827933E+02   -0.8031126602E+00
    0.7973906667E+02    0.8394499553E+02   -0.4205928866E+01
    0.1005121667E+03    0.1116553228E+03   -0.1114315609E+02
    0.4908086667E+02    0.4424832446E+02    0.4832542212E+01
    0.5592400000E+02    0.4934542855E+02    0.6578571452E+01
    0.1462273333E+02    0.1939442668E+02   -0.4771693349E+01
    0.5274676667E+02    0.5081324958E+02    0.1933517084E+01
    0.1263756667E+02    0.2401226898E+02   -0.1137470231E+02
