Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2785538000E+03    0.3234748028E+03   -0.4492100275E+02
    0.2586766667E+03    0.2917669321E+03   -0.3309026544E+02
    0.4372498667E+03    0.4322548140E+03    0.4995052654E+01
    0.3023439333E+03    0.3254732867E+03   -0.2312935340E+02
    0.2956743000E+03    0.3367367867E+03   -0.4106248670E+02
    0.3124557667E+03    0.3394399995E+03   -0.2698423284E+02
    0.2794223333E+03    0.2754810226E+03    0.3941310764E+01
    0.2801430000E+03    0.2672882083E+03    0.1285479175E+02
    0.2908341667E+03    0.2546274462E+03    0.3620672050E+02
    0.2527308000E+03    0.2774161478E+03   -0.2468534781E+02
    0.4458766000E+03    0.4367189462E+03    0.9157653800E+01
    0.3817229000E+03    0.4158989703E+03   -0.3417607035E+02
    0.2587401333E+03    0.2585963826E+03    0.1437507255E+00
    0.3446522333E+03    0.3363946050E+03    0.8257628337E+01
    0.3739319333E+03    0.3623273458E+03    0.1160458754E+02
    0.4037782333E+03    0.3882600866E+03    0.1551814674E+02
    0.4552735000E+03    0.4660583090E+03   -0.1078480898E+02
    0.3186861333E+03    0.3208760390E+03   -0.2189905638E+01
    0.3150956000E+03    0.2958262118E+03    0.1926938819E+02
    0.4160088000E+03    0.3864795191E+03    0.2952928086E+02
    0.5151889667E+03    0.5014217210E+03    0.1376724566E+02
    0.5038068667E+03    0.5014217210E+03    0.2385145665E+01
    0.2283086667E+03    0.2352106732E+03   -0.6902006522E+01
    0.2502162667E+03    0.2550926505E+03   -0.4876383873E+01
    0.2534641000E+03    0.2550926505E+03   -0.1628550540E+01
    0.3151633333E+03    0.3253157000E+03   -0.1015236671E+02
    0.4441880000E+03    0.4301677074E+03    0.1402029255E+02
    0.4642795333E+03    0.4432742084E+03    0.2100532496E+02
    0.2946690000E+03    0.2713627984E+03    0.2330620157E+02
    0.4207501667E+03    0.4022781118E+03    0.1847205486E+02
    0.5019539333E+03    0.4546442372E+03    0.4730969618E+02
    0.2921547667E+03    0.2799509924E+03    0.1220377428E+02
    0.3085777333E+03    0.3063024510E+03    0.2275282317E+01
    0.4795982333E+03    0.4512354735E+03    0.2836275982E+02
Prediction RMSE and MaxAE:        21.9219172203       47.3096961796
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2785538000E+03    0.3046156469E+03   -0.2606184687E+02
    0.2586766667E+03    0.2851600781E+03   -0.2648341144E+02
    0.4372498667E+03    0.4129950313E+03    0.2425483535E+02
    0.3023439333E+03    0.3220827953E+03   -0.1973886197E+02
    0.2956743000E+03    0.3373617632E+03   -0.4168746321E+02
    0.3124557667E+03    0.3389095423E+03   -0.2645377568E+02
    0.2794223333E+03    0.2879838246E+03   -0.8561491237E+01
    0.2801430000E+03    0.2667534095E+03    0.1338959052E+02
    0.2908341667E+03    0.2894259848E+03    0.1408181883E+01
    0.2527308000E+03    0.2371114516E+03    0.1561934836E+02
    0.4458766000E+03    0.4545826806E+03   -0.8706080574E+01
    0.3817229000E+03    0.3905066204E+03   -0.8783720416E+01
    0.2587401333E+03    0.2674645272E+03   -0.8724393830E+01
    0.3446522333E+03    0.3348381963E+03    0.9814037007E+01
    0.3739319333E+03    0.3587683330E+03    0.1516360034E+02
    0.4037782333E+03    0.3834476577E+03    0.2033057562E+02
    0.4552735000E+03    0.4620564724E+03   -0.6782972361E+01
    0.3186861333E+03    0.3270106095E+03   -0.8324476188E+01
    0.3150956000E+03    0.2957719735E+03    0.1932362655E+02
    0.4160088000E+03    0.3800421768E+03    0.3596662317E+02
    0.5151889667E+03    0.5272215927E+03   -0.1203262600E+02
    0.5038068667E+03    0.5075466437E+03   -0.3739776994E+01
    0.2283086667E+03    0.2440246345E+03   -0.1571596787E+02
    0.2502162667E+03    0.2498457585E+03    0.3705081711E+00
    0.2534641000E+03    0.2476303950E+03    0.5833705018E+01
    0.3151633333E+03    0.3205140146E+03   -0.5350681219E+01
    0.4441880000E+03    0.4368585438E+03    0.7329456152E+01
    0.4642795333E+03    0.4528011171E+03    0.1147841628E+02
    0.2946690000E+03    0.2882040094E+03    0.6464990570E+01
    0.4207501667E+03    0.4166251099E+03    0.4125056801E+01
    0.5019539333E+03    0.4749325002E+03    0.2702143311E+02
    0.2921547667E+03    0.2663249168E+03    0.2582984987E+02
    0.3085777333E+03    0.2916330034E+03    0.1694472988E+02
    0.4795982333E+03    0.4523167119E+03    0.2728152148E+02
Prediction RMSE and MaxAE:        18.1393545518       41.6874632101
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2785538000E+03    0.2980475475E+03   -0.1949374748E+02
    0.2586766667E+03    0.2722927972E+03   -0.1361613050E+02
    0.4372498667E+03    0.4316709264E+03    0.5578940296E+01
    0.3023439333E+03    0.3065561829E+03   -0.4212249570E+01
    0.2956743000E+03    0.3070224074E+03   -0.1134810744E+02
    0.3124557667E+03    0.3181678948E+03   -0.5712128179E+01
    0.2794223333E+03    0.2669596019E+03    0.1246273144E+02
    0.2801430000E+03    0.2667911899E+03    0.1335181009E+02
    0.2908341667E+03    0.2667041285E+03    0.2413003814E+02
    0.2527308000E+03    0.2436416434E+03    0.9089156591E+01
    0.4458766000E+03    0.4315639674E+03    0.1431263257E+02
    0.3817229000E+03    0.4030751599E+03   -0.2135225989E+02
    0.2587401333E+03    0.2648726693E+03   -0.6132535939E+01
    0.3446522333E+03    0.3383046948E+03    0.6347538536E+01
    0.3739319333E+03    0.3640530780E+03    0.9878855311E+01
    0.4037782333E+03    0.3904558105E+03    0.1332242283E+02
    0.4552735000E+03    0.4737128823E+03   -0.1843938227E+02
    0.3186861333E+03    0.3335958887E+03   -0.1490975541E+02
