Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1687353667E+03    0.1518625772E+03    0.1687278943E+02
    0.1611783000E+03    0.1503057114E+03    0.1087258855E+02
    0.1991815333E+03    0.1877298608E+03    0.1145167253E+02
    0.1709626667E+03    0.1571179007E+03    0.1384476594E+02
    0.1737680667E+03    0.1593096572E+03    0.1445840943E+02
    0.1860203333E+03    0.1757283449E+03    0.1029198843E+02
    0.1608787333E+03    0.1635155404E+03   -0.2636807031E+01
    0.1600181667E+03    0.1637820564E+03   -0.3763889758E+01
    0.1622793333E+03    0.1693306648E+03   -0.7051331499E+01
    0.1608522333E+03    0.1584166556E+03    0.2435577697E+01
    0.1987726333E+03    0.1886894932E+03    0.1008314012E+02
    0.1769676000E+03    0.1583692894E+03    0.1859831062E+02
    0.1474437667E+03    0.1532703545E+03   -0.5826587829E+01
    0.1435520000E+03    0.1550169046E+03   -0.1146490461E+02
    0.1451082333E+03    0.1555867640E+03   -0.1047853068E+02
    0.1438216667E+03    0.1561506236E+03   -0.1232895696E+02
    0.1581912000E+03    0.1578071365E+03    0.3840634835E+00
    0.1665557000E+03    0.1671217017E+03   -0.5660016967E+00
    0.1460779667E+03    0.1529200819E+03   -0.6842115282E+01
    0.1445851667E+03    0.1559635158E+03   -0.1137834910E+02
    0.1944439000E+03    0.1970430015E+03   -0.2599101462E+01
    0.1746948000E+03    0.1840679423E+03   -0.9373142298E+01
    0.1434891667E+03    0.1424005079E+03    0.1088658768E+01
    0.1461454000E+03    0.1513851864E+03   -0.5239786394E+01
    0.1413109667E+03    0.1489242125E+03   -0.7613245788E+01
    0.1554750000E+03    0.1689942655E+03   -0.1351926546E+02
    0.1816082000E+03    0.1861977071E+03   -0.4589507108E+01
    0.1826803000E+03    0.1880574219E+03   -0.5377121909E+01
    0.1684538333E+03    0.1734633720E+03   -0.5009538633E+01
    0.1851899000E+03    0.1871309372E+03   -0.1941037154E+01
    0.1907893333E+03    0.1919991215E+03   -0.1209788120E+01
    0.1488808333E+03    0.1574291023E+03   -0.8548269008E+01
    0.1531141000E+03    0.1639229249E+03   -0.1080882495E+02
    0.1844319000E+03    0.1889457881E+03   -0.4513888060E+01
Prediction RMSE and MaxAE:         9.1129261329       18.5983106187
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1687353667E+03    0.1557793858E+03    0.1295598091E+02
    0.1611783000E+03    0.1559204899E+03    0.5257810076E+01
    0.1991815333E+03    0.1890433876E+03    0.1013814572E+02
    0.1709626667E+03    0.1683842230E+03    0.2578443665E+01
    0.1737680667E+03    0.1687683704E+03    0.4999696223E+01
    0.1860203333E+03    0.1772214712E+03    0.8798862128E+01
    0.1608787333E+03    0.1759563792E+03   -0.1507764582E+02
    0.1600181667E+03    0.1769680842E+03   -0.1694991756E+02
    0.1622793333E+03    0.1712820603E+03   -0.9002726984E+01
    0.1608522333E+03    0.1663616578E+03   -0.5509424515E+01
    0.1987726333E+03    0.1921337678E+03    0.6638865489E+01
    0.1769676000E+03    0.1664329410E+03    0.1053465901E+02
    0.1474437667E+03    0.1467357024E+03    0.7080643051E+00
    0.1435520000E+03    0.1507034769E+03   -0.7151476887E+01
    0.1451082333E+03    0.1520725726E+03   -0.6964339283E+01
    0.1438216667E+03    0.1534649205E+03   -0.9643253788E+01
    0.1581912000E+03    0.1577814766E+03    0.4097233676E+00
    0.1665557000E+03    0.1681197225E+03   -0.1564022532E+01
    0.1460779667E+03    0.1505004076E+03   -0.4422440921E+01
    0.1445851667E+03    0.1561209209E+03   -0.1153575428E+02
    0.1944439000E+03    0.1903664024E+03    0.4077497631E+01
    0.1746948000E+03    0.1752198849E+03   -0.5250849179E+00
    0.1434891667E+03    0.1394181307E+03    0.4071035945E+01
    0.1461454000E+03    0.1463536958E+03   -0.2082957939E+00
    0.1413109667E+03    0.1446122981E+03   -0.3301331443E+01
    0.1554750000E+03    0.1654430249E+03   -0.9968024892E+01
    0.1816082000E+03    0.1858703597E+03   -0.4262159707E+01
    0.1826803000E+03    0.1887507995E+03   -0.6070499522E+01
    0.1684538333E+03    0.1690456486E+03   -0.5918152998E+00
    0.1851899000E+03    0.1890098195E+03   -0.3819919523E+01
    0.1907893333E+03    0.1978277670E+03   -0.7038433658E+01
    0.1488808333E+03    0.1547351247E+03   -0.5854291385E+01
    0.1531141000E+03    0.1590916596E+03   -0.5977559629E+01
    0.1844319000E+03    0.1877045870E+03   -0.3272687002E+01
Prediction RMSE and MaxAE:         7.4376181168       16.9499175551
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1687353667E+03    0.1678512624E+03    0.8841042577E+00
    0.1611783000E+03    0.1626230194E+03   -0.1444719377E+01
    0.1991815333E+03    0.1988894403E+03    0.2920930472E+00
    0.1709626667E+03    0.1734543698E+03   -0.2491703138E+01
    0.1737680667E+03    0.1760575699E+03   -0.2289503197E+01
    0.1860203333E+03    0.1854110998E+03    0.6092335224E+00
    0.1608787333E+03    0.1700939266E+03   -0.9215193260E+01
    0.1600181667E+03    0.1702765379E+03   -0.1025837123E+02
    0.1622793333E+03    0.1728547526E+03   -0.1057541926E+02
    0.1608522333E+03    0.1632790623E+03   -0.2426828925E+01
    0.1987726333E+03    0.2013658305E+03   -0.2593197175E+01
    0.1769676000E+03    0.1762046320E+03    0.7629679752E+00
    0.1474437667E+03    0.1435740655E+03    0.3869701186E+01
    0.1435520000E+03    0.1476144765E+03   -0.4062476498E+01
    0.1451082333E+03    0.1491164916E+03   -0.4008258307E+01
    0.1438216667E+03    0.1506975816E+03   -0.6875914946E+01
    0.1581912000E+03    0.1559237496E+03    0.2267450358E+01
    0.1665557000E+03    0.1639506389E+03    0.2605061115E+01
    0.1460779667E+03    0.1426005863E+03    0.3477380379E+01
    0.1445851667E+03    0.1491975310E+03   -0.4612364349E+01
    0.1944439000E+03    0.1901770141E+03    0.4266885917E+01
    0.1746948000E+03    0.1783090209E+03   -0.3614220932E+01
    0.1434891667E+03    0.1423391578E+03    0.1150008835E+01
    0.1461454000E+03    0.1495089456E+03   -0.3363545613E+01
    0.1413109667E+03    0.1476767352E+03   -0.6365768484E+01
    0.1554750000E+03    0.1575392406E+03   -0.2064240626E+01
    0.1816082000E+03    0.1807639469E+03    0.8442530806E+00
    0.1826803000E+03    0.1839045049E+03   -0.1224204920E+01
    0.1684538333E+03    0.1672883506E+03    0.1165482712E+01
    0.1851899000E+03    0.1843532638E+03    0.8366362296E+00
    0.1907893333E+03    0.1921050706E+03   -0.1315737251E+01
    0.1488808333E+03    0.1443418580E+03    0.4538975332E+01
    0.1531141000E+03    0.1502782345E+03    0.2835865543E+01
    0.1844319000E+03    0.1840979848E+03    0.3339151733E+00
Prediction RMSE and MaxAE:         4.1781212565       10.5754192614
