Predictions (y,pred,y-pred) by the model of dimension:     1
    0.4091123333E+02    0.3431532824E+02    0.6595905098E+01
    0.1317270667E+03    0.1172855367E+03    0.1444152999E+02
    0.9909350000E+02    0.9547580535E+02    0.3617694646E+01
    0.6448746667E+02    0.6183342226E+02    0.2654044407E+01
    0.6916680000E+02    0.6737246607E+02    0.1794333931E+01
    0.3551316667E+02    0.2462894171E+02    0.1088422495E+02
    0.4979963333E+02    0.3506126774E+02    0.1473836559E+02
    0.2607280000E+02    0.4067168608E+02   -0.1459888608E+02
    0.3288510000E+02    0.4457427799E+02   -0.1168917799E+02
    0.7547280000E+02    0.8689596601E+02   -0.1142316601E+02
    0.7631323333E+02    0.8934467892E+02   -0.1303144559E+02
    0.7808313333E+02    0.9176572715E+02   -0.1368259381E+02
    0.1068950000E+02    0.2296274481E+02   -0.1227324481E+02
    0.3218210000E+02    0.4016917686E+02   -0.7987076855E+01
    0.4136713333E+02    0.4881277067E+02   -0.7445637335E+01
    0.6935780000E+02    0.7925579480E+02   -0.9897994803E+01
    0.1222562000E+03    0.1283846695E+03   -0.6128469547E+01
    0.1137695667E+03    0.1195408540E+03   -0.5771287360E+01
    0.2498340000E+02    0.2884193754E+02   -0.3858537539E+01
    0.3413013333E+02    0.3030199484E+02    0.3828138492E+01
    0.5834003333E+02    0.4450416974E+02    0.1383586359E+02
    0.6338693333E+02    0.4726248268E+02    0.1612445065E+02
    0.1739346667E+02    0.2093516522E+02   -0.3541698552E+01
    0.1301593333E+02    0.1854519721E+02   -0.5529263879E+01
    0.4744456667E+02    0.4283832348E+02    0.4606243182E+01
    0.4271046667E+02    0.4128862303E+02    0.1421843635E+01
    0.3220636667E+02    0.3465133694E+02   -0.2444970278E+01
    0.4469730000E+02    0.6537799121E+02   -0.2068069121E+02
    0.1150665667E+03    0.1123583857E+03    0.2708180979E+01
    0.6905330000E+02    0.8384003961E+02   -0.1478673961E+02
    0.1105675667E+03    0.1144963873E+03   -0.3928820619E+01
    0.2881536667E+02    0.4499231420E+02   -0.1617694753E+02
    0.8769866667E+02    0.1001488175E+03   -0.1245015080E+02
    0.1218290333E+03    0.1247186256E+03   -0.2889592296E+01
Prediction RMSE and MaxAE:        10.1959464732       20.6806912085
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.4091123333E+02    0.3852228751E+02    0.2388945823E+01
    0.1317270667E+03    0.1225295262E+03    0.9197540492E+01
    0.9909350000E+02    0.1039629961E+03   -0.4869496120E+01
    0.6448746667E+02    0.7079235207E+02   -0.6304885398E+01
    0.6916680000E+02    0.7654656194E+02   -0.7379761938E+01
    0.3551316667E+02    0.2581426855E+02    0.9698898122E+01
    0.4979963333E+02    0.3946938278E+02    0.1033025056E+02
    0.2607280000E+02    0.2953308262E+02   -0.3460282623E+01
    0.3288510000E+02    0.3425372208E+02   -0.1368622079E+01
    0.7547280000E+02    0.7914584333E+02   -0.3673043328E+01
    0.7631323333E+02    0.8143564613E+02   -0.5122412801E+01
