Predictions (y,pred,y-pred) by the model of dimension:     1
    0.7808313333E+02    0.8367059964E+02   -0.5587466304E+01
    0.1068950000E+02    0.6626490965E+01    0.4063009035E+01
    0.3218210000E+02    0.2891709642E+02    0.3265003584E+01
    0.4136713333E+02    0.3925699308E+02    0.2110140249E+01
    0.6935780000E+02    0.7180557514E+02   -0.2447775139E+01
    0.1222562000E+03    0.1312325762E+03   -0.8976376167E+01
    0.1137695667E+03    0.1243362787E+03   -0.1056671205E+02
    0.2498340000E+02    0.3143677511E+02   -0.6453375109E+01
    0.3413013333E+02    0.3335065668E+02    0.7794766508E+00
    0.5834003333E+02    0.5109207544E+02    0.7247957895E+01
    0.6338693333E+02    0.5436380313E+02    0.9023130207E+01
    0.1739346667E+02    0.2075879740E+02   -0.3365330732E+01
    0.1301593333E+02    0.1742300116E+02   -0.4407067823E+01
    0.4744456667E+02    0.4908978902E+02   -0.1645222358E+01
    0.4271046667E+02    0.4720895287E+02   -0.4498486200E+01
    0.3220636667E+02    0.3894944783E+02   -0.6743081163E+01
    0.4469730000E+02    0.5766216579E+02   -0.1296486579E+02
    0.1150665667E+03    0.1015894691E+03    0.1347709754E+02
    0.6905330000E+02    0.7624600430E+02   -0.7192704305E+01
    0.1105675667E+03    0.1033449770E+03    0.7222589641E+01
    0.2881536667E+02    0.3475283754E+02   -0.5937470878E+01
    0.8769866667E+02    0.9119428086E+02   -0.3495614192E+01
    0.1218290333E+03    0.1114874655E+03    0.1034156785E+02
Prediction RMSE and MaxAE:         6.8750488771       13.4770975363
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.4091123333E+02    0.4565956944E+02   -0.4748336108E+01
    0.1317270667E+03    0.1345107567E+03   -0.2783690078E+01
    0.9909350000E+02    0.1077013332E+03   -0.8607833243E+01
    0.6448746667E+02    0.6870357157E+02   -0.4216104899E+01
    0.6916680000E+02    0.7507251661E+02   -0.5905716611E+01
    0.3551316667E+02    0.2978742251E+02    0.5725744154E+01
    0.4979963333E+02    0.3494481010E+02    0.1485482324E+02
    0.2607280000E+02    0.3316504616E+02   -0.7092246156E+01
    0.3288510000E+02    0.3712171509E+02   -0.4236615089E+01
    0.7547280000E+02    0.7807450187E+02   -0.2601701870E+01
    0.7631323333E+02    0.8099533357E+02   -0.4682100240E+01
    0.7808313333E+02    0.8390337242E+02   -0.5820239088E+01
    0.1068950000E+02    0.6840839939E+01    0.3848660061E+01
    0.3218210000E+02    0.2510320348E+02    0.7078896515E+01
    0.4136713333E+02    0.3508010045E+02    0.6287032885E+01
    0.6935780000E+02    0.7480860551E+02   -0.5450805505E+01
    0.1222562000E+03    0.1175766188E+03    0.4679581190E+01
    0.1137695667E+03    0.1120122299E+03    0.1757336736E+01
    0.2498340000E+02    0.3181749321E+02   -0.6834093207E+01
    0.3413013333E+02    0.3411655634E+02    0.1357699218E-01
    0.5834003333E+02    0.4933563135E+02    0.9004401982E+01
    0.6338693333E+02    0.5163567046E+02    0.1175126287E+02
    0.1739346667E+02    0.1313849387E+02    0.4254972792E+01
    0.1301593333E+02    0.2051471862E+02   -0.7498785286E+01
    0.4744456667E+02    0.4782921471E+02   -0.3846480449E+00
    0.4271046667E+02    0.4555620951E+02   -0.2845742841E+01
    0.3220636667E+02    0.3645845627E+02   -0.4252089607E+01
    0.4469730000E+02    0.5640557225E+02   -0.1170827225E+02
    0.1150665667E+03    0.1082535461E+03    0.6813020568E+01
    0.6905330000E+02    0.7124971319E+02   -0.2196413190E+01
    0.1105675667E+03    0.1059112078E+03    0.4656358838E+01
    0.2881536667E+02    0.2698828411E+02    0.1827082559E+01
    0.8769866667E+02    0.9293372315E+02   -0.5235056480E+01
    0.1218290333E+03    0.1289442070E+03   -0.7115173681E+01
Prediction RMSE and MaxAE:         6.3207689886       14.8548232356
