Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3917125463E+02    0.4076511372E+02   -0.1593859088E+01
    0.6493284567E+02    0.7666722624E+02   -0.1173438057E+02
    0.6029149555E+02    0.6123061438E+02   -0.9391188323E+00
    0.2911030054E+02    0.4768873992E+02   -0.1857843937E+02
    0.6056238656E+02    0.5986826903E+02    0.6941175241E+00
    0.9610191643E+02    0.9338618511E+02    0.2715731318E+01
    0.1371480612E+03    0.1492371994E+03   -0.1208913825E+02
    0.1362592133E+03    0.1420001209E+03   -0.5740907692E+01
    0.1344648149E+03    0.1383781420E+03   -0.3913327085E+01
    0.1271803418E+03    0.1274984204E+03   -0.3180785747E+00
    0.2456282289E+02    0.2902351907E+02   -0.4460696180E+01
    0.2578843305E+02    0.2514302617E+02    0.6454068801E+00
    0.4446999058E+02    0.4149609823E+02    0.2973892350E+01
    0.2705301994E+02    0.2984691949E+02   -0.2793899554E+01
    0.6152011377E+02    0.6424536948E+02   -0.2725255714E+01
    0.8754089957E+02    0.9037570762E+02   -0.2834808053E+01
    0.1287812479E+03    0.1198327682E+03    0.8948479675E+01
Prediction RMSE and MaxAE:         6.9500602029       18.5784393748
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.3917125463E+02    0.3799367678E+02    0.1177577850E+01
    0.6493284567E+02    0.7568883941E+02   -0.1075599374E+02
    0.6029149555E+02    0.6176643765E+02   -0.1474942104E+01
    0.2911030054E+02    0.3829031522E+02   -0.9180014680E+01
    0.6056238656E+02    0.5545747524E+02    0.5104911320E+01
    0.9610191643E+02    0.9820244808E+02   -0.2100531650E+01
    0.1371480612E+03    0.1505878730E+03   -0.1343981181E+02
    0.1362592133E+03    0.1442494211E+03   -0.7990207834E+01
    0.1344648149E+03    0.1410510832E+03   -0.6586268285E+01
    0.1271803418E+03    0.1313460833E+03   -0.4165741443E+01
    0.2456282289E+02    0.3124684249E+02   -0.6684019607E+01
    0.2578843305E+02    0.2857866223E+02   -0.2790229184E+01
    0.4446999058E+02    0.4556289231E+02   -0.1092901732E+01
    0.2705301994E+02    0.3290674538E+02   -0.5853725446E+01
    0.6152011377E+02    0.6785989466E+02   -0.6339780892E+01
    0.8754089957E+02    0.9587059764E+02   -0.8329698076E+01
    0.1287812479E+03    0.1227804379E+03    0.6000810056E+01
Prediction RMSE and MaxAE:         6.7419289778       13.4398118139
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.3917125463E+02    0.3918967010E+02   -0.1841547005E-01
    0.6493284567E+02    0.7416439365E+02   -0.9231547979E+01
    0.6029149555E+02    0.6229661029E+02   -0.2005114743E+01
    0.2911030054E+02    0.3964557211E+02   -0.1053527157E+02
    0.6056238656E+02    0.5598177423E+02    0.4580612331E+01
    0.9610191643E+02    0.1022451392E+03   -0.6143222746E+01
    0.1371480612E+03    0.1427232092E+03   -0.5575148020E+01
    0.1362592133E+03    0.1370534212E+03   -0.7942079719E+00
    0.1344648149E+03    0.1341912949E+03    0.2735199935E+00
    0.1271803418E+03    0.1255049660E+03    0.1675375797E+01
    0.2456282289E+02    0.2577185886E+02   -0.1209035973E+01
    0.2578843305E+02    0.2386844212E+02    0.1919990931E+01
    0.4446999058E+02    0.4450810037E+02   -0.3810979618E-01
    0.2705301994E+02    0.3241030852E+02   -0.5357288582E+01
    0.6152011377E+02    0.6963183232E+02   -0.8111718558E+01
    0.8754089957E+02    0.9674504842E+02   -0.9204148849E+01
    0.1287812479E+03    0.1231491847E+03    0.5632063195E+01
Prediction RMSE and MaxAE:         5.4752747969       10.5352715697
