Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1163904667E+03    0.1134331937E+03    0.2957272991E+01
    0.1167774333E+03    0.1186087793E+03   -0.1831345929E+01
    0.7241710000E+02    0.7973901380E+02   -0.7321913800E+01
    0.1173802333E+03    0.1087825337E+03    0.8597699682E+01
    0.1175302333E+03    0.1182289728E+03   -0.6987395051E+00
    0.1119479000E+03    0.1173926162E+03   -0.5444716235E+01
    0.1160802000E+03    0.1124374027E+03    0.3642797273E+01
    0.1127276667E+03    0.1081339604E+03    0.4593706271E+01
    0.1132335667E+03    0.1141844661E+03   -0.9508994270E+00
    0.1173187667E+03    0.1197618901E+03   -0.2443123404E+01
    0.1104217667E+03    0.1178364028E+03   -0.7414636121E+01
    0.1293472000E+03    0.1135801465E+03    0.1576705348E+02
    0.1073171667E+03    0.1015348902E+03    0.5782276447E+01
    0.1140622333E+03    0.9845348519E+02    0.1560874814E+02
    0.7972536667E+02    0.6459998854E+02    0.1512537812E+02
    0.8122306667E+02    0.7264078309E+02    0.8582283578E+01
    0.7565850000E+02    0.6890050706E+02    0.6757992935E+01
    0.6723246667E+02    0.6667685770E+02    0.5556089645E+00
    0.6564466667E+02    0.6555048838E+02    0.9417829065E-01
    0.6527446667E+02    0.6211112540E+02    0.3163341263E+01
    0.6491693333E+02    0.6152887399E+02    0.3388059339E+01
    0.1238324333E+03    0.1266477427E+03   -0.2815309350E+01
    0.1205031000E+03    0.1285995905E+03   -0.8096490465E+01
    0.1243047333E+03    0.1298948111E+03   -0.5590077730E+01
    0.1100665000E+03    0.1133500938E+03   -0.3283593814E+01
    0.1254120333E+03    0.1234800605E+03    0.1931972789E+01
    0.1310257333E+03    0.1202091849E+03    0.1081654842E+02
    0.1099493000E+03    0.1065317742E+03    0.3417525838E+01
    0.9387423333E+02    0.8858685994E+02    0.5287373396E+01
    0.7295700000E+02    0.7635380422E+02   -0.3396804224E+01
    0.1190111667E+03    0.1127962289E+03    0.6214937803E+01
    0.1090786333E+03    0.1061115995E+03    0.2967033842E+01
    0.1036082667E+03    0.9905101068E+02    0.4557255985E+01
    0.7258806667E+02    0.8445681289E+02   -0.1186874622E+02
Prediction RMSE and MaxAE:         6.9832536409       15.7670534840
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1163904667E+03    0.1102687196E+03    0.6121747036E+01
    0.1167774333E+03    0.1214527125E+03   -0.4675279125E+01
