Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3071145667E+03    0.3304317537E+03   -0.2331718700E+02
    0.2338034333E+03    0.2710784741E+03   -0.3727504076E+02
    0.4187009000E+03    0.4266401928E+03   -0.7939292846E+01
    0.3091172667E+03    0.3323711584E+03   -0.2325389174E+02
    0.2309024667E+03    0.2425929570E+03   -0.1169049037E+02
    0.2359238667E+03    0.2423263706E+03   -0.6402503953E+01
    0.2859014667E+03    0.3035082311E+03   -0.1760676448E+02
    0.3238940333E+03    0.3324573542E+03   -0.8563320837E+01
    0.2942082000E+03    0.3043069399E+03   -0.1009873986E+02
    0.2500072667E+03    0.2739314706E+03   -0.2392420396E+02
    0.2889783333E+03    0.3076158760E+03   -0.1863754263E+02
    0.2808691333E+03    0.2952894882E+03   -0.1442035486E+02
    0.2913401333E+03    0.2803646013E+03    0.1097553203E+02
    0.3113269333E+03    0.3052577836E+03    0.6069149765E+01
    0.4657620000E+03    0.4848013834E+03   -0.1903938337E+02
    0.4442737333E+03    0.4363206075E+03    0.7953125815E+01
    0.5172851333E+03    0.4909951397E+03    0.2628999366E+02
    0.5133680667E+03    0.4858420231E+03    0.2752604352E+02
    0.5106567333E+03    0.4832654649E+03    0.2739126846E+02
    0.5020189333E+03    0.4755357901E+03    0.2648314326E+02
    0.5003844000E+03    0.4742475109E+03    0.2613688906E+02
    0.2310318667E+03    0.2415917769E+03   -0.1055991027E+02
    0.2410007667E+03    0.2420183152E+03   -0.1017548538E+01
    0.2426874667E+03    0.2423026740E+03    0.3847926178E+00
    0.2586609333E+03    0.2434875026E+03    0.1517343077E+02
    0.2541741667E+03    0.2456438905E+03    0.8530276194E+01
    0.2826566667E+03    0.3091821553E+03   -0.2652548861E+02
    0.3192131333E+03    0.3204712829E+03   -0.1258149565E+01
    0.4555497333E+03    0.4464597899E+03    0.9089943426E+01
    0.5099616667E+03    0.5290973436E+03   -0.1913567697E+02
    0.3590403667E+03    0.3512746277E+03    0.7765738934E+01
    0.3920042333E+03    0.3766985058E+03    0.1530572753E+02
    0.4221508000E+03    0.4053961398E+03    0.1675466023E+02
    0.4991327333E+03    0.4742917423E+03    0.2484099099E+02
Prediction RMSE and MaxAE:        18.1952281322       37.2750407608
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.3071145667E+03    0.3244230360E+03   -0.1730846931E+02
    0.2338034333E+03    0.2356287766E+03   -0.1825343235E+01
