     Index       y_measurement           y_fitting        descriptor_1
         1    0.1119034582E+03    0.1041590254E+03    0.3201998874E+03
         2    0.5781486579E+02    0.5494150024E+02    0.2288181221E+03
         3    0.6377679169E+02    0.6477492048E+02    0.2470757508E+03
         4    0.9969179946E+02    0.9221148251E+02    0.2980169849E+03
         5    0.9817976135E+02    0.8853977310E+02    0.2911997529E+03
         6    0.5573694755E+02    0.5687648810E+02    0.2324107978E+03
         7    0.6345732320E+02    0.6659931006E+02    0.2504630796E+03
         8    0.4895849377E+02    0.4585983991E+02    0.2119562797E+03
         9    0.5114042588E+02    0.5193534816E+02    0.2232366248E+03
        10    0.4348442747E+02    0.5408311385E+02    0.2272243633E+03
        11    0.3917125463E+02    0.4057838270E+02    0.2021502425E+03
        12    0.4077056391E+02    0.4332710759E+02    0.2072537769E+03
        13    0.1156620276E+03    0.1082724193E+03    0.3278371913E+03
        14    0.1322564577E+03    0.1294156079E+03    0.3670935717E+03
        15    0.4295367200E+02    0.3202828184E+02    0.1862753421E+03
        16    0.4050309916E+02    0.3493704408E+02    0.1916760165E+03
        17    0.1066234624E+03    0.9003911564E+02    0.2939835696E+03
        18    0.1218090654E+03    0.1139650871E+03    0.3384067197E+03
        19    0.1166603165E+03    0.1120390172E+03    0.3348306018E+03
        20    0.5656963783E+02    0.6696291525E+02    0.2511381823E+03
        21    0.4232796680E+02    0.3434597149E+02    0.1905785770E+03
        22    0.6493284567E+02    0.7645720528E+02    0.2687661508E+03
        23    0.6554370379E+02    0.6149972242E+02    0.2409947181E+03
        24    0.7208525840E+02    0.7131750608E+02    0.2592233145E+03
        25    0.9788397509E+02    0.1032094733E+03    0.3184368619E+03
        26    0.9754851806E+02    0.9954632926E+02    0.3116355332E+03
        27    0.5888624772E+02    0.7013011492E+02    0.2570186953E+03
        28    0.3852234119E+02    0.3693673391E+02    0.1953888238E+03
        29    0.6380085368E+02    0.7961710169E+02    0.2746331039E+03
        30    0.4667560663E+02    0.5995469372E+02    0.2381260763E+03
        31    0.4197241641E+02    0.3840013818E+02    0.1981059142E+03
        32    0.5677301169E+02    0.6581729230E+02    0.2490111138E+03
        33    0.6979480419E+02    0.7629920990E+02    0.2684728021E+03
        34    0.5481318806E+02    0.5496949880E+02    0.2288701068E+03
        35    0.6029149555E+02    0.6103060725E+02    0.2401237159E+03
        36    0.6830351287E+02    0.7167093005E+02    0.2598795138E+03
        37    0.6014871550E+02    0.5846080146E+02    0.2353523791E+03
        38    0.5341138887E+02    0.4742304567E+02    0.2148586707E+03
        39    0.6882396517E+02    0.6116722434E+02    0.2403773717E+03
        40    0.6068008934E+02    0.5703905280E+02    0.2327126303E+03
        41    0.6555221939E+02    0.5977512292E+02    0.2377926687E+03
        42    0.1166313876E+03    0.1125077242E+03    0.3357008462E+03
        43    0.1314904999E+03    0.1336342645E+03    0.3749263160E+03
        44    0.4292238571E+02    0.4489776839E+02    0.2101700096E+03
        45    0.4434460389E+02    0.4761450536E+02    0.2152141523E+03
        46    0.1048738256E+03    0.9626667780E+02    0.3055462319E+03
        47    0.3601177755E+02    0.2698452162E+02    0.1769106349E+03
        48    0.1256431161E+03    0.1199066819E+03    0.3494384288E+03
        49    0.4500912398E+02    0.3493704408E+02    0.1916760165E+03
        50    0.4815536762E+02    0.3784344044E+02    0.1970722982E+03
        51    0.1038482190E+03    0.9403468019E+02    0.3014021007E+03
        52    0.1281946021E+03    0.1179417116E+03    0.3457900850E+03
        53    0.1112114300E+03    0.9982554989E+02    0.3121539598E+03
        54    0.9355975646E+02    0.8606230791E+02    0.2865998641E+03
        55    0.9368174085E+02    0.8226390788E+02    0.2795474067E+03
        56    0.5967295456E+02    0.4335796377E+02    0.2073110673E+03
        57    0.1165733788E+03    0.1058890216E+03    0.3234119567E+03
        58    0.1331123282E+03    0.1272725309E+03    0.3631145388E+03
        59    0.2632643497E+02    0.4044581739E+02    0.2019041096E+03
        60    0.2911030054E+02    0.4749751749E+02    0.2149969419E+03
        61    0.4958492797E+02    0.5487233743E+02    0.2286897081E+03
        62    0.6671768541E+02    0.6257975203E+02    0.2430000000E+03
        63    0.7983276551E+02    0.7062941222E+02    0.2579457364E+03
        64    0.8885745041E+02    0.7903114945E+02    0.2735451713E+03
        65    0.9558693600E+02    0.8779497978E+02    0.2898169014E+03
        66    0.9586478718E+02    0.9231586140E+02    0.2982107843E+03
        67    0.9672791808E+02    0.9693110818E+02    0.3067798742E+03
        68    0.1025991163E+03    0.1064499331E+03    0.3244533965E+03
        69    0.6056238656E+02    0.5966914565E+02    0.2375959016E+03
        70    0.5877006947E+02    0.6569701578E+02    0.2487877974E+03
        71    0.5965694308E+02    0.6874522999E+02    0.2544473911E+03
        72    0.5640091467E+02    0.7181489472E+02    0.2601468118E+03
        73    0.6447432788E+02    0.7801415788E+02    0.2716569316E+03
        74    0.7910835546E+02    0.8428560977E+02    0.2833010836E+03
        75    0.9311991210E+02    0.9061946949E+02    0.2950611077E+03
        76    0.9637614321E+02    0.9700535616E+02    0.3069177298E+03
        77    0.9738927426E+02    0.1002143979E+03    0.3128759306E+03
        78    0.1053096570E+03    0.1098885967E+03    0.3308379343E+03
        79    0.4286544992E+02    0.3612322998E+02    0.1938783979E+03
        80    0.4572791662E+02    0.4021220444E+02    0.2014703624E+03
        81    0.4914067848E+02    0.4441552492E+02    0.2092746322E+03
        82    0.6733571392E+02    0.6241084175E+02    0.2426863857E+03
        83    0.8475483777E+02    0.7214500022E+02    0.2607597159E+03
        84    0.9094232811E+02    0.8239117527E+02    0.2797837030E+03
        85    0.9610191643E+02    0.9316531847E+02    0.2997879641E+03
        86    0.1039844407E+03    0.1044835292E+03    0.3208023908E+03
        87    0.1371480612E+03    0.1489801019E+03    0.4034188034E+03
        88    0.1366336255E+03    0.1453650551E+03    0.3967067764E+03
        89    0.1362592133E+03    0.1417477182E+03    0.3899904973E+03
        90    0.1344648149E+03    0.1381280889E+03    0.3832699620E+03
        91    0.1287616307E+03    0.1308819444E+03    0.3698161065E+03
        92    0.1271803418E+03    0.1272554250E+03    0.3630827783E+03
        93    0.1262177758E+03    0.1254413025E+03    0.3597145123E+03
        94    0.1252984708E+03    0.1236266044E+03    0.3563451777E+03
        95    0.1228725759E+03    0.1199954805E+03    0.3496033005E+03
        96    0.2683497468E+02    0.3571653783E+02    0.1931232960E+03
        97    0.3183535065E+02    0.3772392436E+02    0.1968503937E+03
        98    0.4129513778E+02    0.3973009540E+02    0.2005752346E+03
        99    0.4507237259E+02    0.4173505207E+02    0.2042978208E+03
       100    0.4998604832E+02    0.4373879546E+02    0.2080181543E+03
       101    0.5277935237E+02    0.4574132663E+02    0.2117362371E+03
       102    0.5611450524E+02    0.4774264678E+02    0.2154520714E+03
       103    0.5615313588E+02    0.4874285301E+02    0.2173091459E+03
       104    0.5965727763E+02    0.5174165810E+02    0.2228770021E+03
       105    0.2919065394E+02    0.3252326679E+02    0.1871943765E+03
       106    0.2533836578E+02    0.3131814845E+02    0.1849568434E+03
       107    0.2326547267E+02    0.3070775413E+02    0.1838235294E+03
       108    0.2253675731E+02    0.3009204546E+02    0.1826803483E+03
       109    0.2456282289E+02    0.2884440487E+02    0.1803638645E+03
       110    0.2267877177E+02    0.2628220046E+02    0.1756066411E+03
       111    0.2578843305E+02    0.2496642927E+02    0.1731636598E+03
       112    0.2337586858E+02    0.2429960151E+02    0.1719255663E+03
       113    0.2299003363E+02    0.2362670387E+02    0.1706762029E+03
       114    0.2450184071E+02    0.2226236403E+02    0.1681430446E+03
       115    0.5835275562E+02    0.5071413936E+02    0.2209692167E+03
       116    0.5348496578E+02    0.4763497198E+02    0.2152521525E+03
       117    0.5034060812E+02    0.4607470203E+02    0.2123552124E+03
       118    0.4661720364E+02    0.4450039297E+02    0.2094322060E+03
       119    0.4446999058E+02    0.4130889298E+02    0.2035065748E+03
       120    0.3452159350E+02    0.3474881362E+02    0.1913265306E+03
       121    0.3332059993E+02    0.3137692859E+02    0.1850659800E+03
       122    0.2705301994E+02    0.2966727115E+02    0.1818916734E+03
       123    0.2419926750E+02    0.2794150581E+02    0.1786874594E+03
       124    0.2604492204E+02    0.2444073222E+02    0.1721876025E+03
       125    0.2880918270E+02    0.4258694282E+02    0.2058795192E+03
       126    0.3504358803E+02    0.5205573536E+02    0.2234601467E+03
       127    0.4256436714E+02    0.5702002777E+02    0.2326773067E+03
       128    0.4875284720E+02    0.6214234821E+02    0.2421878760E+03
       129    0.6092121335E+02    0.7287569971E+02    0.2621163995E+03
       130    0.8402862800E+02    0.8428560977E+02    0.2833010836E+03
       131    0.1020479867E+03    0.9640281947E+02    0.3057990050E+03
       132    0.1047424560E+03    0.1092590112E+03    0.3296689881E+03
       133    0.1134858481E+03    0.1159743886E+03    0.3421373728E+03
       134    0.1282697765E+03    0.1228868294E+03    0.3549716437E+03
       135    0.1359182557E+03    0.1373199017E+03    0.3817694077E+03
       136    0.6693454681E+02    0.6179858870E+02    0.2415496206E+03
       137    0.6809255274E+02    0.7023301881E+02    0.2572097561E+03
       138    0.6904760257E+02    0.7459439500E+02    0.2653074866E+03
       139    0.6988379938E+02    0.7905375148E+02    0.2735871363E+03
       140    0.7595481374E+02    0.8827210145E+02    0.2907027692E+03
       141    0.8630026423E+02    0.9789959341E+02    0.3085780526E+03
       142    0.9652639442E+02    0.1079479666E+03    0.3272347826E+03
       143    0.1104302259E+03    0.1184291802E+03    0.3466951638E+03
       144    0.1322700957E+03    0.1293554183E+03    0.3669818182E+03
       145    0.1360948904E+03    0.1407390951E+03    0.3881177953E+03
       146    0.3130959377E+02    0.3060365913E+02    0.1836302571E+03
       147    0.4308292970E+02    0.4102389842E+02    0.2029774278E+03
       148    0.5059350036E+02    0.5216113746E+02    0.2236558459E+03
       149    0.6152011377E+02    0.6404340669E+02    0.2457175553E+03
       150    0.7558678816E+02    0.7669906538E+02    0.2692152104E+03
       151    0.8754089957E+02    0.9015679394E+02    0.2942020619E+03
       152    0.1165991300E+03    0.1119107773E+03    0.3345925000E+03
       153    0.1287812479E+03    0.1195947456E+03    0.3488592593E+03
