Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3819834000E+03    0.3916609128E+03   -0.9677512844E+01
    0.2725297000E+03    0.3015210477E+03   -0.2899134767E+02
    0.2541748667E+03    0.3071608407E+03   -0.5298597400E+02
    0.4148450000E+03    0.4575037035E+03   -0.4265870354E+02
    0.2451061333E+03    0.2695588046E+03   -0.2445267131E+02
    0.2466809333E+03    0.2772158813E+03   -0.3053494800E+02
    0.3836031333E+03    0.4183170642E+03   -0.3471393084E+02
    0.2344907333E+03    0.2398058140E+03   -0.5315080704E+01
    0.2616502000E+03    0.2916218306E+03   -0.2997163059E+02
    0.2961311333E+03    0.2766590030E+03    0.1947213030E+02
    0.4715966000E+03    0.4847660292E+03   -0.1316942922E+02
    0.3850257000E+03    0.4234539683E+03   -0.3842826828E+02
    0.2249314667E+03    0.2409422769E+03   -0.1601081019E+02
    0.4540849667E+03    0.4566812847E+03   -0.2596318062E+01
    0.4109789667E+03    0.4252746432E+03   -0.1429567649E+02
    0.4162779667E+03    0.4559563823E+03   -0.3967841568E+02
    0.4713814667E+03    0.4780609707E+03   -0.6679504077E+01
    0.3853828667E+03    0.3595185200E+03    0.2586434671E+02
    0.4130206000E+03    0.3866471621E+03    0.2637343786E+02
    0.4993860000E+03    0.4783770708E+03    0.2100892924E+02
    0.2713804000E+03    0.2408194160E+03    0.3056098399E+02
    0.2536501333E+03    0.2403279726E+03    0.1332216071E+02
    0.2607602000E+03    0.2393450859E+03    0.2141511413E+02
    0.2631706000E+03    0.2388536425E+03    0.2431695751E+02
    0.2694989667E+03    0.2378707557E+03    0.3162821094E+02
    0.2374204333E+03    0.2381656218E+03   -0.7451884256E+00
    0.2320685333E+03    0.2387553538E+03   -0.6686820481E+01
    0.2430929000E+03    0.2389765033E+03    0.4116396665E+01
    0.2456903000E+03    0.2390502198E+03    0.6640080158E+01
    0.2717586000E+03    0.2385096321E+03    0.3324896788E+02
    0.3005005000E+03    0.3186770613E+03   -0.1817656133E+02
    0.4207588667E+03    0.4099293359E+03    0.1082953079E+02
    0.3090159667E+03    0.3097488606E+03   -0.7328939395E+00
    0.3933250000E+03    0.3838261145E+03    0.9498885454E+01
Prediction RMSE and MaxAE:        24.2880841089       52.9859739986
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.3819834000E+03    0.3797640028E+03    0.2219397188E+01
    0.2725297000E+03    0.2873815917E+03   -0.1485189167E+02
