     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
         1    0.1129134333E+03    0.1018718583E+03    0.2393887565E+00    0.4484155086E-07
         2    0.6408266667E+02    0.7001132909E+02    0.2614639486E+00    0.1386172536E-05
         3    0.9851213333E+02    0.9211889552E+02    0.2461462770E+00    0.1386172536E-05
         4    0.5629570000E+02    0.5635793647E+02    0.2709239760E+00    0.1386172536E-05
         5    0.4909853333E+02    0.4375151345E+02    0.2796586052E+00    0.4484155086E-07
         6    0.5078230000E+02    0.5392575791E+02    0.2726091755E+00    0.4484155086E-07
         7    0.4487846667E+02    0.5090507750E+02    0.2746063948E+00    0.8171276545E-02
         8    0.3941803333E+02    0.3332859050E+02    0.2868803373E+00    0.1010208374E-08
         9    0.4091123333E+02    0.3837950096E+02    0.2833807125E+00    0.1010208374E-08
        10    0.1155721667E+03    0.1033795424E+03    0.2383441278E+00    0.1010208374E-08
        11    0.1317270667E+03    0.1219723091E+03    0.2254617558E+00    0.1010208374E-08
        12    0.4379320000E+02    0.2783335749E+02    0.2906878199E+00    0.1010208374E-08
        13    0.4094110000E+02    0.3370194533E+02    0.2866216509E+00    0.1010208374E-08
        14    0.1067330000E+03    0.8885319879E+02    0.2483132765E+00    0.8171276545E-02
        15    0.1236949333E+03    0.1128060803E+03    0.2317170413E+00    0.8171276545E-02
        16    0.1185663333E+03    0.1093723829E+03    0.2341918673E+00    0.4484155086E-07
        17    0.4281686667E+02    0.2935074816E+02    0.2896364653E+00    0.0000000000E+00
        18    0.6653600000E+02    0.7942237666E+02    0.2549433152E+00    0.1386172536E-05
        19    0.6544593333E+02    0.6535597286E+02    0.2646895057E+00    0.1386172536E-05
        20    0.7081320000E+02    0.7881278951E+02    0.2553656799E+00    0.1386172536E-05
        21    0.9909350000E+02    0.1034973727E+03    0.2382624705E+00    0.1386172536E-05
        22    0.9879613333E+02    0.9983273576E+02    0.2408015878E+00    0.1386172536E-05
        23    0.5754726667E+02    0.7125214018E+02    0.2606042277E+00    0.1386172536E-05
