Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3076766726E+00    0.3279368170E+00   -0.2026014433E-01
    0.3904139452E+00    0.4133706978E+00   -0.2295675260E-01
    0.3923032117E+00    0.3711093996E+00    0.2119381208E-01
    0.3498298330E+00    0.3634577918E+00   -0.1362795882E-01
    0.3047319468E+00    0.3100909391E+00   -0.5358992336E-02
    0.3131120344E+00    0.3235888131E+00   -0.1047677872E-01
    0.4057369914E+00    0.4228920959E+00   -0.1715510447E-01
    0.3035142463E+00    0.3187275432E+00   -0.1521329691E-01
    0.3153730631E+00    0.3297779606E+00   -0.1440489744E-01
    0.3057408244E+00    0.3181284740E+00   -0.1238764958E-01
    0.3022545026E+00    0.3128164035E+00   -0.1056190097E-01
    0.3485184075E+00    0.3397901797E+00    0.8728227852E-02
    0.3301994043E+00    0.3330469008E+00   -0.2847496468E-02
    0.3048279490E+00    0.3074982107E+00   -0.2670261641E-02
    0.4320800811E+00    0.4269012570E+00    0.5178824069E-02
    0.4194647730E+00    0.4184715389E+00    0.9932341515E-03
    0.3875387003E+00    0.4023099096E+00   -0.1477120934E-01
    0.3773174658E+00    0.3945534801E+00   -0.1723601428E-01
    0.3658986417E+00    0.3796343374E+00   -0.1373569571E-01
    0.4302033384E+00    0.4285095775E+00    0.1693760839E-02
    0.4361630142E+00    0.4306405261E+00    0.5522488062E-02
    0.4349348493E+00    0.4301563488E+00    0.4778500533E-02
    0.4367499704E+00    0.4298082955E+00    0.6941674871E-02
    0.3650326136E+00    0.3721626708E+00   -0.7130057207E-02
    0.4019375123E+00    0.3867589973E+00    0.1517851495E-01
    0.3223677406E+00    0.3315783651E+00   -0.9210624472E-02
    0.3594206178E+00    0.3590394463E+00    0.3811715205E-03
    0.3469210390E+00    0.3351760768E+00    0.1174496223E-01
Prediction RMSE and MaxAE:         0.0121768382        0.0229567526
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.3219133907E+00    0.3301895553E+00   -0.8276164530E-02
    0.3841229241E+00    0.3882183989E+00   -0.4095474735E-02
    0.3981010400E+00    0.3655766150E+00    0.3252442500E-01
    0.3065872278E+00    0.2864177661E+00    0.2016946172E-01
    0.3946135729E+00    0.4116871889E+00   -0.1707361604E-01
    0.4021863310E+00    0.4010937269E+00    0.1092604096E-02
    0.3076766726E+00    0.3109742878E+00   -0.3297615158E-02
    0.3904139452E+00    0.4101953013E+00   -0.1978135611E-01
    0.3923032117E+00    0.3703742041E+00    0.2192900761E-01
    0.3498298330E+00    0.3625371134E+00   -0.1270728038E-01
    0.3047319468E+00    0.3080456299E+00   -0.3313683103E-02
    0.3131120344E+00    0.3257547256E+00   -0.1264269119E-01
    0.4057369914E+00    0.4219625903E+00   -0.1622559884E-01
    0.3035142463E+00    0.3078565377E+00   -0.4342291387E-02
    0.3153730631E+00    0.3231595359E+00   -0.7786472800E-02
    0.3057408244E+00    0.3212088059E+00   -0.1546798148E-01
    0.3022545026E+00    0.2863700696E+00    0.1588443294E-01
    0.3485184075E+00    0.3421795564E+00    0.6338851082E-02
    0.3301994043E+00    0.3354422425E+00   -0.5242838193E-02
    0.3048279490E+00    0.3137719805E+00   -0.8944031442E-02
    0.4320800811E+00    0.4150680859E+00    0.1701199520E-01
    0.4194647730E+00    0.4080891003E+00    0.1137567273E-01
    0.3875387003E+00    0.3947786415E+00   -0.7239941230E-02
    0.3773174658E+00    0.3884243569E+00   -0.1110689113E-01
    0.3658986417E+00    0.3762664566E+00   -0.1036781487E-01
    0.4302033384E+00    0.4309082910E+00   -0.7049526291E-03
    0.4361630142E+00    0.4314017513E+00    0.4761262853E-02
    0.4349348493E+00    0.4301201272E+00    0.4814722066E-02
    0.4367499704E+00    0.4294942590E+00    0.7255711350E-02
    0.3650326136E+00    0.3793810354E+00   -0.1434842183E-01
    0.4019375123E+00    0.3961437070E+00    0.5793805267E-02
    0.3223677406E+00    0.3391334826E+00   -0.1676574201E-01
    0.3594206178E+00    0.3720160771E+00   -0.1259545926E-01
    0.3469210390E+00    0.3420813473E+00    0.4839691739E-02
Prediction RMSE and MaxAE:         0.0127690355        0.0325244250
