Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3219133907E+00    0.3437168314E+00   -0.2180344069E-01
    0.3841229241E+00    0.3914033722E+00   -0.7280448073E-02
    0.3981010400E+00    0.3928467807E+00    0.5254259254E-02
    0.3065872278E+00    0.3150292938E+00   -0.8442066006E-02
    0.3946135729E+00    0.4067100438E+00   -0.1209647096E-01
    0.4021863310E+00    0.4065257682E+00   -0.4339437208E-02
    0.3076766726E+00    0.3288245959E+00   -0.2114792330E-01
    0.3904139452E+00    0.4155724954E+00   -0.2515855024E-01
    0.3923032117E+00    0.3727595459E+00    0.1954366584E-01
    0.3498298330E+00    0.3690373196E+00   -0.1920748666E-01
    0.3047319468E+00    0.3078516673E+00   -0.3119720533E-02
    0.3131120344E+00    0.3232548005E+00   -0.1014276616E-01
    0.4057369914E+00    0.4196913875E+00   -0.1395439608E-01
    0.3035142463E+00    0.3214229487E+00   -0.1790870240E-01
    0.3153730631E+00    0.3273145487E+00   -0.1194148562E-01
    0.3057408244E+00    0.3142307370E+00   -0.8489912605E-02
    0.3022545026E+00    0.3132654885E+00   -0.1101098596E-01
    0.3485184075E+00    0.3338541584E+00    0.1466424916E-01
    0.3301994043E+00    0.3269290892E+00    0.3270315188E-02
    0.3048279490E+00    0.3011946495E+00    0.3633299535E-02
    0.4320800811E+00    0.4239736961E+00    0.8106385019E-02
    0.4194647730E+00    0.4183148918E+00    0.1149881229E-02
    0.3875387003E+00    0.4069863293E+00   -0.1944762897E-01
    0.3773174658E+00    0.4013165710E+00   -0.2399910524E-01
    0.3658986417E+00    0.3899661005E+00   -0.2406745881E-01
    0.4302033384E+00    0.4297197938E+00    0.4835445405E-03
    0.4361630142E+00    0.4277382438E+00    0.8424770340E-02
    0.4349348493E+00    0.4262514802E+00    0.8683369075E-02
    0.4367499704E+00    0.4256657490E+00    0.1108422135E-01
    0.3650326136E+00    0.3792256826E+00   -0.1419306906E-01
    0.4019375123E+00    0.3925965200E+00    0.9340992241E-02
    0.3223677406E+00    0.3463574140E+00   -0.2398967338E-01
    0.3594206178E+00    0.3558683366E+00    0.3552281235E-02
    0.3469210390E+00    0.3328830600E+00    0.1403797900E-01
Prediction RMSE and MaxAE:         0.0141111228        0.0251585502
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.3219133907E+00    0.3402717467E+00   -0.1835835598E-01
    0.3841229241E+00    0.3885955819E+00   -0.4472657729E-02
    0.3981010400E+00    0.3932400461E+00    0.4860993867E-02
    0.3065872278E+00    0.3159298273E+00   -0.9342599469E-02
    0.3946135729E+00    0.4135912268E+00   -0.1897765396E-01
    0.4021863310E+00    0.4106977497E+00   -0.8511418653E-02
