Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1533371356E+03    0.1522894347E+03    0.1047700953E+01
    0.3189353197E+03    0.3055644719E+03    0.1337084775E+02
    0.1750833160E+03    0.2193355285E+03   -0.4425221245E+02
    0.1640343275E+03    0.1635058419E+03    0.5284855814E+00
    0.1810345920E+03    0.1610528747E+03    0.1998171731E+02
    0.2137989748E+03    0.1823234508E+03    0.3147552400E+02
    0.2716754675E+03    0.2694219235E+03    0.2253543986E+01
    0.1275768211E+03    0.1166040230E+03    0.1097279805E+02
    0.2269835653E+03    0.1978977123E+03    0.2908585299E+02
    0.3560854796E+03    0.3693853192E+03   -0.1329983962E+02
    0.3356323513E+03    0.3313448035E+03    0.4287547734E+01
    0.6678121200E+02    0.7441411098E+02   -0.7632898980E+01
    0.9736886424E+02    0.1037096176E+03   -0.6340753356E+01
    0.9411222420E+02    0.9349263213E+02    0.6195920723E+00
    0.2781444213E+03    0.2894675859E+03   -0.1132316460E+02
    0.1815617150E+03    0.1768923092E+03    0.4669405781E+01
    0.3451406716E+03    0.3394350406E+03    0.5705631025E+01
Prediction RMSE and MaxAE:        17.1095960631       44.2522124532
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1533371356E+03    0.1641561066E+03   -0.1081897093E+02
    0.3189353197E+03    0.3053416863E+03    0.1359363338E+02
    0.1750833160E+03    0.2154748217E+03   -0.4039150567E+02
    0.1640343275E+03    0.1564579275E+03    0.7576400000E+01
    0.1810345920E+03    0.1613167413E+03    0.1971785064E+02
    0.2137989748E+03    0.1877057465E+03    0.2609322827E+02
    0.2716754675E+03    0.2838955798E+03   -0.1222011228E+02
    0.1275768211E+03    0.1165676290E+03    0.1100919212E+02
    0.2269835653E+03    0.2135536514E+03    0.1342991394E+02
    0.3560854796E+03    0.3722095679E+03   -0.1612408829E+02
    0.3356323513E+03    0.3439213736E+03   -0.8289022315E+01
    0.6678121200E+02    0.7831446777E+02   -0.1153325577E+02
    0.9736886424E+02    0.1131770426E+03   -0.1580817837E+02
    0.9411222420E+02    0.1019396745E+03   -0.7827450333E+01
    0.2781444213E+03    0.2829903027E+03   -0.4845881357E+01
    0.1815617150E+03    0.1313723668E+03    0.5018934826E+02
    0.3451406716E+03    0.3204357037E+03    0.2470496790E+02
Prediction RMSE and MaxAE:        20.9156922160       50.1893482588
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1533371356E+03    0.1600928812E+03   -0.6755745510E+01
    0.3189353197E+03    0.3024174609E+03    0.1651785878E+02
    0.1750833160E+03    0.2106860788E+03   -0.3560276280E+02
    0.1640343275E+03    0.1612311032E+03    0.2803224226E+01
    0.1810345920E+03    0.1599860390E+03    0.2104855301E+02
    0.2137989748E+03    0.1871606274E+03    0.2663834741E+02
    0.2716754675E+03    0.2978950867E+03   -0.2621961920E+02
    0.1275768211E+03    0.1241761290E+03    0.3400692046E+01
    0.2269835653E+03    0.2143009547E+03    0.1268261067E+02
    0.3560854796E+03    0.3673071851E+03   -0.1122170544E+02
    0.3356323513E+03    0.3391136623E+03   -0.3481310997E+01
    0.6678121200E+02    0.7257400686E+02   -0.5792794854E+01
    0.9736886424E+02    0.1140531744E+03   -0.1668431016E+02
    0.9411222420E+02    0.1042559897E+03   -0.1014376550E+02
    0.2781444213E+03    0.2844450499E+03   -0.6300628565E+01
    0.1815617150E+03    0.1449162933E+03    0.3664542175E+02
    0.3451406716E+03    0.3206520513E+03    0.2448862029E+02
Prediction RMSE and MaxAE:        19.0070600865       36.6454217528
