Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1746566799E+03    0.1859225118E+03   -0.1126583188E+02
    0.3054724589E+03    0.2957688017E+03    0.9703657201E+01
    0.1079419546E+03    0.1046822979E+03    0.3259656783E+01
    0.1169255214E+03    0.1059452086E+03    0.1098031281E+02
    0.1562825046E+03    0.1821306679E+03   -0.2584816329E+02
    0.1900791570E+03    0.2199121273E+03   -0.2983297033E+02
    0.1252586322E+03    0.1031281240E+03    0.2213050825E+02
    0.1635212792E+03    0.1295277016E+03    0.3399357760E+02
    0.1638021596E+03    0.1921489281E+03   -0.2834676859E+02
    0.2787418701E+03    0.2805973925E+03   -0.1855522455E+01
    0.3292392192E+03    0.3181861577E+03    0.1105306157E+02
    0.7019308169E+02    0.6186085960E+02    0.8332222093E+01
    0.9923806785E+02    0.1364505518E+03   -0.3721248391E+02
    0.1879236927E+03    0.2118297116E+03   -0.2390601889E+02
    0.2927787662E+03    0.3170639878E+03   -0.2428522157E+02
    0.3548500077E+03    0.3652710455E+03   -0.1042103787E+02
    0.2053585443E+03    0.2242584189E+03   -0.1889987463E+02
Prediction RMSE and MaxAE:        21.0966254134       37.2124839112
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1746566799E+03    0.1887854026E+03   -0.1412872268E+02
    0.3054724589E+03    0.2855712883E+03    0.1990117062E+02
    0.1079419546E+03    0.1084002287E+03   -0.4582740352E+00
    0.1169255214E+03    0.1094265326E+03    0.7498988875E+01
    0.1562825046E+03    0.1664502356E+03   -0.1016773101E+02
    0.1900791570E+03    0.2057986272E+03   -0.1571947028E+02
    0.1252586322E+03    0.1030474331E+03    0.2221119908E+02
    0.1635212792E+03    0.1348439536E+03    0.2867732557E+02
    0.1638021596E+03    0.1792999377E+03   -0.1549777811E+02
    0.2787418701E+03    0.2965363785E+03   -0.1779450838E+02
    0.3292392192E+03    0.3424144186E+03   -0.1317519935E+02
    0.7019308169E+02    0.5786307794E+02    0.1233000375E+02
    0.9923806785E+02    0.1311763666E+03   -0.3193829872E+02
    0.1879236927E+03    0.1874560201E+03    0.4676726103E+00
    0.2927787662E+03    0.2858757614E+03    0.6903004770E+01
    0.3548500077E+03    0.3465944932E+03    0.8255514456E+01
    0.2053585443E+03    0.2331175591E+03   -0.2775901483E+02
Prediction RMSE and MaxAE:        17.3330951337       31.9382987174
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1746566799E+03    0.1783272856E+03   -0.3670605645E+01
    0.3054724589E+03    0.2917348119E+03    0.1373764702E+02
    0.1079419546E+03    0.1084595561E+03   -0.5176014968E+00
    0.1169255214E+03    0.1100088405E+03    0.6916680959E+01
    0.1562825046E+03    0.1695930929E+03   -0.1331058828E+02
    0.1900791570E+03    0.2057818912E+03   -0.1570273419E+02
    0.1252586322E+03    0.1028038135E+03    0.2245481870E+02
    0.1635212792E+03    0.1243906026E+03    0.3913067655E+02
    0.1638021596E+03    0.1824054224E+03   -0.1860326283E+02
    0.2787418701E+03    0.2921479925E+03   -0.1340612240E+02
    0.3292392192E+03    0.3356363257E+03   -0.6397106519E+01
    0.7019308169E+02    0.6660548548E+02    0.3587596208E+01
    0.9923806785E+02    0.1161709431E+03   -0.1693287526E+02
    0.1879236927E+03    0.1888161765E+03   -0.8924837714E+00
    0.2927787662E+03    0.3011653767E+03   -0.8386610471E+01
    0.3548500077E+03    0.3620584376E+03   -0.7208429970E+01
    0.2053585443E+03    0.2150514622E+03   -0.9692917948E+01
Prediction RMSE and MaxAE:        14.9368248100       39.1306765505
