Predictions (y,pred,y-pred) by the model of dimension:     1
    0.5741510000E+02    0.4773604758E+02    0.9679052423E+01
    0.9577526667E+02    0.7793527166E+02    0.1783999501E+02
    0.6416440000E+02    0.6100375613E+02    0.3160643872E+01
    0.5631520000E+02    0.5777781557E+02   -0.1462615570E+01
    0.5462010000E+02    0.5051485244E+02    0.4105247565E+01
    0.5625880000E+02    0.4239035478E+02    0.1386844522E+02
    0.4263683333E+02    0.3432859319E+02    0.8308240140E+01
    0.9410970000E+02    0.8102654816E+02    0.1308315184E+02
    0.9391083333E+02    0.7656325308E+02    0.1734758025E+02
    0.7601236667E+02    0.8351531057E+02   -0.7502943906E+01
    0.2761040000E+02    0.3107823756E+02   -0.3467837559E+01
    0.4472750000E+02    0.5670303486E+02   -0.1197553486E+02
    0.5592400000E+02    0.4250543855E+02    0.1341856145E+02
    0.1462273333E+02    0.1949477361E+02   -0.4872040279E+01
    0.1876863333E+02    0.3165412159E+02   -0.1288548826E+02
    0.1240794333E+03    0.1230218841E+03    0.1057549204E+01
    0.3478613333E+02    0.5040978964E+02   -0.1562365631E+02
Prediction RMSE and MaxAE:        10.8497232294       17.8399950056
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.5741510000E+02    0.5547915623E+02    0.1935943772E+01
    0.9577526667E+02    0.8805451278E+02    0.7720753882E+01
    0.6416440000E+02    0.7049036859E+02   -0.6325968587E+01
    0.5631520000E+02    0.6694731549E+02   -0.1063211549E+02
    0.5462010000E+02    0.5872132273E+02   -0.4101222728E+01
    0.5625880000E+02    0.4908754307E+02    0.7171256932E+01
    0.4263683333E+02    0.3904417057E+02    0.3592662767E+01
    0.9410970000E+02    0.9108605020E+02    0.3023649798E+01
    0.9391083333E+02    0.8669241623E+02    0.7218417102E+01
    0.7601236667E+02    0.7658297932E+02   -0.5706126531E+00
    0.2761040000E+02    0.1794327419E+02    0.9667125809E+01
    0.4472750000E+02    0.4884522326E+02   -0.4117723262E+01
    0.5592400000E+02    0.4922733937E+02    0.6696660626E+01
    0.1462273333E+02    0.1917629961E+02   -0.4553566272E+01
    0.1876863333E+02    0.1869262735E+02    0.7600598262E-01
    0.1240794333E+03    0.1108163526E+03    0.1326308076E+02
    0.3478613333E+02    0.4169287621E+02   -0.6906742880E+01
Prediction RMSE and MaxAE:         6.6807574430       13.2630807607
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.5741510000E+02    0.5587602212E+02    0.1539077881E+01
    0.9577526667E+02    0.8946167532E+02    0.6313591345E+01
    0.6416440000E+02    0.6917990252E+02   -0.5015502515E+01
    0.5631520000E+02    0.6688027965E+02   -0.1056507965E+02
    0.5462010000E+02    0.5671176219E+02   -0.2091662193E+01
    0.5625880000E+02    0.4884990148E+02    0.7408898520E+01
    0.4263683333E+02    0.4285814400E+02   -0.2213106639E+00
    0.9410970000E+02    0.9137725799E+02    0.2732442007E+01
    0.9391083333E+02    0.8644750031E+02    0.7463333022E+01
    0.7601236667E+02    0.7986774613E+02   -0.3855379465E+01
    0.2761040000E+02    0.1627750428E+02    0.1133289572E+02
    0.4472750000E+02    0.4598375541E+02   -0.1256255405E+01
    0.5592400000E+02    0.5011073562E+02    0.5813264384E+01
    0.1462273333E+02    0.2188795623E+02   -0.7265222900E+01
    0.1876863333E+02    0.1931803680E+02   -0.5494034692E+00
    0.1240794333E+03    0.1257520558E+03   -0.1672622424E+01
    0.3478613333E+02    0.3504371329E+02   -0.2575799595E+00
Prediction RMSE and MaxAE:         5.6156806369       11.3328957218
