,train,test
0,0.9106953373547736,0.9189625722920992
1,0.9151528737677667,0.8905674783009296
2,0.91373821764275,0.9055670837749298
3,0.9055075638044435,0.9358778362222558
4,0.9189385011525781,0.8795080211204903
