Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1129134333E+03    0.9283382608E+02    0.2007960725E+02
    0.7081320000E+02    0.6919936867E+02    0.1613831326E+01
    0.9879613333E+02    0.9061743723E+02    0.8178696099E+01
    0.1171394000E+03    0.9893726152E+02    0.1820213848E+02
    0.7457800000E+02    0.7582583567E+02   -0.1247835674E+01
    0.7547360000E+02    0.7984659183E+02   -0.4372991826E+01
    0.5415630000E+02    0.6055803289E+02   -0.6401732890E+01
    0.5043943333E+02    0.7108123390E+02   -0.2064180057E+02
    0.6651516667E+02    0.7427979237E+02   -0.7764625702E+01
    0.7973906667E+02    0.9156539466E+02   -0.1182632799E+02
    0.1005121667E+03    0.1039466792E+03   -0.3434512521E+01
    0.4908086667E+02    0.3872787706E+02    0.1035298960E+02
    0.5274676667E+02    0.4410219250E+02    0.8644574170E+01
    0.1263756667E+02    0.2321353070E+02   -0.1057596403E+02
    0.1576773333E+02    0.1899235353E+02   -0.3224620199E+01
    0.6769980000E+02    0.7620191911E+02   -0.8502119108E+01
    0.6587150000E+02    0.7464765621E+02   -0.8776156214E+01
Prediction RMSE and MaxAE:        10.7297463838       20.6418005662
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1129134333E+03    0.1020935284E+03    0.1081990495E+02
    0.7081320000E+02    0.7901189597E+02   -0.8198695971E+01
    0.9879613333E+02    0.1000524109E+03   -0.1256277547E+01
    0.1171394000E+03    0.1075924218E+03    0.9546978187E+01
    0.7457800000E+02    0.6906535126E+02    0.5512648744E+01
    0.7547360000E+02    0.7305716501E+02    0.2416434992E+01
    0.5415630000E+02    0.5306117452E+02    0.1095125478E+01
    0.5043943333E+02    0.6423892475E+02   -0.1379949142E+02
    0.6651516667E+02    0.6750664934E+02   -0.9914826734E+00
    0.7973906667E+02    0.8420522366E+02   -0.4466156989E+01
    0.1005121667E+03    0.1119766833E+03   -0.1146451666E+02
    0.4908086667E+02    0.4427836234E+02    0.4802504324E+01
    0.5274676667E+02    0.5087166007E+02    0.1875106600E+01
    0.1263756667E+02    0.2395484975E+02   -0.1131728308E+02
    0.1576773333E+02    0.1806610389E+02   -0.2298370556E+01
    0.6769980000E+02    0.6944249584E+02   -0.1742695844E+01
    0.6587150000E+02    0.6787874038E+02   -0.2007240375E+01
Prediction RMSE and MaxAE:         6.9630956567       13.7994914159
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1129134333E+03    0.1060161724E+03    0.6897260929E+01
    0.7081320000E+02    0.7513783548E+02   -0.4324635482E+01
    0.9879613333E+02    0.1000050232E+03   -0.1208889896E+01
    0.1171394000E+03    0.1103286216E+03    0.6810778446E+01
    0.7457800000E+02    0.6975841422E+02    0.4819585776E+01
    0.7547360000E+02    0.7485190107E+02    0.6216989328E+00
    0.5415630000E+02    0.4960725556E+02    0.4549044436E+01
    0.5043943333E+02    0.5978177727E+02   -0.9342343935E+01
    0.6651516667E+02    0.6799151725E+02   -0.1476350588E+01
    0.7973906667E+02    0.9155236643E+02   -0.1181329977E+02
    0.1005121667E+03    0.9853725858E+02    0.1974908086E+01
    0.4908086667E+02    0.4540198666E+02    0.3678880009E+01
    0.5274676667E+02    0.4976247644E+02    0.2984290230E+01
    0.1263756667E+02    0.2323299394E+02   -0.1059542728E+02
    0.1576773333E+02    0.1846757843E+02   -0.2699845094E+01
    0.6769980000E+02    0.6724212461E+02    0.4576753917E+00
    0.6587150000E+02    0.6322311880E+02    0.2648381196E+01
Prediction RMSE and MaxAE:         5.6389434421       11.8132997678
