Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2403534000E+03    0.2681382871E+03   -0.2778488709E+02
    0.4670846000E+03    0.4811997143E+03   -0.1411511426E+02
    0.3849960667E+03    0.4062778993E+03   -0.2128183262E+02
    0.3027135333E+03    0.3278134367E+03   -0.2509990338E+02
    0.3058423333E+03    0.3129113281E+03   -0.7068994745E+01
    0.2220599667E+03    0.2403719982E+03   -0.1831203158E+02
    0.2591231667E+03    0.2675956471E+03   -0.8472480471E+01
    0.3007642333E+03    0.2927095389E+03    0.8054694465E+01
    0.3199497667E+03    0.3040155140E+03    0.1593425268E+02
    0.4355697667E+03    0.4088829841E+03    0.2668678254E+02
    0.4394029000E+03    0.4207087573E+03    0.1869414274E+02
    0.4433844000E+03    0.4326765139E+03    0.1070788607E+02
    0.2892323000E+03    0.2556937939E+03    0.3353850608E+02
    0.3256563000E+03    0.3002426416E+03    0.2541365835E+02
    0.3554397667E+03    0.3237050893E+03    0.3173467740E+02
    0.4401088000E+03    0.4122924959E+03    0.2781630405E+02
    0.5145655000E+03    0.5177253646E+03   -0.3159864640E+01
    0.5065376667E+03    0.5053802191E+03    0.1157447546E+01
    0.2560003000E+03    0.2435126006E+03    0.1248769939E+02
    0.2569182667E+03    0.2444505683E+03    0.1246769838E+02
    0.2675822667E+03    0.2540942388E+03    0.1348802790E+02
    0.2647965333E+03    0.2560824972E+03    0.8714036121E+01
    0.2603128667E+03    0.2382570053E+03    0.2205586140E+02
    0.2355563000E+03    0.2361759135E+03   -0.6196135107E+00
    0.2640742333E+03    0.2512380044E+03    0.1283622893E+02
    0.2584595333E+03    0.2499514383E+03    0.8508094989E+01
    0.2534079333E+03    0.2450700209E+03    0.8337912408E+01
    0.3468133333E+03    0.3411098006E+03    0.5703532765E+01
    0.4874887333E+03    0.4622008589E+03    0.2528787443E+02
    0.3586237000E+03    0.3552717598E+03    0.3351940206E+01
    0.4822870667E+03    0.4529436422E+03    0.2934342445E+02
    0.3183324000E+03    0.2970907311E+03    0.2124166889E+02
    0.4555808667E+03    0.4283456413E+03    0.2723522533E+02
    0.5097796667E+03    0.4950852739E+03    0.1469439276E+02
Prediction RMSE and MaxAE:        18.6965873425       33.5385060788
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2403534000E+03    0.2593014357E+03   -0.1894803571E+02
    0.4670846000E+03    0.4699015602E+03   -0.2816960153E+01
    0.3849960667E+03    0.3908313401E+03   -0.5835273467E+01
    0.3027135333E+03    0.3105548038E+03   -0.7841270446E+01
    0.3058423333E+03    0.3105004599E+03   -0.4658126546E+01
    0.2220599667E+03    0.2405277686E+03   -0.1846780193E+02
    0.2591231667E+03    0.2532982576E+03    0.5824909025E+01
    0.3007642333E+03    0.3079149536E+03   -0.7150720300E+01
    0.3199497667E+03    0.3173321660E+03    0.2617600638E+01
    0.4355697667E+03    0.4212186810E+03    0.1435108562E+02
    0.4394029000E+03    0.4344321689E+03    0.4970731139E+01
    0.4433844000E+03    0.4480998109E+03   -0.4715410921E+01
    0.2892323000E+03    0.2951037956E+03   -0.5871495583E+01
    0.3256563000E+03    0.3246787778E+03    0.9775222010E+00
    0.3554397667E+03    0.3426059670E+03    0.1283379969E+02
    0.4401088000E+03    0.4252892111E+03    0.1481958888E+02
    0.5145655000E+03    0.5166640949E+03   -0.2098594919E+01
    0.5065376667E+03    0.5002452309E+03    0.6292435735E+01
    0.2560003000E+03    0.2446906285E+03    0.1130967145E+02
    0.2569182667E+03    0.2457435564E+03    0.1117471027E+02
    0.2675822667E+03    0.2562553286E+03    0.1132693808E+02
    0.2647965333E+03    0.2583538710E+03    0.6442662380E+01
    0.2603128667E+03    0.2381774821E+03    0.2213538456E+02
    0.2355563000E+03    0.2329821913E+03    0.2574108721E+01
    0.2640742333E+03    0.2524044287E+03    0.1166980467E+02
    0.2584595333E+03    0.2507516436E+03    0.7707889783E+01
    0.2534079333E+03    0.2439890631E+03    0.9418870269E+01
    0.3468133333E+03    0.3506826628E+03   -0.3869329434E+01
    0.4874887333E+03    0.4817417762E+03    0.5746957139E+01
    0.3586237000E+03    0.3641410983E+03   -0.5517398322E+01
    0.4822870667E+03    0.4711716540E+03    0.1111541265E+02
    0.3183324000E+03    0.3236571341E+03   -0.5324734146E+01
    0.4555808667E+03    0.4444241742E+03    0.1115669243E+02
    0.5097796667E+03    0.5242267137E+03   -0.1444704701E+02
Prediction RMSE and MaxAE:        10.0012665842       22.1353845616
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2403534000E+03    0.2412361139E+03   -0.8827139316E+00
    0.4670846000E+03    0.4665128969E+03    0.5717031370E+00
    0.3849960667E+03    0.3915984772E+03   -0.6602410510E+01
    0.3027135333E+03    0.3104769927E+03   -0.7763459331E+01
    0.3058423333E+03    0.3064062791E+03   -0.5639457195E+00
    0.2220599667E+03    0.2461578936E+03   -0.2409792692E+02
    0.2591231667E+03    0.2421998118E+03    0.1692335487E+02
    0.3007642333E+03    0.3010348526E+03   -0.2706192443E+00
    0.3199497667E+03    0.3133354794E+03    0.6614287267E+01
    0.4355697667E+03    0.4180858280E+03    0.1748393868E+02
    0.4394029000E+03    0.4293184681E+03    0.1008443185E+02
    0.4433844000E+03    0.4406444729E+03    0.2739927087E+01
    0.2892323000E+03    0.2883884720E+03    0.8438279994E+00
    0.3256563000E+03    0.3356046872E+03   -0.9948387184E+01
    0.3554397667E+03    0.3595875761E+03   -0.4147809438E+01
    0.4401088000E+03    0.4457562023E+03   -0.5647402330E+01
    0.5145655000E+03    0.5218051860E+03   -0.7239685997E+01
    0.5065376667E+03    0.5050246199E+03    0.1513046736E+01
    0.2560003000E+03    0.2512806605E+03    0.4719639547E+01
    0.2569182667E+03    0.2528106185E+03    0.4107648193E+01
    0.2675822667E+03    0.2685408097E+03   -0.9585430148E+00
    0.2647965333E+03    0.2717839406E+03   -0.6987407226E+01
    0.2603128667E+03    0.2427080408E+03    0.1760482591E+02
    0.2355563000E+03    0.2393134856E+03   -0.3757185602E+01
    0.2640742333E+03    0.2638818873E+03    0.1923460776E+00
    0.2584595333E+03    0.2617833160E+03   -0.3323782620E+01
    0.2534079333E+03    0.2538210334E+03   -0.4131000492E+00
    0.3468133333E+03    0.3457242481E+03    0.1089085205E+01
    0.4874887333E+03    0.4751928546E+03    0.1229587873E+02
    0.3586237000E+03    0.3646659962E+03   -0.6042296204E+01
    0.4822870667E+03    0.4649085895E+03    0.1737847720E+02
    0.3183324000E+03    0.3202477426E+03   -0.1915342569E+01
    0.4555808667E+03    0.4576102349E+03   -0.2029368190E+01
    0.5097796667E+03    0.5231866334E+03   -0.1340696676E+02
Prediction RMSE and MaxAE:         8.9725295639       24.0979269242
