Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1936777556E+03    0.1962129784E+03   -0.2535222848E+01
    0.2147564222E+03    0.2143907431E+03    0.3656791348E+00
    0.2144034778E+03    0.2193647295E+03   -0.4961251771E+01
    0.2000597778E+03    0.2035039471E+03   -0.3444169344E+01
    0.2051309444E+03    0.2086628245E+03   -0.3531880092E+01
    0.1914784222E+03    0.1960444821E+03   -0.4566059849E+01
    0.2811406222E+03    0.2814603688E+03   -0.3197465492E+00
    0.2452193667E+03    0.2469073181E+03   -0.1687951465E+01
    0.1845425556E+03    0.1857522565E+03   -0.1209700961E+01
    0.2304738556E+03    0.2299406494E+03    0.5332061400E+00
    0.2172658444E+03    0.2196559908E+03   -0.2390146321E+01
    0.2087044444E+03    0.2160169237E+03   -0.7312479301E+01
    0.2765467111E+03    0.2776797289E+03   -0.1133017799E+01
    0.2637099889E+03    0.2677666987E+03   -0.4056709799E+01
    0.1966388111E+03    0.1842197013E+03    0.1241910981E+02
    0.2049353111E+03    0.1975103986E+03    0.7424912526E+01
    0.2828206778E+03    0.2755723957E+03    0.7248282028E+01
Prediction RMSE and MaxAE:         4.9698299417       12.4191098121
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1936777556E+03    0.1967217374E+03   -0.3043981813E+01
    0.2147564222E+03    0.2162440293E+03   -0.1487607040E+01
    0.2144034778E+03    0.2169624042E+03   -0.2558926469E+01
    0.2000597778E+03    0.2026120009E+03   -0.2552223112E+01
    0.2051309444E+03    0.2073646233E+03   -0.2233678882E+01
    0.1914784222E+03    0.1919376997E+03   -0.4592774322E+00
    0.2811406222E+03    0.2792711396E+03    0.1869482664E+01
    0.2452193667E+03    0.2503556564E+03   -0.5136289689E+01
    0.1845425556E+03    0.1809258262E+03    0.3616729334E+01
    0.2304738556E+03    0.2283226684E+03    0.2151187152E+01
    0.2172658444E+03    0.2183958809E+03   -0.1130036462E+01
    0.2087044444E+03    0.2107410495E+03   -0.2036605032E+01
    0.2765467111E+03    0.2743860142E+03    0.2160696869E+01
    0.2637099889E+03    0.2658966520E+03   -0.2186663095E+01
    0.1966388111E+03    0.1884554992E+03    0.8183311904E+01
    0.2049353111E+03    0.2009706178E+03    0.3964693327E+01
    0.2828206778E+03    0.2775633027E+03    0.5257375085E+01
Prediction RMSE and MaxAE:         3.4515640753        8.1833119042
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1936777556E+03    0.1966110937E+03   -0.2933338134E+01
    0.2147564222E+03    0.2159958125E+03   -0.1239390233E+01
    0.2144034778E+03    0.2167926228E+03   -0.2389145020E+01
    0.2000597778E+03    0.2030450485E+03   -0.2985270730E+01
    0.2051309444E+03    0.2078280085E+03   -0.2697064075E+01
    0.1914784222E+03    0.1892156016E+03    0.2262820587E+01
    0.2811406222E+03    0.2784311334E+03    0.2709488845E+01
    0.2452193667E+03    0.2489913224E+03   -0.3771955733E+01
    0.1845425556E+03    0.1785616422E+03    0.5980913360E+01
    0.2304738556E+03    0.2283181207E+03    0.2155734824E+01
    0.2172658444E+03    0.2190376471E+03   -0.1771802679E+01
    0.2087044444E+03    0.2099054473E+03   -0.1201002852E+01
    0.2765467111E+03    0.2743226687E+03    0.2224042382E+01
    0.2637099889E+03    0.2671090666E+03   -0.3399077705E+01
    0.1966388111E+03    0.1915602458E+03    0.5078565283E+01
    0.2049353111E+03    0.2041436584E+03    0.7916526819E+00
    0.2828206778E+03    0.2785718677E+03    0.4248810038E+01
Prediction RMSE and MaxAE:         3.1125470668        5.9809133597
