Predictions (y,pred,y-pred) by the model of dimension:     1
    0.9969179946E+02    0.9195311146E+02    0.7738687996E+01
    0.5114042588E+02    0.5208774193E+02   -0.9473160532E+00
    0.4667560663E+02    0.6002530050E+02   -0.1334969387E+02
    0.6882396517E+02    0.6122546481E+02    0.7598500359E+01
    0.1314904999E+03    0.1329534343E+03   -0.1462934413E+01
    0.1112114300E+03    0.9948952512E+02    0.1172190486E+02
    0.9311991210E+02    0.9037733491E+02    0.2742577191E+01
    0.1252984708E+03    0.1230478395E+03    0.2250631334E+01
    0.2683497468E+02    0.3603434261E+02   -0.9199367932E+01
    0.3183535065E+02    0.3802125639E+02   -0.6185905743E+01
    0.4507237259E+02    0.4199147577E+02    0.3080896820E+01
    0.2533836578E+02    0.3168081116E+02   -0.6342445376E+01
    0.2299003363E+02    0.2406780941E+02   -0.1077775776E+01
    0.5835275562E+02    0.5087898790E+02    0.7473767724E+01
    0.4256436714E+02    0.5712056433E+02   -0.1455619719E+02
    0.1020479867E+03    0.9610170217E+02    0.5946284521E+01
    0.6809255274E+02    0.7019879986E+02   -0.2106247117E+01
Prediction RMSE and MaxAE:         7.3970388831       14.5561971899
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.9969179946E+02    0.9559392231E+02    0.4097877148E+01
    0.5114042588E+02    0.5405975892E+02   -0.2919333046E+01
    0.4667560663E+02    0.5759849427E+02   -0.1092288764E+02
    0.6882396517E+02    0.5928020452E+02    0.9543760645E+01
    0.1314904999E+03    0.1318566693E+03   -0.3661694397E+00
    0.1112114300E+03    0.1061606599E+03    0.5050770094E+01
    0.9311991210E+02    0.8525485023E+02    0.7865061870E+01
    0.1252984708E+03    0.1267956353E+03   -0.1497164502E+01
    0.2683497468E+02    0.3568999444E+02   -0.8855019760E+01
    0.3183535065E+02    0.3818744243E+02   -0.6352091782E+01
    0.4507237259E+02    0.4342202632E+02    0.1650346267E+01
    0.2533836578E+02    0.3320071193E+02   -0.7862346146E+01
    0.2299003363E+02    0.2777469860E+02   -0.4784664966E+01
    0.5835275562E+02    0.5684698490E+02    0.1505770727E+01
    0.4256436714E+02    0.4556890176E+02   -0.3004534625E+01
    0.1020479867E+03    0.9612134378E+02    0.5926642909E+01
    0.6809255274E+02    0.6034951897E+02    0.7743033768E+01
Prediction RMSE and MaxAE:         6.1262253901       10.9228876416
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.9969179946E+02    0.9374327260E+02    0.5948526865E+01
    0.5114042588E+02    0.5341085664E+02   -0.2270430760E+01
    0.4667560663E+02    0.5790332562E+02   -0.1122771900E+02
    0.6882396517E+02    0.5954197933E+02    0.9281985842E+01
    0.1314904999E+03    0.1387423019E+03   -0.7251801975E+01
    0.1112114300E+03    0.1041138101E+03    0.7097619900E+01
    0.9311991210E+02    0.8514728758E+02    0.7972624521E+01
    0.1252984708E+03    0.1226650231E+03    0.2633447783E+01
    0.2683497468E+02    0.3525052285E+02   -0.8415548170E+01
    0.3183535065E+02    0.3771668721E+02   -0.5881336553E+01
    0.4507237259E+02    0.4287053867E+02    0.2201833918E+01
    0.2533836578E+02    0.2365032179E+02    0.1688043990E+01
    0.2299003363E+02    0.2157619771E+02    0.1413835919E+01
    0.5835275562E+02    0.5460496781E+02    0.3747787807E+01
    0.4256436714E+02    0.4195217407E+02    0.6121930613E+00
    0.1020479867E+03    0.9177224948E+02    0.1027573721E+02
    0.6809255274E+02    0.5988613444E+02    0.8206418301E+01
Prediction RMSE and MaxAE:         6.5470434727       11.2277189971
