     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
         1    0.7301306667E+02    0.8064045610E+02    0.2353836848E-02    0.2863274489E+01
         2    0.1163904667E+03    0.1103556720E+03    0.2963224183E-02    0.2643633251E+01
         3    0.8049570000E+02    0.9158442853E+02    0.2544681672E-02    0.2835314306E+01
         4    0.1124396667E+03    0.1039950939E+03    0.2766797646E-02    0.2794633283E+01
         5    0.1120797667E+03    0.1135381525E+03    0.2940341033E-02    0.2759019174E+01
         6    0.1183827000E+03    0.1185181742E+03    0.3088064184E-02    0.2650357796E+01
         7    0.1263473667E+03    0.1183863231E+03    0.2981381201E-02    0.2815189051E+01
         8    0.1167774333E+03    0.1214511056E+03    0.3062698064E-02    0.2763436379E+01
         9    0.1183212333E+03    0.1235696289E+03    0.3150857089E-02    0.2677315325E+01
        10    0.6767893333E+02    0.6864127906E+02    0.2103940809E-02    0.2957989669E+01
        11    0.6924846667E+02    0.7223833295E+02    0.2265224730E-02    0.2793487084E+01
        12    0.1178638333E+03    0.1229893178E+03    0.3128939566E-02    0.2697389730E+01
        13    0.1260300667E+03    0.1256751903E+03    0.3216129066E-02    0.2626938033E+01
        14    0.6395140000E+02    0.7417840503E+02    0.2243708407E-02    0.2875751305E+01
        15    0.7548660000E+02    0.7927950734E+02    0.2471282202E-02    0.2644274291E+01
        16    0.7241710000E+02    0.8253825493E+02    0.2315627736E-02    0.2970790566E+01
        17    0.1084637000E+03    0.1184298029E+03    0.3108705069E-02    0.2615627892E+01
        18    0.1173802333E+03    0.1062956608E+03    0.2873839283E-02    0.2683293374E+01
        19    0.1055167333E+03    0.1039731147E+03    0.2712334467E-02    0.2879911925E+01
        20    0.1077780667E+03    0.1103611722E+03    0.2901764505E-02    0.2740622354E+01
        21    0.9370783333E+02    0.9205045063E+02    0.2477267314E-02    0.2953165949E+01
        22    0.8791373333E+02    0.9047409970E+02    0.2431614007E-02    0.2985817801E+01
        23    0.1162208000E+03    0.9830206112E+02    0.2650696110E-02    0.2835691115E+01
        24    0.1175302333E+03    0.1153775096E+03    0.3055398249E-02    0.2623551885E+01
        25    0.1218277333E+03    0.1047382352E+03    0.2842612470E-02    0.2693682778E+01
        26    0.1233274667E+03    0.1062344843E+03    0.2792192781E-02    0.2810432181E+01
        27    0.1119479000E+03    0.1148228657E+03    0.3039323616E-02    0.2635058467E+01
        28    0.1160802000E+03    0.1113745710E+03    0.2944085249E-02    0.2699190248E+01
        29    0.1068349333E+03    0.1022763566E+03    0.2670249631E-02    0.2903939135E+01
        30    0.1127276667E+03    0.1086778632E+03    0.2861373814E-02    0.2762315053E+01
        31    0.1132335667E+03    0.1157731961E+03    0.2977663512E-02    0.2755913871E+01
        32    0.1026179667E+03    0.1099661617E+03    0.2753522610E-02    0.2964385339E+01
        33    0.1001382000E+03    0.1053875892E+03    0.2776132714E-02    0.2814631273E+01
        34    0.9148953333E+02    0.1080728260E+03    0.2868610742E-02    0.2735829737E+01
        35    0.9892276667E+02    0.1096380691E+03    0.2790096440E-02    0.2898572105E+01
        36    0.9586320000E+02    0.1120654858E+03    0.2882359227E-02    0.2813683439E+01
        37    0.6868523333E+02    0.7147562386E+02    0.2087291120E-02    0.3054875024E+01
        38    0.7368413333E+02    0.7513197137E+02    0.2249506758E-02    0.2890382110E+01
        39    0.1181048000E+03    0.1203806850E+03    0.3129910270E-02    0.2630838307E+01
        40    0.1175400000E+03    0.1201916677E+03    0.3093702619E-02    0.2683185222E+01
        41    0.7083120000E+02    0.7321458940E+02    0.2218048640E-02    0.2892163893E+01
