W,Mo,Ta,Nb,V,Al,Ti,Zr,Hf,Cr,Fe,Ni,Co,Re
16.229,15.956,18.313,18.342,13.453,17.08,17.123,22.885,22.128,11.575,11.358,11.012,11.07,15.135
