Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3755429960E+00    0.3770011786E+00   -0.1458182623E-02
    0.3834306331E+00    0.3931802909E+00   -0.9749657765E-02
    0.3091608525E+00    0.3285269063E+00   -0.1936605381E-01
    0.3614909000E+00    0.3610381349E+00    0.4527651422E-03
    0.3741920109E+00    0.3546368977E+00    0.1955511325E-01
    0.3721079413E+00    0.3537601132E+00    0.1834782818E-01
    0.3635729881E+00    0.3633228105E+00    0.2501775776E-03
    0.3622700519E+00    0.3639010271E+00   -0.1630975226E-02
    0.3556002005E+00    0.3635907940E+00   -0.7990593481E-02
    0.3925031194E+00    0.4034679672E+00   -0.1096484780E-01
    0.3055190544E+00    0.3218565051E+00   -0.1633745068E-01
    0.3144476998E+00    0.3226700200E+00   -0.8222320156E-02
    0.4319090039E+00    0.4153466501E+00    0.1656235381E-01
    0.3567211668E+00    0.3747179430E+00   -0.1799677622E-01
    0.3390427691E+00    0.3618045504E+00   -0.2276178133E-01
    0.3291813919E+00    0.3491807443E+00   -0.1999935241E-01
    0.3239659235E+00    0.3129141461E+00    0.1105177736E-01
    0.3805400206E+00    0.3438104941E+00    0.3672952649E-01
    0.3949555381E+00    0.3888192216E+00    0.6136316573E-02
    0.3390596413E+00    0.3460970732E+00   -0.7037431867E-02
    0.3030667899E+00    0.2998363042E+00    0.3230485690E-02
    0.3033088718E+00    0.3005811478E+00    0.2727723990E-02
    0.4351999837E+00    0.4295758826E+00    0.5624101065E-02
    0.4102602803E+00    0.4025529649E+00    0.7707315315E-02
    0.4122228352E+00    0.4078540005E+00    0.4368834647E-02
    0.3916388568E+00    0.3872440880E+00    0.4394768865E-02
    0.3277539599E+00    0.3354034713E+00   -0.7649511417E-02
    0.3195057973E+00    0.3292503594E+00   -0.9744562138E-02
    0.3562631232E+00    0.3566077407E+00   -0.3446174895E-03
    0.3368855359E+00    0.3237419159E+00    0.1314362006E-01
    0.3046814166E+00    0.3114115283E+00   -0.6730111653E-02
    0.4244004781E+00    0.4081386071E+00    0.1626187092E-01
    0.4017700433E+00    0.3949038759E+00    0.6866167389E-02
    0.3187693157E+00    0.3274978785E+00   -0.8728562811E-02
Prediction RMSE and MaxAE:         0.0129412403        0.0367295265
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.3755429960E+00    0.3763578100E+00   -0.8148139854E-03
    0.3834306331E+00    0.3945793211E+00   -0.1114868798E-01
    0.3091608525E+00    0.3092891699E+00   -0.1283173807E-03
    0.3614909000E+00    0.3641992115E+00   -0.2708311432E-02
    0.3741920109E+00    0.3545499682E+00    0.1964204275E-01
    0.3721079413E+00    0.3450373511E+00    0.2707059023E-01
    0.3635729881E+00    0.3652577433E+00   -0.1684755243E-02
    0.3622700519E+00    0.3686716577E+00   -0.6401605844E-02
    0.3556002005E+00    0.3660069278E+00   -0.1040672735E-01
    0.3925031194E+00    0.4009065578E+00   -0.8403438350E-02
    0.3055190544E+00    0.3078764419E+00   -0.2357387527E-02
    0.3144476998E+00    0.3264569262E+00   -0.1200922636E-01
    0.4319090039E+00    0.4195769414E+00    0.1233206251E-01
    0.3567211668E+00    0.3735851919E+00   -0.1686402516E-01
    0.3390427691E+00    0.3593953582E+00   -0.2035258914E-01
    0.3291813919E+00    0.3457236193E+00   -0.1654222737E-01
    0.3239659235E+00    0.3075460235E+00    0.1641989992E-01
    0.3805400206E+00    0.3542497894E+00    0.2629023117E-01
    0.3949555381E+00    0.3958324865E+00   -0.8769483465E-03
    0.3390596413E+00    0.3487942044E+00   -0.9734563112E-02
    0.3030667899E+00    0.3018957207E+00    0.1171069240E-02
    0.3033088718E+00    0.3059746295E+00   -0.2665757741E-02
    0.4351999837E+00    0.4288219336E+00    0.6378050099E-02
    0.4102602803E+00    0.4048424726E+00    0.5417807702E-02
    0.4122228352E+00    0.4118886589E+00    0.3341762410E-03
    0.3916388568E+00    0.3764497252E+00    0.1518913166E-01
    0.3277539599E+00    0.3118134095E+00    0.1594055036E-01
    0.3195057973E+00    0.3045826001E+00    0.1492319714E-01
    0.3562631232E+00    0.3671999103E+00   -0.1093678710E-01
    0.3368855359E+00    0.3259394706E+00    0.1094606531E-01
    0.3046814166E+00    0.3115858145E+00   -0.6904397858E-02
    0.4244004781E+00    0.4162256759E+00    0.8174802190E-02
    0.4017700433E+00    0.3991711498E+00    0.2598893504E-02
    0.3187693157E+00    0.3178542104E+00    0.9151053113E-03
Prediction RMSE and MaxAE:         0.0120681555        0.0270705902
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.3755429960E+00    0.3741371682E+00    0.1405827786E-02
    0.3834306331E+00    0.3925351515E+00   -0.9104518360E-02
    0.3091608525E+00    0.3117687759E+00   -0.2607923394E-02
    0.3614909000E+00    0.3623100385E+00   -0.8191384980E-03
    0.3741920109E+00    0.3502329628E+00    0.2395904808E-01
    0.3721079413E+00    0.3417571525E+00    0.3035078881E-01
    0.3635729881E+00    0.3595735415E+00    0.3999446629E-02
    0.3622700519E+00    0.3666139942E+00   -0.4343942355E-02
    0.3556002005E+00    0.3634246023E+00   -0.7824401778E-02
    0.3925031194E+00    0.3964645319E+00   -0.3961412449E-02
    0.3055190544E+00    0.3084831337E+00   -0.2964079321E-02
    0.3144476998E+00    0.3252798043E+00   -0.1083210447E-01
    0.4319090039E+00    0.4286018016E+00    0.3307202295E-02
    0.3567211668E+00    0.3791648413E+00   -0.2244367447E-01
    0.3390427691E+00    0.3638358074E+00   -0.2479303834E-01
    0.3291813919E+00    0.3490289240E+00   -0.1984753207E-01
    0.3239659235E+00    0.3074686458E+00    0.1649727766E-01
    0.3805400206E+00    0.3620435015E+00    0.1849651916E-01
    0.3949555381E+00    0.4014666343E+00   -0.6511096199E-02
    0.3390596413E+00    0.3521913831E+00   -0.1313174180E-01
    0.3030667899E+00    0.2947984581E+00    0.8268331865E-02
    0.3033088718E+00    0.2988194053E+00    0.4489466429E-02
    0.4351999837E+00    0.4313157644E+00    0.3884219292E-02
    0.4102602803E+00    0.4036853768E+00    0.6574903437E-02
    0.4122228352E+00    0.4101846362E+00    0.2038199005E-02
    0.3916388568E+00    0.3853753589E+00    0.6263497907E-02
    0.3277539599E+00    0.3203879692E+00    0.7365990654E-02
    0.3195057973E+00    0.3132490732E+00    0.6256724085E-02
    0.3562631232E+00    0.3794432604E+00   -0.2318013713E-01
    0.3368855359E+00    0.3329258604E+00    0.3959675542E-02
    0.3046814166E+00    0.3162159822E+00   -0.1153456555E-01
    0.4244004781E+00    0.4227014613E+00    0.1699016765E-02
    0.4017700433E+00    0.4046356757E+00   -0.2865632423E-02
    0.3187693157E+00    0.3227314594E+00   -0.3962143729E-02
Prediction RMSE and MaxAE:         0.0123363511        0.0303507888
