Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1687353667E+03    0.1537959766E+03    0.1493939002E+02
    0.1991815333E+03    0.1902619769E+03    0.8919556396E+01
    0.1860203333E+03    0.1757551080E+03    0.1026522536E+02
    0.1608787333E+03    0.1610899992E+03   -0.2112658298E+00
    0.1435520000E+03    0.1545201219E+03   -0.1096812191E+02
    0.1451082333E+03    0.1568872590E+03   -0.1177902565E+02
    0.1581912000E+03    0.1655025536E+03   -0.7311353636E+01
    0.1460779667E+03    0.1495990340E+03   -0.3521067342E+01
    0.1445851667E+03    0.1589947542E+03   -0.1440958752E+02
    0.1944439000E+03    0.1946562394E+03   -0.2123393678E+00
    0.1746948000E+03    0.1825773050E+03   -0.7882505043E+01
    0.1434891667E+03    0.1437876396E+03   -0.2984729708E+00
    0.1461454000E+03    0.1521517897E+03   -0.6006389666E+01
    0.1413109667E+03    0.1498607833E+03   -0.8549816676E+01
    0.1816082000E+03    0.1876267041E+03   -0.6018504142E+01
    0.1684538333E+03    0.1669301486E+03    0.1523684754E+01
    0.1907893333E+03    0.1938807598E+03   -0.3091426466E+01
Prediction RMSE and MaxAE:         8.2613329486       14.9393900202
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1687353667E+03    0.1553386624E+03    0.1339670424E+02
    0.1991815333E+03    0.1885884465E+03    0.1059308685E+02
    0.1860203333E+03    0.1768922976E+03    0.9128035755E+01
    0.1608787333E+03    0.1752259447E+03   -0.1434721132E+02
    0.1435520000E+03    0.1505339101E+03   -0.6981910101E+01
    0.1451082333E+03    0.1519030369E+03   -0.6794803596E+01
    0.1581912000E+03    0.1576120706E+03    0.5791293767E+00
    0.1460779667E+03    0.1501140992E+03   -0.4036132537E+01
    0.1445851667E+03    0.1557347402E+03   -0.1114957356E+02
    0.1944439000E+03    0.1903095553E+03    0.4134344698E+01
    0.1746948000E+03    0.1751626938E+03   -0.4678937987E+00
    0.1434891667E+03    0.1393601264E+03    0.4129040301E+01
    0.1461454000E+03    0.1462958490E+03   -0.1504489799E+00
    0.1413109667E+03    0.1445544117E+03   -0.3243445073E+01
    0.1816082000E+03    0.1855225037E+03   -0.3914303749E+01
    0.1684538333E+03    0.1689388077E+03   -0.4849743395E+00
    0.1907893333E+03    0.1977215798E+03   -0.6932246483E+01
Prediction RMSE and MaxAE:         7.3773107870       14.3472113248
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1687353667E+03    0.1665208954E+03    0.2214471235E+01
    0.1991815333E+03    0.2022032035E+03   -0.3021670138E+01
    0.1860203333E+03    0.1835391750E+03    0.2481158382E+01
    0.1608787333E+03    0.1648907578E+03   -0.4012024439E+01
    0.1435520000E+03    0.1456199249E+03   -0.2067924870E+01
    0.1451082333E+03    0.1473802368E+03   -0.2272003515E+01
    0.1581912000E+03    0.1555569164E+03    0.2634283564E+01
    0.1460779667E+03    0.1467879976E+03   -0.7100309504E+00
    0.1445851667E+03    0.1513797555E+03   -0.6794588871E+01
    0.1944439000E+03    0.1953457329E+03   -0.9018328840E+00
    0.1746948000E+03    0.1781242510E+03   -0.3429451039E+01
    0.1434891667E+03    0.1429998166E+03    0.4893500167E+00
    0.1461454000E+03    0.1500093056E+03   -0.3863905649E+01
    0.1413109667E+03    0.1482970857E+03   -0.6986119062E+01
    0.1816082000E+03    0.1763695455E+03    0.5238654481E+01
    0.1684538333E+03    0.1745227755E+03   -0.6068942142E+01
    0.1907893333E+03    0.1904101822E+03    0.3791511471E+00
Prediction RMSE and MaxAE:         3.7597250150        6.9861190619
