Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1689561667E+03    0.1529534138E+03    0.1600275291E+02
    0.1726537667E+03    0.1700472570E+03    0.2606509676E+01
    0.1793259000E+03    0.1706087624E+03    0.8717137560E+01
    0.1730631333E+03    0.1578588528E+03    0.1520428057E+02
    0.1676957000E+03    0.1573751022E+03    0.1032059785E+02
    0.1564298667E+03    0.1577483695E+03   -0.1318502861E+01
    0.1582014333E+03    0.1492806965E+03    0.8920736829E+01
    0.1916486333E+03    0.1756449447E+03    0.1600368859E+02
    0.1847231333E+03    0.1705140544E+03    0.1420907896E+02
    0.1539085667E+03    0.1628838817E+03   -0.8975315062E+01
    0.1453615000E+03    0.1472894299E+03   -0.1927929891E+01
    0.1435833000E+03    0.1558579392E+03   -0.1227463924E+02
    0.1522688667E+03    0.1574965489E+03   -0.5227682259E+01
    0.1428621667E+03    0.1428783800E+03   -0.1621328898E-01
    0.1512255333E+03    0.1513112328E+03   -0.8569947234E-01
    0.1920459000E+03    0.1958800821E+03   -0.3834182102E+01
    0.1586468333E+03    0.1660965614E+03   -0.7449728043E+01
Prediction RMSE and MaxAE:         9.5435995450       16.0036885897
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1689561667E+03    0.1590026097E+03    0.9953556939E+01
    0.1726537667E+03    0.1749399622E+03   -0.2286195545E+01
    0.1793259000E+03    0.1730525322E+03    0.6273367830E+01
    0.1730631333E+03    0.1526492155E+03    0.2041391785E+02
    0.1676957000E+03    0.1659417723E+03    0.1753927739E+01
    0.1564298667E+03    0.1714403554E+03   -0.1501048878E+02
    0.1582014333E+03    0.1458568874E+03    0.1234454596E+02
    0.1916486333E+03    0.1779445220E+03    0.1370411135E+02
    0.1847231333E+03    0.1718935545E+03    0.1282957887E+02
    0.1539085667E+03    0.1530891119E+03    0.8194547777E+00
    0.1453615000E+03    0.1446315251E+03    0.7299748647E+00
    0.1435833000E+03    0.1501665264E+03   -0.6583226441E+01
    0.1522688667E+03    0.1567841493E+03   -0.4515282654E+01
    0.1428621667E+03    0.1449025148E+03   -0.2040348161E+01
    0.1512255333E+03    0.1506331762E+03    0.5923570948E+00
    0.1920459000E+03    0.1974857156E+03   -0.5439815561E+01
    0.1586468333E+03    0.1526192432E+03    0.6027590151E+01
Prediction RMSE and MaxAE:         9.1681390302       20.4139178468
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1689561667E+03    0.1675392448E+03    0.1416921849E+01
    0.1726537667E+03    0.1776284211E+03   -0.4974654483E+01
    0.1793259000E+03    0.1750688351E+03    0.4257064866E+01
    0.1730631333E+03    0.1698800014E+03    0.3183131927E+01
    0.1676957000E+03    0.1700127869E+03   -0.2317086934E+01
    0.1564298667E+03    0.1548872477E+03    0.1542618972E+01
    0.1582014333E+03    0.1643174729E+03   -0.6116039571E+01
    0.1916486333E+03    0.1832365880E+03    0.8412045379E+01
    0.1847231333E+03    0.1796659908E+03    0.5057142531E+01
    0.1539085667E+03    0.1539295463E+03   -0.2097966463E-01
    0.1453615000E+03    0.1438459962E+03    0.1515503762E+01
    0.1435833000E+03    0.1478099930E+03   -0.4226692979E+01
    0.1522688667E+03    0.1537919187E+03   -0.1523052019E+01
    0.1428621667E+03    0.1407254350E+03    0.2136731667E+01
    0.1512255333E+03    0.1461597954E+03    0.5065737895E+01
    0.1920459000E+03    0.1923503365E+03   -0.3044365238E+00
    0.1586468333E+03    0.1564761252E+03    0.2170708101E+01
Prediction RMSE and MaxAE:         3.8654980563        8.4120453794
