Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2935234994E+03    0.2706152675E+03    0.2290823185E+02
    0.1587309654E+03    0.1503927058E+03    0.8338259614E+01
    0.2592711134E+03    0.2315627430E+03    0.2770837037E+02
    0.1737380718E+03    0.1860539001E+03   -0.1231582823E+02
    0.1557885917E+03    0.1773831569E+03   -0.2159456522E+02
    0.1956337281E+03    0.2070766563E+03   -0.1144292822E+02
    0.2590247442E+03    0.2646567525E+03   -0.5632008369E+01
    0.1509485565E+03    0.1578616293E+03   -0.6913072805E+01
    0.1464641946E+03    0.1360244531E+03    0.1043974146E+02
    0.3048441671E+03    0.2870236752E+03    0.1782049197E+02
    0.1196200687E+03    0.1143559001E+03    0.5264168587E+01
    0.2499290681E+03    0.2398715336E+03    0.1005753458E+02
    0.2494959393E+03    0.2278750059E+03    0.2162093344E+02
    0.2531818108E+03    0.2248911762E+03    0.2829063461E+02
    0.2540849331E+03    0.2357005321E+03    0.1838440098E+02
    0.2565445535E+03    0.2465608755E+03    0.9983677951E+01
    0.1614262859E+03    0.1838453858E+03   -0.2241909989E+02
    0.1765848111E+03    0.2121358418E+03   -0.3555103064E+02
    0.1199555727E+03    0.1056195337E+03    0.1433603900E+02
    0.1835905845E+03    0.1744943413E+03    0.9096243170E+01
    0.2427378609E+03    0.2207348106E+03    0.2200305023E+02
    0.2752750396E+03    0.2672052307E+03    0.8069808903E+01
    0.3207503283E+03    0.3004909377E+03    0.2025939062E+02
    0.1448486749E+03    0.1251574388E+03    0.1969123609E+02
    0.1533473073E+03    0.1363337774E+03    0.1701352990E+02
    0.6475675694E+02    0.7448528347E+02   -0.9728526530E+01
    0.1468949451E+03    0.1396056883E+03    0.7289256787E+01
    0.6947861574E+02    0.8344884338E+02   -0.1397022764E+02
    0.7451208676E+02    0.7210067785E+02    0.2411408911E+01
    0.8219213345E+02    0.1071674055E+03   -0.2497527207E+02
    0.2253661327E+03    0.2259022347E+03   -0.5361020108E+00
    0.3536124748E+03    0.3527473800E+03    0.8650947532E+00
    0.1904213831E+03    0.2217237717E+03   -0.3130238856E+02
    0.1408027874E+03    0.1575792396E+03   -0.1677645213E+02
Prediction RMSE and MaxAE:        17.4709332974       35.5510306434
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2935234994E+03    0.2715524903E+03    0.2197100907E+02
    0.1587309654E+03    0.1509653919E+03    0.7765573557E+01
    0.2592711134E+03    0.2289498976E+03    0.3032121573E+02
    0.1737380718E+03    0.1805908016E+03   -0.6852729792E+01
    0.1557885917E+03    0.1691563169E+03   -0.1336772514E+02
    0.1956337281E+03    0.2024638789E+03   -0.6830150730E+01
    0.2590247442E+03    0.2571984273E+03    0.1826316873E+01
    0.1509485565E+03    0.1562896192E+03   -0.5341062723E+01
    0.1464641946E+03    0.1414896394E+03    0.4974555183E+01
    0.3048441671E+03    0.2980967878E+03    0.6747379308E+01
    0.1196200687E+03    0.1073047532E+03    0.1231531554E+02
    0.2499290681E+03    0.2467124230E+03    0.3216645108E+01
    0.2494959393E+03    0.2374480941E+03    0.1204784524E+02
    0.2531818108E+03    0.2284766314E+03    0.2470517944E+02
    0.2540849331E+03    0.2422549399E+03    0.1182999321E+02
    0.2565445535E+03    0.2563890312E+03    0.1555222994E+00
    0.1614262859E+03    0.1794821888E+03   -0.1805590292E+02
    0.1765848111E+03    0.2034656352E+03   -0.2688082409E+02
    0.1199555727E+03    0.1148239244E+03    0.5131648256E+01
    0.1835905845E+03    0.1861513932E+03   -0.2560808760E+01
    0.2427378609E+03    0.2365000125E+03    0.6237848421E+01
    0.2752750396E+03    0.2892105293E+03   -0.1393548975E+02
    0.3207503283E+03    0.3242293877E+03   -0.3479059381E+01
    0.1448486749E+03    0.1286510856E+03    0.1619758928E+02
    0.1533473073E+03    0.1420851002E+03    0.1126220717E+02
    0.6475675694E+02    0.7001731373E+02   -0.5260556786E+01
    0.1468949451E+03    0.1458566776E+03    0.1038267546E+01
    0.6947861574E+02    0.8971789369E+02   -0.2023927796E+02
    0.7451208676E+02    0.7991855409E+02   -0.5406467329E+01
    0.8219213345E+02    0.1002677772E+03   -0.1807564370E+02
    0.2253661327E+03    0.2167431562E+03    0.8622976436E+01
    0.3536124748E+03    0.3472531313E+03    0.6359343508E+01
    0.1904213831E+03    0.2104155217E+03   -0.1999413854E+02
    0.1408027874E+03    0.1639089651E+03   -0.2310617771E+02
Prediction RMSE and MaxAE:        13.7766058436       30.3212157252
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2935234994E+03    0.2733052805E+03    0.2021821890E+02
    0.1587309654E+03    0.1563106576E+03    0.2420307821E+01
    0.2592711134E+03    0.2295437055E+03    0.2972740788E+02
    0.1737380718E+03    0.1775515880E+03   -0.3813516202E+01
    0.1557885917E+03    0.1737149278E+03   -0.1792633609E+02
    0.1956337281E+03    0.1940620319E+03    0.1571696227E+01
    0.2590247442E+03    0.2543851892E+03    0.4639554946E+01
    0.1509485565E+03    0.1582785570E+03   -0.7330000480E+01
    0.1464641946E+03    0.1512540811E+03   -0.4789886559E+01
    0.3048441671E+03    0.3064303517E+03   -0.1586184539E+01
    0.1196200687E+03    0.1063629584E+03    0.1325711036E+02
    0.2499290681E+03    0.2409758447E+03    0.8953223450E+01
    0.2494959393E+03    0.2360690972E+03    0.1342684213E+02
    0.2531818108E+03    0.2378267428E+03    0.1535506800E+02
    0.2540849331E+03    0.2517713991E+03    0.2313533958E+01
    0.2565445535E+03    0.2659057928E+03   -0.9361239290E+01
    0.1614262859E+03    0.1679272481E+03   -0.6500962230E+01
    0.1765848111E+03    0.2013461418E+03   -0.2476133065E+02
    0.1199555727E+03    0.1098264173E+03    0.1012915543E+02
    0.1835905845E+03    0.1862027228E+03   -0.2612138282E+01
    0.2427378609E+03    0.2408635742E+03    0.1874286638E+01
    0.2752750396E+03    0.2984842848E+03   -0.2320924518E+02
    0.3207503283E+03    0.3327761708E+03   -0.1202584251E+02
    0.1448486749E+03    0.1320779325E+03    0.1277074237E+02
    0.1533473073E+03    0.1477165645E+03    0.5630742813E+01
    0.6475675694E+02    0.8222392320E+02   -0.1746716625E+02
    0.1468949451E+03    0.1558868903E+03   -0.8991945174E+01
    0.6947861574E+02    0.8079730435E+02   -0.1131868861E+02
    0.7451208676E+02    0.6650862352E+02    0.8003463243E+01
    0.8219213345E+02    0.9483160906E+02   -0.1263947560E+02
    0.2253661327E+03    0.2091550163E+03    0.1621111639E+02
    0.3536124748E+03    0.3696144125E+03   -0.1600193773E+02
    0.1904213831E+03    0.1899033557E+03    0.5180273814E+00
    0.1408027874E+03    0.1552093140E+03   -0.1440652656E+02
Prediction RMSE and MaxAE:        12.8490751695       29.7274078757
