Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1804731333E+03    0.1712664039E+03    0.9206729410E+01
    0.1561954667E+03    0.1467024495E+03    0.9493017193E+01
    0.1909834333E+03    0.1810057359E+03    0.9977697397E+01
    0.1839162333E+03    0.1741838067E+03    0.9732426593E+01
    0.1572136333E+03    0.1511368636E+03    0.6076769769E+01
    0.1549359333E+03    0.1511269531E+03    0.3808980220E+01
    0.1731041667E+03    0.1684455179E+03    0.4658648787E+01
    0.1816521000E+03    0.1765620362E+03    0.5090063797E+01
    0.1734750667E+03    0.1692400681E+03    0.4234998539E+01
    0.1635587333E+03    0.1484919947E+03    0.1506673863E+02
    0.1703275667E+03    0.1561957360E+03    0.1413183068E+02
    0.1444144000E+03    0.1488310639E+03   -0.4416663922E+01
    0.1667517667E+03    0.1625806499E+03    0.4171116784E+01
    0.1664457333E+03    0.1636497502E+03    0.2795983100E+01
    0.1618017000E+03    0.1669896307E+03   -0.5187930732E+01
    0.1536641667E+03    0.1632365723E+03   -0.9572405588E+01
    0.2001243000E+03    0.1980500596E+03    0.2074240364E+01
    0.1883374667E+03    0.1924674262E+03   -0.4129959504E+01
    0.1835913333E+03    0.1894477082E+03   -0.5856374868E+01
    0.1720329333E+03    0.1793344776E+03   -0.7301544304E+01
    0.1702934000E+03    0.1774773003E+03   -0.7183900314E+01
    0.1396084667E+03    0.1426771723E+03   -0.3068705664E+01
    0.1358025333E+03    0.1418076980E+03   -0.6005164665E+01
    0.1382624000E+03    0.1409586035E+03   -0.2696203539E+01
    0.1486229333E+03    0.1556373547E+03   -0.7014421360E+01
    0.1411087000E+03    0.1479347776E+03   -0.6826077590E+01
    0.1537537333E+03    0.1589597386E+03   -0.5206005238E+01
    0.1779657000E+03    0.1737199094E+03    0.4245790599E+01
    0.1919865000E+03    0.1912185390E+03    0.7679610152E+00
    0.1969100333E+03    0.1976672604E+03   -0.7572271042E+00
    0.1637659667E+03    0.1731316209E+03   -0.9365654265E+01
