Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2226869444E+03    0.2232263105E+03   -0.5393660542E+00
    0.1820647889E+03    0.1872110005E+03   -0.5146211655E+01
    0.2668892556E+03    0.2679106982E+03   -0.1021442669E+01
    0.2256499111E+03    0.2324550634E+03   -0.6805152299E+01
    0.1817765778E+03    0.1835432190E+03   -0.1766641249E+01
    0.1819319111E+03    0.1840691309E+03   -0.2137219803E+01
    0.2107032667E+03    0.2184308736E+03   -0.7727606930E+01
    0.2290660778E+03    0.2341576454E+03   -0.5091567644E+01
    0.2137194444E+03    0.2165599612E+03   -0.2840516719E+01
    0.1923749111E+03    0.1869087689E+03    0.5466142189E+01
    0.2098778222E+03    0.1992833165E+03    0.1059450573E+02
    0.1898993111E+03    0.1945500559E+03   -0.4650744791E+01
    0.2082812222E+03    0.2042993524E+03    0.3981869779E+01
    0.2147394667E+03    0.2159434223E+03   -0.1203955634E+01
    0.2631218000E+03    0.2609712099E+03    0.2150590134E+01
    0.2505340222E+03    0.2470277550E+03    0.3506267250E+01
    0.3058445778E+03    0.3085871740E+03   -0.2742596262E+01
    0.2966810000E+03    0.2990931137E+03   -0.2412113708E+01
    0.2926131333E+03    0.2944002693E+03   -0.1787135999E+01
    0.2820282667E+03    0.2805516765E+03    0.1476590147E+01
    0.2803237333E+03    0.2782787819E+03    0.2044951456E+01
    0.1700829333E+03    0.1747430288E+03   -0.4660095445E+01
    0.1708686111E+03    0.1729473455E+03   -0.2078734364E+01
    0.1730707556E+03    0.1719134961E+03    0.1157259493E+01
    0.1853022667E+03    0.1881961101E+03   -0.2893843450E+01
    0.1787971889E+03    0.1791848412E+03   -0.3876523452E+00
    0.1967213778E+03    0.2029966639E+03   -0.6275286158E+01
    0.2250481778E+03    0.2264555961E+03   -0.1407418370E+01
    0.2798409111E+03    0.2792297452E+03    0.6111659076E+00
    0.3012605778E+03    0.3020885415E+03   -0.8279637531E+00
    0.2288574333E+03    0.2249981102E+03    0.3859323094E+01
    0.2417612556E+03    0.2390818615E+03    0.2679394056E+01
    0.2556504667E+03    0.2534319773E+03    0.2218489346E+01
    0.2900036000E+03    0.2829085675E+03    0.7095032513E+01
Prediction RMSE and MaxAE:         4.0294939366       10.5945057260
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2226869444E+03    0.2240495876E+03   -0.1362643116E+01
    0.1820647889E+03    0.1834169836E+03   -0.1352194696E+01
    0.2668892556E+03    0.2670915599E+03   -0.2023043789E+00
    0.2256499111E+03    0.2302119823E+03   -0.4562071198E+01
    0.1817765778E+03    0.1821136617E+03   -0.3370839704E+00
    0.1819319111E+03    0.1814506304E+03    0.4812806992E+00
    0.2107032667E+03    0.2154103462E+03   -0.4707079489E+01
    0.2290660778E+03    0.2328981852E+03   -0.3832107450E+01
    0.2137194444E+03    0.2160526714E+03   -0.2333226935E+01
    0.1923749111E+03    0.1935734538E+03   -0.1198542675E+01
    0.2098778222E+03    0.2075862449E+03    0.2291577343E+01
    0.1898993111E+03    0.1914057449E+03   -0.1506433763E+01
    0.2082812222E+03    0.2031404163E+03    0.5140805897E+01
    0.2147394667E+03    0.2147990623E+03   -0.5959568192E-01
    0.2631218000E+03    0.2628536703E+03    0.2681296961E+00
    0.2505340222E+03    0.2496087316E+03    0.9252906334E+00
    0.3058445778E+03    0.3113194535E+03   -0.5474875711E+01
    0.2966810000E+03    0.3007992405E+03   -0.4118240492E+01
    0.2926131333E+03    0.2956528542E+03   -0.3039720914E+01
    0.2820282667E+03    0.2806493548E+03    0.1378911853E+01
    0.2803237333E+03    0.2782102987E+03    0.2113434588E+01
    0.1700829333E+03    0.1715840046E+03   -0.1501071310E+01
    0.1708686111E+03    0.1743587408E+03   -0.3490129665E+01
    0.1730707556E+03    0.1764497839E+03   -0.3379028381E+01
    0.1853022667E+03    0.1864956205E+03   -0.1193353842E+01
    0.1787971889E+03    0.1831402994E+03   -0.4343110476E+01
    0.1967213778E+03    0.1963335216E+03    0.3878561292E+00
    0.2250481778E+03    0.2223943224E+03    0.2653855352E+01
    0.2798409111E+03    0.2789259546E+03    0.9149564746E+00
    0.3012605778E+03    0.3046324649E+03   -0.3371887098E+01
    0.2288574333E+03    0.2308792828E+03   -0.2021849476E+01
    0.2417612556E+03    0.2441560998E+03   -0.2394844250E+01
    0.2556504667E+03    0.2575116267E+03   -0.1861160073E+01
    0.2900036000E+03    0.2844616269E+03    0.5541973148E+01
Prediction RMSE and MaxAE:         2.8469161889        5.5419731478
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2226869444E+03    0.2229399296E+03   -0.2529851434E+00
    0.1820647889E+03    0.1844895465E+03   -0.2424757646E+01
    0.2668892556E+03    0.2676306585E+03   -0.7414029431E+00
    0.2256499111E+03    0.2291974347E+03   -0.3547523548E+01
    0.1817765778E+03    0.1792431786E+03    0.2533399181E+01
    0.1819319111E+03    0.1791568985E+03    0.2775012597E+01
    0.2107032667E+03    0.2143706410E+03   -0.3667374345E+01
    0.2290660778E+03    0.2319758329E+03   -0.2909755139E+01
    0.2137194444E+03    0.2150811462E+03   -0.1361701737E+01
    0.1923749111E+03    0.1904273388E+03    0.1947572311E+01
    0.2098778222E+03    0.2068101871E+03    0.3067635145E+01
    0.1898993111E+03    0.1901192409E+03   -0.2199297633E+00
    0.2082812222E+03    0.2048410839E+03    0.3440138299E+01
    0.2147394667E+03    0.2147669039E+03   -0.2743728230E-01
    0.2631218000E+03    0.2642671591E+03   -0.1145359138E+01
    0.2505340222E+03    0.2507492792E+03   -0.2152569665E+00
    0.3058445778E+03    0.3088984719E+03   -0.3053894130E+01
    0.2966810000E+03    0.3003683741E+03   -0.3687374093E+01
    0.2926131333E+03    0.2961324077E+03   -0.3519274394E+01
    0.2820282667E+03    0.2836913043E+03   -0.1663037673E+01
    0.2803237333E+03    0.2816809092E+03   -0.1357175824E+01
    0.1700829333E+03    0.1734451508E+03   -0.3362217463E+01
    0.1708686111E+03    0.1740143512E+03   -0.3145740078E+01
    0.1730707556E+03    0.1773705685E+03   -0.4299812903E+01
    0.1853022667E+03    0.1860728768E+03   -0.7706101733E+00
    0.1787971889E+03    0.1787305333E+03    0.6665554447E-01
    0.1967213778E+03    0.1966064110E+03    0.1149668232E+00
    0.2250481778E+03    0.2247247511E+03    0.3234266882E+00
    0.2798409111E+03    0.2791140185E+03    0.7268926431E+00
    0.3012605778E+03    0.3066150508E+03   -0.5354473033E+01
    0.2288574333E+03    0.2293031123E+03   -0.4456789715E+00
    0.2417612556E+03    0.2427423019E+03   -0.9810463592E+00
    0.2556504667E+03    0.2566780021E+03   -0.1027535441E+01
    0.2900036000E+03    0.2856070812E+03    0.4396518788E+01
Prediction RMSE and MaxAE:         2.5116101916        5.3544730330
