Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1862727778E+03    0.1920510680E+03   -0.5778290182E+01
    0.2896785556E+03    0.2894891217E+03    0.1894338164E+00
    0.2568662444E+03    0.2593033504E+03   -0.2437105970E+01
    0.2151194444E+03    0.2180894350E+03   -0.2969990588E+01
    0.2164706222E+03    0.2209382638E+03   -0.4467641531E+01
    0.1764319667E+03    0.1789402997E+03   -0.2508333056E+01
    0.1980689000E+03    0.1915128323E+03    0.6556067660E+01
    0.1952178111E+03    0.1985632388E+03   -0.3345427686E+01
    0.2016502556E+03    0.2029475503E+03   -0.1297294754E+01
    0.2513636333E+03    0.2479713419E+03    0.3392291416E+01
    0.2534225000E+03    0.2512898968E+03    0.2132603174E+01
    0.2547179556E+03    0.2545531511E+03    0.1648044147E+00
    0.1924218778E+03    0.1800812092E+03    0.1234066859E+02
    0.2065748778E+03    0.1985796455E+03    0.7995232235E+01
    0.2156308111E+03    0.2080102260E+03    0.7620585129E+01
    0.2477960889E+03    0.2419447429E+03    0.5851346022E+01
    0.2990407000E+03    0.3015691794E+03   -0.2528479418E+01
    0.2877935333E+03    0.2898101697E+03   -0.2016636320E+01
    0.1870242778E+03    0.1823245343E+03    0.4699743493E+01
    0.1838565333E+03    0.1833413897E+03    0.5151436476E+00
    0.1915395111E+03    0.1926506743E+03   -0.1111163195E+01
    0.1921652444E+03    0.1943291649E+03   -0.2163920459E+01
    0.1813102889E+03    0.1763059606E+03    0.5004328310E+01
    0.1692373444E+03    0.1736829543E+03   -0.4445609894E+01
    0.1907203222E+03    0.1911270634E+03   -0.4067412264E+00
    0.1876005778E+03    0.1900610576E+03   -0.2460479775E+01
    0.1818018444E+03    0.1854340731E+03   -0.3632228630E+01
    0.2193693111E+03    0.2292064349E+03   -0.9837123797E+01
    0.2862961111E+03    0.2846600168E+03    0.1636094353E+01
    0.2418327444E+03    0.2441281692E+03   -0.2295424757E+01
    0.2875471778E+03    0.2850223843E+03    0.2524793504E+01
    0.2096941111E+03    0.2040815780E+03    0.5612533141E+01
    0.2737433333E+03    0.2680139270E+03    0.5729406310E+01
    0.2989490444E+03    0.2981257929E+03    0.8232515389E+00
Prediction RMSE and MaxAE:         4.6461454347       12.3406685902
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1862727778E+03    0.1872245792E+03   -0.9518014010E+00
    0.2896785556E+03    0.2885312983E+03    0.1147257292E+01
    0.2568662444E+03    0.2579836334E+03   -0.1117388986E+01
    0.2151194444E+03    0.2177229956E+03   -0.2603551141E+01
    0.2164706222E+03    0.2212355459E+03   -0.4764923654E+01
    0.1764319667E+03    0.1738327998E+03    0.2599166899E+01
    0.1980689000E+03    0.1955234711E+03    0.2545428911E+01
    0.1952178111E+03    0.1949169350E+03    0.3008760653E+00
    0.2016502556E+03    0.1997322053E+03    0.1918050223E+01
    0.2513636333E+03    0.2458568306E+03    0.5506802760E+01
    0.2534225000E+03    0.2491116988E+03    0.4310801226E+01
    0.2547179556E+03    0.2523490755E+03    0.2368880090E+01
    0.1924218778E+03    0.1914000926E+03    0.1021785135E+01
    0.2065748778E+03    0.2080114971E+03   -0.1436619324E+01
    0.2156308111E+03    0.2163820079E+03   -0.7511967744E+00
    0.2477960889E+03    0.2459663981E+03    0.1829690756E+01
    0.2990407000E+03    0.3023168497E+03   -0.3276149673E+01
    0.2877935333E+03    0.2905398508E+03   -0.2746317466E+01
    0.1870242778E+03    0.1789851237E+03    0.8039154067E+01
    0.1838565333E+03    0.1803219378E+03    0.3534595496E+01
    0.1915395111E+03    0.1941828396E+03   -0.2643328509E+01
    0.1921652444E+03    0.1970650786E+03   -0.4899834187E+01
    0.1813102889E+03    0.1691114736E+03    0.1219881525E+02
    0.1692373444E+03    0.1712257642E+03   -0.1988419728E+01
    0.1907203222E+03    0.1890730123E+03    0.1647309919E+01
    0.1876005778E+03    0.1877571616E+03   -0.1565837938E+00
    0.1818018444E+03    0.1832402405E+03   -0.1438396100E+01
    0.2193693111E+03    0.2255003818E+03   -0.6131070694E+01
    0.2862961111E+03    0.2825074261E+03    0.3788685028E+01
    0.2418327444E+03    0.2430794502E+03   -0.1246705788E+01
    0.2875471778E+03    0.2828670481E+03    0.4680129688E+01
    0.2096941111E+03    0.2118940330E+03   -0.2199921938E+01
    0.2737433333E+03    0.2705761424E+03    0.3167190931E+01
    0.2989490444E+03    0.2986462837E+03    0.3027607561E+00
Prediction RMSE and MaxAE:         3.7800804917       12.1988152479
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1862727778E+03    0.1857894949E+03    0.4832828436E+00
    0.2896785556E+03    0.2868683691E+03    0.2810186475E+01
    0.2568662444E+03    0.2562930024E+03    0.5732420779E+00
    0.2151194444E+03    0.2170891674E+03   -0.1969722909E+01
    0.2164706222E+03    0.2194509692E+03   -0.2980346928E+01
    0.1764319667E+03    0.1732172665E+03    0.3214700216E+01
    0.1980689000E+03    0.1952280992E+03    0.2840800828E+01
    0.1952178111E+03    0.1959440018E+03   -0.7261907205E+00
    0.2016502556E+03    0.2004842998E+03    0.1165955772E+01
    0.2513636333E+03    0.2465367873E+03    0.4826846021E+01
    0.2534225000E+03    0.2503404850E+03    0.3082014986E+01
    0.2547179556E+03    0.2542015678E+03    0.5163877068E+00
    0.1924218778E+03    0.1901226324E+03    0.2299245395E+01
    0.2065748778E+03    0.2073033712E+03   -0.7284934112E+00
    0.2156308111E+03    0.2161740748E+03   -0.5432637071E+00
    0.2477960889E+03    0.2486526073E+03   -0.8565184307E+00
    0.2990407000E+03    0.3011857204E+03   -0.2145020446E+01
    0.2877935333E+03    0.2907707842E+03   -0.2977250866E+01
    0.1870242778E+03    0.1859459116E+03    0.1078366225E+01
    0.1838565333E+03    0.1859557895E+03   -0.2099256159E+01
    0.1915395111E+03    0.1924469219E+03   -0.9074108073E+00
    0.1921652444E+03    0.1948613114E+03   -0.2696066949E+01
    0.1813102889E+03    0.1696771407E+03    0.1163314817E+02
    0.1692373444E+03    0.1706361927E+03   -0.1398848257E+01
    0.1907203222E+03    0.1911700353E+03   -0.4497131181E+00
    0.1876005778E+03    0.1897691992E+03   -0.2168621442E+01
    0.1818018444E+03    0.1847264624E+03   -0.2924617988E+01
    0.2193693111E+03    0.2235843567E+03   -0.4215045613E+01
    0.2862961111E+03    0.2805553117E+03    0.5740799457E+01
    0.2418327444E+03    0.2418159229E+03    0.1682157042E-01
    0.2875471778E+03    0.2849136062E+03    0.2633571565E+01
    0.2096941111E+03    0.2123293625E+03   -0.2635251400E+01
    0.2737433333E+03    0.2714904527E+03    0.2252880662E+01
    0.2989490444E+03    0.2988832253E+03    0.6581916624E-01
Prediction RMSE and MaxAE:         3.1106032916       11.6331481701
