Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3981010400E+00    0.3926302412E+00    0.5470798751E-02
    0.3065872278E+00    0.3143449887E+00   -0.7757760878E-02
    0.3946135729E+00    0.4065768373E+00   -0.1196326437E-01
    0.4021863310E+00    0.4063914540E+00   -0.4205122934E-02
    0.3076766726E+00    0.3282232152E+00   -0.2054654257E-01
    0.3904139452E+00    0.4154925616E+00   -0.2507861639E-01
    0.3131120344E+00    0.3226199394E+00   -0.9507905049E-02
    0.4057369914E+00    0.4196362126E+00   -0.1389922114E-01
    0.3035142463E+00    0.3207770762E+00   -0.1726282992E-01
    0.3057408244E+00    0.3135416317E+00   -0.7800807304E-02
    0.3022545026E+00    0.3125705811E+00   -0.1031607849E-01
    0.3485184075E+00    0.3332830106E+00    0.1523539689E-01
    0.3773174658E+00    0.4011509439E+00   -0.2383347817E-01
    0.3658986417E+00    0.3897322451E+00   -0.2383360337E-01
    0.4361630142E+00    0.4277314391E+00    0.8431575138E-02
    0.4349348493E+00    0.4262357384E+00    0.8699110899E-02
    0.3469210390E+00    0.3323060750E+00    0.1461496406E-01
Prediction RMSE and MaxAE:         0.0149103920        0.0250786164
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.3981010400E+00    0.3932582723E+00    0.4842767675E-02
    0.3065872278E+00    0.3152680252E+00   -0.8680797386E-02
    0.3946135729E+00    0.4140310972E+00   -0.1941752435E-01
    0.4021863310E+00    0.4110395377E+00   -0.8853206680E-02
    0.3076766726E+00    0.3273754052E+00   -0.1969873253E-01
    0.3904139452E+00    0.4135563238E+00   -0.2314237860E-01
    0.3131120344E+00    0.3229822886E+00   -0.9870254257E-02
    0.4057369914E+00    0.4233397259E+00   -0.1760273451E-01
    0.3035142463E+00    0.3179284310E+00   -0.1441418462E-01
    0.3057408244E+00    0.3175841840E+00   -0.1184335963E-01
    0.3022545026E+00    0.3120241814E+00   -0.9769678803E-02
    0.3485184075E+00    0.3394228406E+00    0.9095566921E-02
    0.3773174658E+00    0.3943977761E+00   -0.1708031031E-01
    0.3658986417E+00    0.3792356320E+00   -0.1333699028E-01
    0.4361630142E+00    0.4310614712E+00    0.5101543038E-02
    0.4349348493E+00    0.4306256451E+00    0.4309204235E-02
    0.3469210390E+00    0.3346201456E+00    0.1230089344E-01
Prediction RMSE and MaxAE:         0.0134532857        0.0231423786
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.3981010400E+00    0.3614127389E+00    0.3668830104E-01
    0.3065872278E+00    0.2835166901E+00    0.2307053769E-01
    0.3946135729E+00    0.4171624831E+00   -0.2254891022E-01
    0.4021863310E+00    0.4021354163E+00    0.5091476632E-04
    0.3076766726E+00    0.3122891747E+00   -0.4612502097E-02
    0.3904139452E+00    0.4116348987E+00   -0.2122095351E-01
    0.3131120344E+00    0.3280124093E+00   -0.1490037497E-01
    0.4057369914E+00    0.4270268522E+00   -0.2128986079E-01
    0.3035142463E+00    0.3018149175E+00    0.1699328780E-02
    0.3057408244E+00    0.3193578092E+00   -0.1361698477E-01
    0.3022545026E+00    0.2867897150E+00    0.1546478762E-01
    0.3485184075E+00    0.3419665459E+00    0.6551861653E-02
    0.3773174658E+00    0.3958176602E+00   -0.1850019438E-01
    0.3658986417E+00    0.3822749449E+00   -0.1637630323E-01
    0.4361630142E+00    0.4314230555E+00    0.4739958730E-02
    0.4349348493E+00    0.4331995429E+00    0.1735306423E-02
    0.3469210390E+00    0.3364320769E+00    0.1048896215E-01
Prediction RMSE and MaxAE:         0.0167155341        0.0366883010
