Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3692808565E+00    0.3719730104E+00   -0.2692153956E-02
    0.3996236202E+00    0.4094109613E+00   -0.9787341109E-02
    0.3092389430E+00    0.3139111176E+00   -0.4672174563E-02
    0.3687133635E+00    0.3601258262E+00    0.8587537247E-02
    0.4010305618E+00    0.4072337250E+00   -0.6203163119E-02
    0.3928852735E+00    0.4074027222E+00   -0.1451744873E-01
    0.3763802550E+00    0.3703664526E+00    0.6013802317E-02
    0.3616999086E+00    0.3531167256E+00    0.8583183004E-02
    0.3710709739E+00    0.3699104690E+00    0.1160504909E-02
    0.3914804504E+00    0.3986973041E+00   -0.7216853690E-02
    0.3701456579E+00    0.3862059135E+00   -0.1606025557E-01
    0.4270794082E+00    0.3985190747E+00    0.2856033348E-01
    0.3674602020E+00    0.3624750611E+00    0.4985140933E-02
    0.3728675248E+00    0.3503006741E+00    0.2256685067E-01
    0.3234392652E+00    0.3050367910E+00    0.1840247422E-01
    0.3299490417E+00    0.3200603577E+00    0.9888684021E-02
    0.3049439245E+00    0.2975022319E+00    0.7441692563E-02
    0.3008492847E+00    0.2978216707E+00    0.3027614018E-02
    0.3007543390E+00    0.2979809053E+00    0.2773433682E-02
    0.3039891654E+00    0.2984566704E+00    0.5532495031E-02
    0.3042505979E+00    0.2985356818E+00    0.5714916077E-02
    0.4311080150E+00    0.4277789472E+00    0.3329067766E-02
    0.4281518174E+00    0.4254586920E+00    0.2693125391E-02
    0.4324042533E+00    0.4230014750E+00    0.9402778301E-02
    0.3888947959E+00    0.3947729986E+00   -0.5878202723E-02
    0.4279795549E+00    0.4116564975E+00    0.1632305737E-01
    0.4159233320E+00    0.3981086924E+00    0.1781463960E-01
    0.3608270649E+00    0.3497589032E+00    0.1106816167E-01
    0.3256278511E+00    0.3165936805E+00    0.9034170585E-02
    0.3036860037E+00    0.3035438679E+00    0.1421358433E-03
    0.3766460280E+00    0.3663574670E+00    0.1028856101E-01
    0.3584288290E+00    0.3538404087E+00    0.4588420297E-02
    0.3463282239E+00    0.3417645953E+00    0.4563628576E-02
    0.3065945036E+00    0.3188260116E+00   -0.1223150807E-01
Prediction RMSE and MaxAE:         0.0108700732        0.0285603335
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.3692808565E+00    0.3666609198E+00    0.2619936715E-02
    0.3996236202E+00    0.4095842723E+00   -0.9960652182E-02
    0.3092389430E+00    0.3139530020E+00   -0.4714058999E-02
    0.3687133635E+00    0.3557261579E+00    0.1298720554E-01
    0.4010305618E+00    0.3991157615E+00    0.1914800304E-02
    0.3928852735E+00    0.3994703699E+00   -0.6585096426E-02
    0.3763802550E+00    0.3665864047E+00    0.9793850264E-02
    0.3616999086E+00    0.3532409641E+00    0.8458944449E-02
    0.3710709739E+00    0.3704281910E+00    0.6427828847E-03
    0.3914804504E+00    0.4092319989E+00   -0.1775154849E-01
    0.3701456579E+00    0.3950011990E+00   -0.2485554113E-01
    0.4270794082E+00    0.4000289209E+00    0.2705048726E-01
    0.3674602020E+00    0.3681526238E+00   -0.6924218070E-03
    0.3728675248E+00    0.3576007445E+00    0.1526678026E-01
    0.3234392652E+00    0.3220197458E+00    0.1419519389E-02
    0.3299490417E+00    0.3257929683E+00    0.4156073409E-02
    0.3049439245E+00    0.2880928511E+00    0.1685107337E-01
    0.3008492847E+00    0.2888250341E+00    0.1202425061E-01
    0.3007543390E+00    0.2892810479E+00    0.1147329112E-01
    0.3039891654E+00    0.2911955673E+00    0.1279359808E-01
    0.3042505979E+00    0.2916251038E+00    0.1262549411E-01
    0.4311080150E+00    0.4237975338E+00    0.7310481102E-02
    0.4281518174E+00    0.4223293612E+00    0.5822456136E-02
    0.4324042533E+00    0.4199687663E+00    0.1243548705E-01
    0.3888947959E+00    0.3887948679E+00    0.9992799892E-04
    0.4279795549E+00    0.4147297115E+00    0.1324984346E-01
    0.4159233320E+00    0.3958034322E+00    0.2011989980E-01
    0.3608270649E+00    0.3571340483E+00    0.3693016540E-02
    0.3256278511E+00    0.3229177640E+00    0.2710087053E-02
    0.3036860037E+00    0.3095960452E+00   -0.5910041441E-02
    0.3766460280E+00    0.3691714264E+00    0.7474601637E-02
    0.3584288290E+00    0.3543263046E+00    0.4102524388E-02
    0.3463282239E+00    0.3406860515E+00    0.5642172338E-02
    0.3065945036E+00    0.3162234131E+00   -0.9628909497E-02
Prediction RMSE and MaxAE:         0.0113606055        0.0270504873
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.3692808565E+00    0.3628262032E+00    0.6454653283E-02
    0.3996236202E+00    0.4153128854E+00   -0.1568926523E-01
    0.3092389430E+00    0.3184609205E+00   -0.9221977529E-02
    0.3687133635E+00    0.3529602078E+00    0.1575315564E-01
    0.4010305618E+00    0.3992316817E+00    0.1798880104E-02
    0.3928852735E+00    0.3965292520E+00   -0.3643978535E-02
    0.3763802550E+00    0.3660700581E+00    0.1031019683E-01
    0.3616999086E+00    0.3555375674E+00    0.6162341152E-02
    0.3710709739E+00    0.3729877158E+00   -0.1916741978E-02
    0.3914804504E+00    0.4089914522E+00   -0.1751100177E-01
    0.3701456579E+00    0.3928162827E+00   -0.2267062479E-01
    0.4270794082E+00    0.4066643646E+00    0.2041504351E-01
    0.3674602020E+00    0.3737058504E+00   -0.6245648366E-02
    0.3728675248E+00    0.3651204998E+00    0.7747024951E-02
    0.3234392652E+00    0.3104863400E+00    0.1295292518E-01
    0.3299490417E+00    0.3206801855E+00    0.9268856221E-02
    0.3049439245E+00    0.2912055997E+00    0.1373832477E-01
    0.3008492847E+00    0.2926153727E+00    0.8233911967E-02
    0.3007543390E+00    0.2932245498E+00    0.7529789190E-02
    0.3039891654E+00    0.2946433154E+00    0.9345850054E-02
    0.3042505979E+00    0.2948216829E+00    0.9428914987E-02
    0.4311080150E+00    0.4349921774E+00   -0.3884162489E-02
    0.4281518174E+00    0.4355156376E+00   -0.7363820184E-02
    0.4324042533E+00    0.4322296422E+00    0.1746111761E-03
    0.3888947959E+00    0.3865139899E+00    0.2380805957E-02
    0.4279795549E+00    0.4138814810E+00    0.1409807394E-01
    0.4159233320E+00    0.3964877582E+00    0.1943557379E-01
    0.3608270649E+00    0.3644153051E+00   -0.3588240232E-02
    0.3256278511E+00    0.3226753573E+00    0.2952493741E-02
    0.3036860037E+00    0.3053507543E+00   -0.1664750551E-02
    0.3766460280E+00    0.3665046266E+00    0.1014140141E-01
    0.3584288290E+00    0.3522695825E+00    0.6159246571E-02
    0.3463282239E+00    0.3393745086E+00    0.6953715279E-02
    0.3065945036E+00    0.3167703749E+00   -0.1017587134E-01
Prediction RMSE and MaxAE:         0.0106185350        0.0226706248
