Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1561954667E+03    0.1471632671E+03    0.9032199604E+01
    0.1839162333E+03    0.1743638654E+03    0.9552367958E+01
    0.1734750667E+03    0.1694706337E+03    0.4004432977E+01
    0.1444144000E+03    0.1492701349E+03   -0.4855734857E+01
    0.1667517667E+03    0.1628792503E+03    0.3872516326E+01
    0.1536641667E+03    0.1635284716E+03   -0.9864304919E+01
    0.2001243000E+03    0.1979862925E+03    0.2138007538E+01
    0.1883374667E+03    0.1924606931E+03   -0.4123226425E+01
    0.1835913333E+03    0.1894718256E+03   -0.5880492262E+01
    0.1720329333E+03    0.1794619153E+03   -0.7428981923E+01
    0.1396084667E+03    0.1431791135E+03   -0.3570646862E+01
    0.1358025333E+03    0.1423185220E+03   -0.6515988710E+01
    0.1486229333E+03    0.1560068902E+03   -0.7383956899E+01
    0.1411087000E+03    0.1483830053E+03   -0.7274305293E+01
    0.1637659667E+03    0.1733224291E+03   -0.9556462391E+01
    0.1724003000E+03    0.1843724108E+03   -0.1197211080E+02
    0.1854390333E+03    0.1932621838E+03   -0.7823150466E+01
Prediction RMSE and MaxAE:         7.2541671374       11.9721108012
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1561954667E+03    0.1541866354E+03    0.2008831301E+01
    0.1839162333E+03    0.1777159512E+03    0.6200282133E+01
    0.1734750667E+03    0.1714784623E+03    0.1996604403E+01
    0.1444144000E+03    0.1457844420E+03   -0.1370041982E+01
    0.1667517667E+03    0.1638165267E+03    0.2935239993E+01
    0.1536641667E+03    0.1513115218E+03    0.2352644888E+01
    0.2001243000E+03    0.2069566735E+03   -0.6832373509E+01
    0.1883374667E+03    0.1986807450E+03   -0.1034327834E+02
    0.1835913333E+03    0.1946282432E+03   -0.1103690989E+02
    0.1720329333E+03    0.1828125877E+03   -0.1077965435E+02
    0.1396084667E+03    0.1476635528E+03   -0.8055086111E+01
    0.1358025333E+03    0.1463718107E+03   -0.1056927739E+02
    0.1486229333E+03    0.1564023170E+03   -0.7779383702E+01
    0.1411087000E+03    0.1500902729E+03   -0.8981572879E+01
    0.1637659667E+03    0.1604256059E+03    0.3340360739E+01
    0.1724003000E+03    0.1725531611E+03   -0.1528611096E+00
    0.1854390333E+03    0.1857137044E+03   -0.2746710613E+00
Prediction RMSE and MaxAE:         6.7875764524       11.0369098879
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1561954667E+03    0.1633668401E+03   -0.7171373431E+01
    0.1839162333E+03    0.1778102236E+03    0.6106009698E+01
    0.1734750667E+03    0.1745031754E+03   -0.1028108775E+01
    0.1444144000E+03    0.1412839402E+03    0.3130459796E+01
    0.1667517667E+03    0.1669748872E+03   -0.2231205780E+00
    0.1536641667E+03    0.1527005238E+03    0.9636428924E+00
    0.2001243000E+03    0.1973481847E+03    0.2776115295E+01
    0.1883374667E+03    0.1880187528E+03    0.3187138447E+00
    0.1835913333E+03    0.1834955193E+03    0.9581403643E-01
    0.1720329333E+03    0.1704987387E+03    0.1534194597E+01
    0.1396084667E+03    0.1435187509E+03   -0.3910284237E+01
    0.1358025333E+03    0.1424951122E+03   -0.6692578890E+01
    0.1486229333E+03    0.1528059611E+03   -0.4183027787E+01
    0.1411087000E+03    0.1463874856E+03   -0.5278785561E+01
    0.1637659667E+03    0.1643984337E+03   -0.6324670373E+00
    0.1724003000E+03    0.1749533207E+03   -0.2553020657E+01
    0.1854390333E+03    0.1856088983E+03   -0.1698649644E+00
Prediction RMSE and MaxAE:         3.6227181263        7.1713734315
