Predictions (y,pred,y-pred) by the model of dimension:     1
    0.5629570000E+02    0.4878337432E+02    0.7512325684E+01
    0.1236949333E+03    0.1055763744E+03    0.1811855893E+02
    0.6419260000E+02    0.7362596367E+02   -0.9433363672E+01
    0.6074053333E+02    0.5293938971E+02    0.7801143624E+01
    0.5040940000E+02    0.5203049176E+02   -0.1621091762E+01
    0.6252836667E+02    0.5991187840E+02    0.2616488266E+01
    0.7978300000E+02    0.9218447582E+02   -0.1240147582E+02
    0.2953980000E+02    0.3556085860E+02   -0.6021058603E+01
    0.6125163333E+02    0.6568260959E+02   -0.4430976261E+01
    0.1227551333E+03    0.1292239132E+03   -0.6468779850E+01
    0.1092017667E+03    0.1151287608E+03   -0.5926994094E+01
    0.1519966667E+02    0.1992823035E+02   -0.4728563681E+01
    0.2608033333E+02    0.3078309452E+02   -0.4702761182E+01
    0.2318960000E+02    0.2699739485E+02   -0.3807794855E+01
    0.9001296667E+02    0.9961199518E+02   -0.9599028509E+01
    0.6961473333E+02    0.5789947751E+02    0.1171525583E+02
    0.1186644000E+03    0.1181264363E+03    0.5379636727E+00
Prediction RMSE and MaxAE:         8.1144300624       18.1185589292
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.5629570000E+02    0.5691931679E+02   -0.6236167877E+00
    0.1236949333E+03    0.1139069419E+03    0.9787991451E+01
    0.6419260000E+02    0.8412809010E+02   -0.1993549010E+02
    0.6074053333E+02    0.6174831051E+02   -0.1007777176E+01
    0.5040940000E+02    0.4226612542E+02    0.8143274580E+01
    0.6252836667E+02    0.5115358413E+02    0.1137478254E+02
    0.7978300000E+02    0.8369072108E+02   -0.3907721083E+01
    0.2953980000E+02    0.2229149441E+02    0.7248305589E+01
    0.6125163333E+02    0.5740896892E+02    0.3842664417E+01
    0.1227551333E+03    0.1332494680E+03   -0.1049433466E+02
    0.1092017667E+03    0.1220819438E+03   -0.1288017716E+02
    0.1519966667E+02    0.1978437159E+02   -0.4584704924E+01
    0.2608033333E+02    0.3454559062E+02   -0.8465257290E+01
    0.2318960000E+02    0.2951347505E+02   -0.6323875047E+01
    0.9001296667E+02    0.9040990028E+02   -0.3969336157E+00
    0.6961473333E+02    0.4892292693E+02    0.2069180640E+02
    0.1186644000E+03    0.1060858334E+03    0.1257856656E+02
Prediction RMSE and MaxAE:        10.1984318466       20.6918064032
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.5629570000E+02    0.5592260251E+02    0.3730974888E+00
    0.1236949333E+03    0.1195161804E+03    0.4178752945E+01
    0.6419260000E+02    0.8393805078E+02   -0.1974545078E+02
    0.6074053333E+02    0.6100719562E+02   -0.2666622849E+00
    0.5040940000E+02    0.3930210492E+02    0.1110729508E+02
    0.6252836667E+02    0.4814972681E+02    0.1437863986E+02
    0.7978300000E+02    0.8437777293E+02   -0.4594772927E+01
    0.2953980000E+02    0.2100107621E+02    0.8538723788E+01
    0.6125163333E+02    0.5470825941E+02    0.6543373919E+01
    0.1227551333E+03    0.1257887316E+03   -0.3033598217E+01
    0.1092017667E+03    0.1107562068E+03   -0.1554440101E+01
    0.1519966667E+02    0.2110143635E+02   -0.5901769683E+01
    0.2608033333E+02    0.3577855071E+02   -0.9698217372E+01
    0.2318960000E+02    0.3150381883E+02   -0.8314218832E+01
    0.9001296667E+02    0.9270987303E+02   -0.2696906362E+01
    0.6961473333E+02    0.4639279091E+02    0.2322194242E+02
    0.1186644000E+03    0.1137651133E+03    0.4899286719E+01
Prediction RMSE and MaxAE:         9.8657945999       23.2219424225
