     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
         1    0.4067373667E+03    0.4229797547E+03    0.1564553420E+00    0.5796437453E-02
         2    0.2857956333E+03    0.3140966068E+03    0.1256449681E+00    0.5020529412E-02
         3    0.3071145667E+03    0.3177301269E+03    0.1292932979E+00    0.8835736843E-02
         4    0.3819834000E+03    0.3895468752E+03    0.1472636832E+00    0.5946868314E-02
         5    0.3764530667E+03    0.3745212816E+03    0.1458866450E+00    0.9997245852E-02
         6    0.3041485333E+03    0.3265278504E+03    0.1294680287E+00    0.5550824703E-02
         7    0.2725297000E+03    0.2929819352E+03    0.1199620878E+00    0.5292188690E-02
         8    0.2541748667E+03    0.2597081377E+03    0.1194459134E+00    0.1792525670E-01
         9    0.2338034333E+03    0.2292680239E+03    0.1104716359E+00    0.1718666074E-01
        10    0.2403534000E+03    0.2727809147E+03    0.1115064582E+00    0.1186476003E-02
        11    0.4148450000E+03    0.4213903737E+03    0.1629148072E+00    0.1577730322E-01
        12    0.4670846000E+03    0.4862057601E+03    0.1708132066E+00    0.1137474066E-02
        13    0.2451061333E+03    0.2669715993E+03    0.1096479226E+00    0.8345920797E-03
        14    0.2466809333E+03    0.2420894372E+03    0.1107158683E+00    0.1238431624E-01
        15    0.3836031333E+03    0.3835178472E+03    0.1518740221E+00    0.1503870726E-01
        16    0.4187009000E+03    0.4323950864E+03    0.1583420094E+00    0.4739008117E-02
        17    0.2869700333E+03    0.3345308914E+03    0.1278550165E+00    0.0000000000E+00
        18    0.2344907333E+03    0.2377804368E+03    0.1040069050E+00    0.4414392658E-02
        19    0.3091172667E+03    0.3346781798E+03    0.1314848576E+00    0.5190300699E-02
        20    0.3266636333E+03    0.3277180475E+03    0.1308285142E+00    0.7039793131E-02
        21    0.3849960667E+03    0.4031830660E+03    0.1499583326E+00    0.4360724309E-02
        22    0.3781231333E+03    0.3908160678E+03    0.1485545096E+00    0.7303330284E-02
        23    0.2309024667E+03    0.2413621036E+03    0.1046371660E+00    0.3885677990E-02
        24    0.2616502000E+03    0.3082355908E+03    0.1205438727E+00    0.0000000000E+00
        25    0.2359238667E+03    0.2338694843E+03    0.1048396059E+00    0.7191270438E-02
        26    0.2859014667E+03    0.2963063318E+03    0.1228070175E+00    0.8069808050E-02
        27    0.3027135333E+03    0.3194964904E+03    0.1281173443E+00    0.6424792672E-02
        28    0.3238940333E+03    0.3389043301E+03    0.1318124281E+00    0.3964680699E-02
        29    0.2779039000E+03    0.2967173556E+03    0.1198201029E+00    0.3584816269E-02
        30    0.2942082000E+03    0.3046943779E+03    0.1221218584E+00    0.3706044685E-02
        31    0.3058423333E+03    0.2985063149E+03    0.1239692654E+00    0.8866042334E-02
        32    0.2552500667E+03    0.2384279284E+03    0.1070514094E+00    0.8557037076E-02
        33    0.2961311333E+03    0.2687184719E+03    0.1159841004E+00    0.9295633030E-02
        34    0.4175716333E+03    0.4286340374E+03    0.1638848199E+00    0.1426743416E-01
        35    0.4715966000E+03    0.4901309437E+03    0.1718332098E+00    0.1034280040E-02
        36    0.2449100333E+03    0.2752774831E+03    0.1113802024E+00    0.0000000000E+00
        37    0.2220599667E+03    0.2078786597E+03    0.1037775683E+00    0.1610638238E-01
        38    0.3850257000E+03    0.4251618262E+03    0.1530540362E+00    0.0000000000E+00
        39    0.2249314667E+03    0.2430407734E+03    0.1029431445E+00    0.7607590060E-03
        40    0.2500072667E+03    0.2695049487E+03    0.1102809403E+00    0.7313980537E-03
        41    0.2591231667E+03    0.2481445329E+03    0.1113554116E+00    0.1087444718E-01
        42    0.4540849667E+03    0.4201855166E+03    0.1617432269E+00    0.1456742695E-01
        43    0.4109789667E+03    0.4230631959E+03    0.1559966593E+00    0.5099532121E-02
        44    0.3771303667E+03    0.3813668967E+03    0.1466335354E+00    0.8324751666E-02
        45    0.3714014333E+03    0.3849838777E+03    0.1452302513E+00    0.4840896107E-02
        46    0.2889783333E+03    0.2708037582E+03    0.1184025513E+00    0.1195472554E-01
