Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3027135333E+03    0.3285365065E+03   -0.2582297314E+02
    0.2220599667E+03    0.2412470502E+03   -0.1918708353E+02
    0.3007642333E+03    0.2934936228E+03    0.7270610531E+01
    0.4433844000E+03    0.4332173209E+03    0.1016707909E+02
    0.2892323000E+03    0.2565422150E+03    0.3269008499E+02
    0.3554397667E+03    0.3244352998E+03    0.3100446691E+02
    0.4401088000E+03    0.4128687324E+03    0.2724006756E+02
    0.5145655000E+03    0.5181183480E+03   -0.3552847998E+01
    0.5065376667E+03    0.5057946596E+03    0.7430070595E+00
    0.2560003000E+03    0.2443821939E+03    0.1161810614E+02
    0.2675822667E+03    0.2549454401E+03    0.1263682662E+02
    0.2355563000E+03    0.2370582587E+03   -0.1501958682E+01
    0.2534079333E+03    0.2459369072E+03    0.7471026108E+01
    0.4822870667E+03    0.4534492228E+03    0.2883784382E+02
    0.3183324000E+03    0.2978672001E+03    0.2046519992E+02
    0.4555808667E+03    0.4288939758E+03    0.2668689085E+02
    0.5097796667E+03    0.4955176081E+03    0.1426205861E+02
Prediction RMSE and MaxAE:        19.5464756485       32.6900849851
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.3027135333E+03    0.3109452053E+03   -0.8231671937E+01
    0.2220599667E+03    0.2411064699E+03   -0.1904650323E+02
    0.3007642333E+03    0.3084004447E+03   -0.7636211346E+01
    0.4433844000E+03    0.4482063261E+03   -0.4821926135E+01
    0.2892323000E+03    0.2957022128E+03   -0.6469912789E+01
    0.3554397667E+03    0.3430545250E+03    0.1238524169E+02
    0.4401088000E+03    0.4254890271E+03    0.1461977295E+02
    0.5145655000E+03    0.5164721451E+03   -0.1906645056E+01
    0.5065376667E+03    0.5000991034E+03    0.6438563243E+01
    0.2560003000E+03    0.2452577120E+03    0.1074258801E+02
    0.2675822667E+03    0.2567901368E+03    0.1079212982E+02
    0.2355563000E+03    0.2335819510E+03    0.1974348954E+01
    0.2534079333E+03    0.2445581045E+03    0.8849828874E+01
    0.4822870667E+03    0.4712066365E+03    0.1108043015E+02
    0.3183324000E+03    0.3241653670E+03   -0.5832967015E+01
    0.4555808667E+03    0.4445691793E+03    0.1101168734E+02
    0.5097796667E+03    0.5241387706E+03   -0.1435910395E+02
Prediction RMSE and MaxAE:        10.1879568142       19.0465032283
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.3027135333E+03    0.3093051737E+03   -0.6591640351E+01
    0.2220599667E+03    0.2480962896E+03   -0.2603632298E+02
    0.3007642333E+03    0.2974526695E+03    0.3311563874E+01
    0.4433844000E+03    0.4468597203E+03   -0.3475320293E+01
    0.2892323000E+03    0.2733580532E+03    0.1587424684E+02
    0.3554397667E+03    0.3457023190E+03    0.9737447699E+01
    0.4401088000E+03    0.4322641033E+03    0.7844696696E+01
    0.5145655000E+03    0.5201543574E+03   -0.5588857405E+01
    0.5065376667E+03    0.5035922924E+03    0.2945374284E+01
    0.2560003000E+03    0.2531523526E+03    0.2847947431E+01
    0.2675822667E+03    0.2701877561E+03   -0.2605489397E+01
    0.2355563000E+03    0.2413410032E+03   -0.5784703225E+01
    0.2534079333E+03    0.2556596471E+03   -0.2251713774E+01
    0.4822870667E+03    0.4744570148E+03    0.7830051857E+01
    0.3183324000E+03    0.3194065795E+03   -0.1074179461E+01
    0.4555808667E+03    0.4535675575E+03    0.2013309123E+01
    0.5097796667E+03    0.5175289826E+03   -0.7749315950E+01
Prediction RMSE and MaxAE:         8.9857561721       26.0363229828
