Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1611783000E+03    0.1499376487E+03    0.1124065128E+02
    0.1709626667E+03    0.1568040749E+03    0.1415859180E+02
    0.1737680667E+03    0.1590132816E+03    0.1475478509E+02
    0.1600181667E+03    0.1635212888E+03   -0.3503122165E+01
    0.1622793333E+03    0.1691140738E+03   -0.6834740476E+01
    0.1608522333E+03    0.1581131701E+03    0.2739063209E+01
    0.1987726333E+03    0.1886270321E+03    0.1014560121E+02
    0.1769676000E+03    0.1580654268E+03    0.1890217325E+02
    0.1474437667E+03    0.1529258955E+03   -0.5482128812E+01
    0.1438216667E+03    0.1558290966E+03   -0.1200742989E+02
    0.1665557000E+03    0.1668875235E+03   -0.3318234866E+00
    0.1554750000E+03    0.1687749961E+03   -0.1329999612E+02
    0.1826803000E+03    0.1879899284E+03   -0.5309628432E+01
    0.1851899000E+03    0.1870560672E+03   -0.1866167247E+01
    0.1488808333E+03    0.1571177542E+03   -0.8236920855E+01
    0.1531141000E+03    0.1636632789E+03   -0.1054917891E+02
    0.1844319000E+03    0.1888853675E+03   -0.4453467522E+01
Prediction RMSE and MaxAE:         9.8611158349       18.9021732483
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1611783000E+03    0.1575497116E+03    0.3628588410E+01
    0.1709626667E+03    0.1667662769E+03    0.4196389727E+01
    0.1737680667E+03    0.1557724073E+03    0.1799565937E+02
    0.1600181667E+03    0.1719598797E+03   -0.1194171299E+02
    0.1622793333E+03    0.1684982989E+03   -0.6218965573E+01
    0.1608522333E+03    0.1640608636E+03   -0.3208630264E+01
    0.1987726333E+03    0.1943863414E+03    0.4386291913E+01
    0.1769676000E+03    0.1731834637E+03    0.3784136276E+01
    0.1474437667E+03    0.1412287247E+03    0.6215041933E+01
    0.1438216667E+03    0.1515734933E+03   -0.7751826670E+01
    0.1665557000E+03    0.1603307318E+03    0.6224968225E+01
    0.1554750000E+03    0.1607226217E+03   -0.5247621680E+01
    0.1826803000E+03    0.1879272109E+03   -0.5246910878E+01
    0.1851899000E+03    0.1861739146E+03   -0.9840146072E+00
    0.1488808333E+03    0.1400965955E+03    0.8784237848E+01
    0.1531141000E+03    0.1462752334E+03    0.6838866619E+01
    0.1844319000E+03    0.1796802752E+03    0.4751624781E+01
Prediction RMSE and MaxAE:         7.3555471042       17.9956593696
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1611783000E+03    0.1680305326E+03   -0.6852232637E+01
    0.1709626667E+03    0.1695969425E+03    0.1365724189E+01
    0.1737680667E+03    0.1686689769E+03    0.5099089722E+01
    0.1600181667E+03    0.1790710688E+03   -0.1905290213E+02
    0.1622793333E+03    0.1781351481E+03   -0.1585581473E+02
    0.1608522333E+03    0.1614532923E+03   -0.6010589325E+00
    0.1987726333E+03    0.1985624164E+03    0.2102169723E+00
    0.1769676000E+03    0.1705871487E+03    0.6380451261E+01
    0.1474437667E+03    0.1422885618E+03    0.5155204903E+01
    0.1438216667E+03    0.1487014097E+03   -0.4879743082E+01
    0.1665557000E+03    0.1642139684E+03    0.2341731613E+01
    0.1554750000E+03    0.1567909728E+03   -0.1315972824E+01
    0.1826803000E+03    0.1826691888E+03    0.1111116784E-01
    0.1851899000E+03    0.1865979516E+03   -0.1408051640E+01
    0.1488808333E+03    0.1444319948E+03    0.4448838563E+01
    0.1531141000E+03    0.1499092232E+03    0.3204876819E+01
    0.1844319000E+03    0.1849340220E+03   -0.5021219907E+00
Prediction RMSE and MaxAE:         6.9462488951       19.0529021308
