Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2586766667E+03    0.2919110438E+03   -0.3323437710E+02
    0.3023439333E+03    0.3258695840E+03   -0.2352565068E+02
    0.2956743000E+03    0.3372173557E+03   -0.4154305570E+02
    0.2801430000E+03    0.2672491740E+03    0.1289382602E+02
    0.2908341667E+03    0.2544936861E+03    0.3634048059E+02
    0.2527308000E+03    0.2774528892E+03   -0.2472208918E+02
    0.4458766000E+03    0.4379475659E+03    0.7929034096E+01
    0.3817229000E+03    0.4169718183E+03   -0.3524891829E+02
    0.2587401333E+03    0.2584923175E+03    0.2478158635E+00
    0.4037782333E+03    0.3891261448E+03    0.1465208856E+02
    0.3186861333E+03    0.3212379404E+03   -0.2551807036E+01
    0.3151633333E+03    0.3257108183E+03   -0.1054748495E+02
    0.4642795333E+03    0.4445518735E+03    0.1972765982E+02
    0.4207501667E+03    0.4032490506E+03    0.1750111603E+02
    0.2921547667E+03    0.2800066991E+03    0.1214806761E+02
    0.3085777333E+03    0.3065553151E+03    0.2022418198E+01
    0.4795982333E+03    0.4525727036E+03    0.2702552976E+02
Prediction RMSE and MaxAE:        22.6186352224       41.5430557036
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2586766667E+03    0.2770575850E+03   -0.1838091834E+02
    0.3023439333E+03    0.3041461246E+03   -0.1802191264E+01
    0.2956743000E+03    0.3138599137E+03   -0.1818561373E+02
    0.2801430000E+03    0.2718986733E+03    0.8244326681E+01
    0.2908341667E+03    0.2744094799E+03    0.1642468678E+02
    0.2527308000E+03    0.2677797694E+03   -0.1504896942E+02
    0.4458766000E+03    0.4292171711E+03    0.1665942894E+02
    0.3817229000E+03    0.3978113889E+03   -0.1608848885E+02
    0.2587401333E+03    0.2937574545E+03   -0.3501732115E+02
    0.4037782333E+03    0.3915113785E+03    0.1226685479E+02
    0.3186861333E+03    0.3384796044E+03   -0.1979347109E+02
    0.3151633333E+03    0.3344351434E+03   -0.1927181007E+02
    0.4642795333E+03    0.4601283374E+03    0.4151195886E+01
    0.4207501667E+03    0.4193858994E+03    0.1364267301E+01
    0.2921547667E+03    0.2815071750E+03    0.1064759166E+02
    0.3085777333E+03    0.3003152488E+03    0.8262484484E+01
    0.4795982333E+03    0.4534788085E+03    0.2611942481E+02
Prediction RMSE and MaxAE:        16.7950271275       35.0173211508
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2586766667E+03    0.2744780632E+03   -0.1580139653E+02
    0.3023439333E+03    0.3058387596E+03   -0.3494826259E+01
    0.2956743000E+03    0.3081411144E+03   -0.1246681440E+02
    0.2801430000E+03    0.2744913594E+03    0.5651640604E+01
    0.2908341667E+03    0.2744436851E+03    0.1639048154E+02
    0.2527308000E+03    0.2440582485E+03    0.8672551455E+01
    0.4458766000E+03    0.4322047463E+03    0.1367185367E+02
    0.3817229000E+03    0.3924280673E+03   -0.1070516731E+02
    0.2587401333E+03    0.2655853170E+03   -0.6845183687E+01
    0.4037782333E+03    0.3916359749E+03    0.1214225844E+02
    0.3186861333E+03    0.3413586675E+03   -0.2267253419E+02
    0.3151633333E+03    0.3131553825E+03    0.2007950799E+01
    0.4642795333E+03    0.4695842736E+03   -0.5304740228E+01
    0.4207501667E+03    0.4228772324E+03   -0.2127065773E+01
    0.2921547667E+03    0.2783392548E+03    0.1381551187E+02
    0.3085777333E+03    0.3022196366E+03    0.6358096705E+01
    0.4795982333E+03    0.4677252552E+03    0.1187297818E+02
Prediction RMSE and MaxAE:        11.4067430336       22.6725341946
