Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2403534000E+03    0.2759749373E+03   -0.3562153729E+02
    0.4670846000E+03    0.4769121409E+03   -0.9827540922E+01
    0.3849960667E+03    0.3926629765E+03   -0.7666909846E+01
    0.3058423333E+03    0.3069261830E+03   -0.1083849700E+01
    0.2591231667E+03    0.2789045253E+03   -0.1978135863E+02
    0.3199497667E+03    0.3111352978E+03    0.8814468835E+01
    0.4355697667E+03    0.4151620064E+03    0.2040776030E+02
    0.4394029000E+03    0.4317362656E+03    0.7666634382E+01
    0.3256563000E+03    0.3105440744E+03    0.1511222561E+02
    0.2569182667E+03    0.2394768108E+03    0.1744145590E+02
    0.2647965333E+03    0.2365568834E+03    0.2823964991E+02
    0.2603128667E+03    0.2376761889E+03    0.2263667776E+02
    0.2640742333E+03    0.2391118199E+03    0.2496241348E+02
    0.2584595333E+03    0.2394281453E+03    0.1903138802E+02
    0.3468133333E+03    0.3516127756E+03   -0.4799442239E+01
    0.4874887333E+03    0.4796605675E+03    0.7828165869E+01
    0.3586237000E+03    0.3545167887E+03    0.4106911276E+01
Prediction RMSE and MaxAE:        17.6546274665       35.6215372930
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2403534000E+03    0.2672423500E+03   -0.2688894997E+02
    0.4670846000E+03    0.4862397094E+03   -0.1915510942E+02
    0.3849960667E+03    0.4000386847E+03   -0.1504261807E+02
    0.3058423333E+03    0.2842145651E+03    0.2162776819E+02
    0.2591231667E+03    0.2535318143E+03    0.5591352384E+01
    0.3199497667E+03    0.3033565921E+03    0.1659317454E+02
    0.4355697667E+03    0.4133940757E+03    0.2217569094E+02
    0.4394029000E+03    0.4244917198E+03    0.1491118021E+02
    0.3256563000E+03    0.3189993114E+03    0.6656988564E+01
    0.2569182667E+03    0.2439494869E+03    0.1296877973E+02
    0.2647965333E+03    0.2578121452E+03    0.6984388163E+01
    0.2603128667E+03    0.2333662489E+03    0.2694661779E+02
    0.2640742333E+03    0.2568012888E+03    0.7272944553E+01
    0.2584595333E+03    0.2567194647E+03    0.1740068596E+01
    0.3468133333E+03    0.3521369223E+03   -0.5323589003E+01
    0.4874887333E+03    0.4745145845E+03    0.1297414880E+02
    0.3586237000E+03    0.3701751258E+03   -0.1155142581E+02
Prediction RMSE and MaxAE:        15.6770918657       26.9466177886
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2403534000E+03    0.2517621258E+03   -0.1140872579E+02
    0.4670846000E+03    0.4734345411E+03   -0.6349941110E+01
    0.3849960667E+03    0.3950759747E+03   -0.1007990805E+02
    0.3058423333E+03    0.2993155833E+03    0.6526750017E+01
    0.2591231667E+03    0.2528053330E+03    0.6317833632E+01
    0.3199497667E+03    0.3132352991E+03    0.6714467596E+01
    0.4355697667E+03    0.4163921773E+03    0.1917758942E+02
    0.4394029000E+03    0.4276221857E+03    0.1178071434E+02
    0.3256563000E+03    0.3318196247E+03   -0.6163324734E+01
    0.2569182667E+03    0.2494532022E+03    0.7465064426E+01
    0.2647965333E+03    0.2686487875E+03   -0.3852254199E+01
    0.2603128667E+03    0.2392322778E+03    0.2108058891E+02
    0.2640742333E+03    0.2606541655E+03    0.3420067802E+01
    0.2584595333E+03    0.2585310105E+03   -0.7147715740E-01
    0.3468133333E+03    0.3566071230E+03   -0.9793789667E+01
    0.4874887333E+03    0.4828508284E+03    0.4637904947E+01
    0.3586237000E+03    0.3715873525E+03   -0.1296365250E+02
Prediction RMSE and MaxAE:        10.1644699479       21.0805889122
