Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2541748667E+03    0.3026435674E+03   -0.4846870071E+02
    0.4148450000E+03    0.4657159176E+03   -0.5087091758E+02
    0.2451061333E+03    0.2620024186E+03   -0.1689628524E+02
    0.2466809333E+03    0.2690671220E+03   -0.2238618863E+02
    0.3836031333E+03    0.4222049163E+03   -0.3860178300E+02
    0.2344907333E+03    0.2317381679E+03    0.2752565457E+01
    0.3850257000E+03    0.4341044330E+03   -0.4907873303E+02
    0.2249314667E+03    0.2370311801E+03   -0.1209971348E+02
    0.4540849667E+03    0.4177943999E+03    0.3629056679E+02
    0.4162779667E+03    0.4497353521E+03   -0.3345738539E+02
    0.4713814667E+03    0.4636804462E+03    0.7701020468E+01
    0.3853828667E+03    0.3750181479E+03    0.1036471875E+02
    0.2631706000E+03    0.2481735199E+03    0.1499708006E+02
    0.2694989667E+03    0.2481735199E+03    0.2132544673E+02
    0.2320685333E+03    0.2345011507E+03   -0.2432617321E+01
    0.2430929000E+03    0.2345011507E+03    0.8591749345E+01
    0.3933250000E+03    0.3780343511E+03    0.1529064892E+02
Prediction RMSE and MaxAE:        28.0470741601       50.8709175782
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2541748667E+03    0.2962865690E+03   -0.4211170237E+02
    0.4148450000E+03    0.4464350525E+03   -0.3159005249E+02
    0.2451061333E+03    0.2605627261E+03   -0.1545659276E+02
    0.2466809333E+03    0.2622583156E+03   -0.1557738231E+02
    0.3836031333E+03    0.4163897979E+03   -0.3278666459E+02
    0.2344907333E+03    0.2428944992E+03   -0.8403765897E+01
    0.3850257000E+03    0.4162941618E+03   -0.3126846185E+02
    0.2249314667E+03    0.2413197024E+03   -0.1638823572E+02
    0.4540849667E+03    0.4399821559E+03    0.1410281075E+02
    0.4162779667E+03    0.4459754623E+03   -0.2969749566E+02
    0.4713814667E+03    0.4638373426E+03    0.7544124088E+01
    0.3853828667E+03    0.3716923710E+03    0.1369049569E+02
    0.2631706000E+03    0.2458012245E+03    0.1736937555E+02
    0.2694989667E+03    0.2473986524E+03    0.2210031428E+02
    0.2320685333E+03    0.2406579448E+03   -0.8589411452E+01
    0.2430929000E+03    0.2404403783E+03    0.2652521706E+01
    0.3933250000E+03    0.3804781817E+03    0.1284681830E+02
Prediction RMSE and MaxAE:        21.7010643871       42.1117023668
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2541748667E+03    0.2704473072E+03   -0.1627244055E+02
    0.4148450000E+03    0.4407990794E+03   -0.2595407939E+02
    0.2451061333E+03    0.2525336122E+03   -0.7427478892E+01
    0.2466809333E+03    0.2575936162E+03   -0.1091268288E+02
    0.3836031333E+03    0.3986786298E+03   -0.1507549647E+02
    0.2344907333E+03    0.2457097091E+03   -0.1121897579E+02
    0.3850257000E+03    0.3978536376E+03   -0.1282793755E+02
    0.2249314667E+03    0.2463795526E+03   -0.2144808596E+02
    0.4540849667E+03    0.4326581217E+03    0.2142684494E+02
    0.4162779667E+03    0.4446033351E+03   -0.2832536845E+02
    0.4713814667E+03    0.4667923449E+03    0.4589121735E+01
    0.3853828667E+03    0.3755284900E+03    0.9854376690E+01
    0.2631706000E+03    0.2484389795E+03    0.1473162045E+02
    0.2694989667E+03    0.2541714915E+03    0.1532747513E+02
    0.2320685333E+03    0.2396064061E+03   -0.7537872802E+01
    0.2430929000E+03    0.2416084176E+03    0.1484482395E+01
    0.3933250000E+03    0.3954482074E+03   -0.2123207378E+01
Prediction RMSE and MaxAE:        15.3113978173       28.3253684524
