     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
         1    0.2226869444E+03    0.2223496628E+03    0.4596758154E+02    0.3768424028E+05
         2    0.2466663556E+03    0.2463726652E+03    0.5298079731E+02    0.3281962027E+05
         3    0.2053415111E+03    0.2085245545E+03    0.4323921820E+02    0.3494820042E+05
         4    0.1936777556E+03    0.1972136278E+03    0.4037262470E+02    0.3539518454E+05
         5    0.2036199000E+03    0.2056750608E+03    0.4252126187E+02    0.3504299657E+05
         6    0.1988755111E+03    0.2019685063E+03    0.4328083110E+02    0.2799773118E+05
         7    0.1820647889E+03    0.1855814974E+03    0.3944394975E+02    0.2730692970E+05
         8    0.1862727778E+03    0.1895292107E+03    0.4043976135E+02    0.2717073582E+05
         9    0.2604490667E+03    0.2620556935E+03    0.5580207512E+02    0.3708212275E+05
        10    0.2896785556E+03    0.2885433731E+03    0.6248401220E+02    0.3616656188E+05
        11    0.1894734000E+03    0.1879884912E+03    0.3634640822E+02    0.4290616429E+05
        12    0.1935410889E+03    0.1920984290E+03    0.3740019833E+02    0.4269216890E+05
        13    0.2416573111E+03    0.2458106620E+03    0.5112757732E+02    0.4008371303E+05
        14    0.2785376444E+03    0.2763141472E+03    0.5885334256E+02    0.3889906028E+05
        15    0.2668892556E+03    0.2664427015E+03    0.5823140900E+02    0.3133165136E+05
        16    0.1790172889E+03    0.1777011326E+03    0.3811571540E+02    0.2478671027E+05
        17    0.2256499111E+03    0.2275114058E+03    0.5000300481E+02    0.2593561128E+05
        18    0.2147564222E+03    0.2146593654E+03    0.4483622662E+02    0.3452701211E+05
        19    0.2568662444E+03    0.2567178839E+03    0.5661099767E+02    0.2814237692E+05
        20    0.2144034778E+03    0.2176642382E+03    0.4781743168E+02    0.2501228183E+05
        21    0.1817765778E+03    0.1804439214E+03    0.3907776475E+02    0.2354839425E+05
        22    0.2281654778E+03    0.2307290708E+03    0.5109453095E+02    0.2463989746E+05
        23    0.2011406222E+03    0.2057772041E+03    0.4535734788E+02    0.2314319491E+05
        24    0.1819319111E+03    0.1807008421E+03    0.3962118284E+02    0.2151354278E+05
        25    0.2107032667E+03    0.2140481522E+03    0.4743068834E+02    0.2291291628E+05
        26    0.2151194444E+03    0.2174633894E+03    0.4659778226E+02    0.2996760537E+05
        27    0.2290660778E+03    0.2307581213E+03    0.4994842829E+02    0.2952144585E+05
        28    0.2137194444E+03    0.2140191943E+03    0.4573785065E+02    0.3004889178E+05
        29    0.2164706222E+03    0.2202772784E+03    0.4950085976E+02    0.2058625206E+05
        30    0.2003932667E+03    0.2034468827E+03    0.4592241543E+02    0.1834332055E+05
        31    0.2062119333E+03    0.2073750791E+03    0.4690290179E+02    0.1825183285E+05
        32    0.2000597778E+03    0.2030158899E+03    0.4540734249E+02    0.2007831758E+05
