Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2935234994E+03    0.2711496250E+03    0.2237387438E+02
    0.1956337281E+03    0.2074020492E+03   -0.1176832111E+02
    0.2590247442E+03    0.2651715138E+03   -0.6146769586E+01
    0.3048441671E+03    0.2876119963E+03    0.1723217084E+02
    0.2531818108E+03    0.2252751571E+03    0.2790665366E+02
    0.2540849331E+03    0.2361200626E+03    0.1796487042E+02
    0.1614262859E+03    0.1840943761E+03   -0.2266809022E+02
    0.1765848111E+03    0.2124778732E+03   -0.3589306209E+02
    0.2427378609E+03    0.2211051222E+03    0.2163273866E+02
    0.2752750396E+03    0.2677283733E+03    0.7546666298E+01
    0.3207503283E+03    0.3011235497E+03    0.1962677861E+02
    0.1448486749E+03    0.1252134173E+03    0.1963525756E+02
    0.1468949451E+03    0.1397091840E+03    0.7185761126E+01
    0.6947861574E+02    0.8336765148E+02   -0.1388903574E+02
    0.7451208676E+02    0.7198216432E+02    0.2529922443E+01
    0.2253661327E+03    0.2262895408E+03   -0.9234081089E+00
    0.1904213831E+03    0.2220973357E+03   -0.3167595261E+02
Prediction RMSE and MaxAE:        19.4457423232       35.8930620908
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2935234994E+03    0.2718752264E+03    0.2164827297E+02
    0.1956337281E+03    0.2025563312E+03   -0.6922603108E+01
    0.2590247442E+03    0.2576077176E+03    0.1417026592E+01
    0.3048441671E+03    0.2988788734E+03    0.5965293750E+01
    0.2531818108E+03    0.2288433075E+03    0.2433850330E+02
    0.2540849331E+03    0.2427244013E+03    0.1136053172E+02
    0.1614262859E+03    0.1799236461E+03   -0.1849736020E+02
    0.1765848111E+03    0.2038644942E+03   -0.2727968308E+02
    0.2427378609E+03    0.2370739810E+03    0.5663879919E+01
    0.2752750396E+03    0.2901006866E+03   -0.1482564703E+02
    0.3207503283E+03    0.3252423773E+03   -0.4492049062E+01
    0.1448486749E+03    0.1288238994E+03    0.1602477546E+02
    0.1468949451E+03    0.1462810457E+03    0.6138994426E+00
    0.6947861574E+02    0.8954506314E+02   -0.2006644740E+02
    0.7451208676E+02    0.7965441779E+02   -0.5142331030E+01
    0.2253661327E+03    0.2165971370E+03    0.8768995660E+01
    0.1904213831E+03    0.2106862301E+03   -0.2026484698E+02
Prediction RMSE and MaxAE:        14.9662641350       27.2796830814
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2935234994E+03    0.2733697731E+03    0.2015372626E+02
    0.1956337281E+03    0.1929715131E+03    0.2662214986E+01
    0.2590247442E+03    0.2536618753E+03    0.5362868922E+01
    0.3048441671E+03    0.3024707653E+03    0.2373401886E+01
    0.2531818108E+03    0.2464350018E+03    0.6746809038E+01
    0.2540849331E+03    0.2601096432E+03   -0.6024710112E+01
    0.1614262859E+03    0.1765030807E+03   -0.1507679477E+02
    0.1765848111E+03    0.2058927935E+03   -0.2930798232E+02
    0.2427378609E+03    0.2481294888E+03   -0.5391627915E+01
    0.2752750396E+03    0.3013904969E+03   -0.2611545733E+02
    0.3207503283E+03    0.3255193276E+03   -0.4768999355E+01
    0.1448486749E+03    0.1301005410E+03    0.1474813388E+02
    0.1468949451E+03    0.1437054774E+03    0.3189467778E+01
    0.6947861574E+02    0.8828963088E+02   -0.1881101514E+02
    0.7451208676E+02    0.8006624436E+02   -0.5554157604E+01
    0.2253661327E+03    0.2125499577E+03    0.1281617494E+02
    0.1904213831E+03    0.1951279806E+03   -0.4706597495E+01
Prediction RMSE and MaxAE:        13.6087282455       29.3079823191
