Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2338034333E+03    0.2699921546E+03   -0.3618872125E+02
    0.3091172667E+03    0.3315023368E+03   -0.2238507013E+02
    0.2942082000E+03    0.3033385320E+03   -0.9130332005E+01
    0.2808691333E+03    0.2942890818E+03   -0.1341994846E+02
    0.2913401333E+03    0.2793112337E+03    0.1202889959E+02
    0.4442737333E+03    0.4358206519E+03    0.8453081423E+01
    0.5172851333E+03    0.4906891974E+03    0.2659593596E+02
    0.5133680667E+03    0.4855177949E+03    0.2785027173E+02
    0.5106567333E+03    0.4829320937E+03    0.2772463962E+02
    0.5020189333E+03    0.4751749901E+03    0.2684394327E+02
    0.2310318667E+03    0.2404008235E+03   -0.9368956829E+01
    0.2410007667E+03    0.2408288753E+03    0.1718913278E+00
    0.2586609333E+03    0.2423032761E+03    0.1635765720E+02
    0.2541741667E+03    0.2444673160E+03    0.9706850657E+01
    0.3590403667E+03    0.3504728853E+03    0.8567481328E+01
    0.4221508000E+03    0.4047864483E+03    0.1736435172E+02
    0.4991327333E+03    0.4739265278E+03    0.2520620553E+02
Prediction RMSE and MaxAE:        19.8856056721       36.1887212540
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.2338034333E+03    0.2350324670E+03   -0.1229033685E+01
    0.3091172667E+03    0.3276249286E+03   -0.1850766190E+02
    0.2942082000E+03    0.3006602431E+03   -0.6452043113E+01
    0.2808691333E+03    0.2885894861E+03   -0.7720352717E+01
    0.2913401333E+03    0.2899609518E+03    0.1379181496E+01
    0.4442737333E+03    0.4277200081E+03    0.1655372526E+02
    0.5172851333E+03    0.5266699417E+03   -0.9384808337E+01
    0.5133680667E+03    0.5147114162E+03   -0.1343349545E+01
    0.5106567333E+03    0.5087814289E+03    0.1875304465E+01
    0.5020189333E+03    0.4912163946E+03    0.1080253870E+02
    0.2310318667E+03    0.2335293902E+03   -0.2497523565E+01
    0.2410007667E+03    0.2400476830E+03    0.9530836377E+00
    0.2586609333E+03    0.2525262046E+03    0.6134728742E+01
    0.2541741667E+03    0.2512366868E+03    0.2937479866E+01
    0.3590403667E+03    0.3759575383E+03   -0.1691717165E+02
    0.4221508000E+03    0.4324762937E+03   -0.1032549367E+02
    0.4991327333E+03    0.4897463131E+03    0.9386420199E+01
Prediction RMSE and MaxAE:         9.2850817832       18.5076619048
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2338034333E+03    0.2308652169E+03    0.2938216415E+01
    0.3091172667E+03    0.3293175644E+03   -0.2020029776E+02
    0.2942082000E+03    0.2985202018E+03   -0.4312001827E+01
    0.2808691333E+03    0.2891428496E+03   -0.8273716226E+01
    0.2913401333E+03    0.2854614176E+03    0.5878715713E+01
    0.4442737333E+03    0.4258122255E+03    0.1846150779E+02
    0.5172851333E+03    0.5368213065E+03   -0.1953617316E+02
    0.5133680667E+03    0.5247083378E+03   -0.1134027115E+02
    0.5106567333E+03    0.5187017653E+03   -0.8045031923E+01
    0.5020189333E+03    0.5009098803E+03    0.1109053061E+01
    0.2310318667E+03    0.2398948728E+03   -0.8863006087E+01
    0.2410007667E+03    0.2464973487E+03   -0.5496582015E+01
    0.2586609333E+03    0.2591370292E+03   -0.4760958277E+00
    0.2541741667E+03    0.2578308574E+03   -0.3656690704E+01
    0.3590403667E+03    0.3680671935E+03   -0.9026826822E+01
    0.4221508000E+03    0.4253158832E+03   -0.3165083179E+01
    0.4991327333E+03    0.4833255395E+03    0.1580719384E+02
Prediction RMSE and MaxAE:        10.6247986251       20.2002977643
