Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1096500264E+03    0.1063344214E+03    0.3315605018E+01
    0.3054724589E+03    0.2890446476E+03    0.1642781133E+02
    0.1777489072E+03    0.1892619821E+03   -0.1151307489E+02
    0.1079419546E+03    0.1150654239E+03   -0.7123469280E+01
    0.1169255214E+03    0.1164944306E+03    0.4310908530E+00
    0.1562825046E+03    0.1585099100E+03   -0.2227405338E+01
    0.1900791570E+03    0.2026474877E+03   -0.1256833072E+02
    0.1653278390E+03    0.1652453600E+03    0.8247907850E-01
    0.1252586322E+03    0.1066670683E+03    0.1859156390E+02
    0.1635212792E+03    0.1297357473E+03    0.3378553187E+02
    0.8308542094E+02    0.1179784882E+03   -0.3489306725E+02
    0.1656333067E+03    0.1643811940E+03    0.1252112736E+01
    0.1638021596E+03    0.1715908074E+03   -0.7788647892E+01
    0.2787418701E+03    0.2966067236E+03   -0.1786485355E+02
    0.2556213033E+03    0.2772822913E+03   -0.2166098797E+02
    0.3579410584E+03    0.3808426887E+03   -0.2290163036E+02
    0.3545054002E+03    0.3675434155E+03   -0.1303801535E+02
    0.3498113830E+03    0.3609088744E+03   -0.1109749142E+02
    0.3316835756E+03    0.3412183304E+03   -0.9534754838E+01
    0.3292392192E+03    0.3379884505E+03   -0.8749231262E+01
    0.7030410540E+02    0.8153425084E+02   -0.1123014543E+02
    0.7365959505E+02    0.7630958723E+02   -0.2649992174E+01
    0.7019308169E+02    0.7205710831E+02   -0.1864026620E+01
    0.1235282770E+03    0.1258265187E+03   -0.2298241757E+01
    0.7726231874E+02    0.8869554038E+02   -0.1143322163E+02
    0.9923806785E+02    0.1199551560E+03   -0.2071708814E+02
    0.1879236927E+03    0.1817769971E+03    0.6146695558E+01
    0.2927787662E+03    0.3026064336E+03   -0.9827667404E+01
    0.3548500077E+03    0.3648738359E+03   -0.1002382822E+02
    0.1693828405E+03    0.1796280176E+03   -0.1024517712E+02
    0.2053585443E+03    0.2160723716E+03   -0.1071382733E+02
    0.2357175677E+03    0.2518176311E+03   -0.1610006342E+02
    0.3365297414E+03    0.3188339382E+03    0.1769580317E+02
Prediction RMSE and MaxAE:        14.2788541366       34.8930672494
