Predictions (y,pred,y-pred) by the model of dimension:     1
    0.2698899312E+03    0.2401010909E+03    0.2978884033E+02
    0.1851328402E+03    0.1797926559E+03    0.5340184300E+01
    0.2324792831E+03    0.2530107157E+03   -0.2053143258E+02
Prediction RMSE and MaxAE:        17.3731718679       32.7216863177
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.2635678493E+03    0.2475525315E+03    0.1601531779E+02
    0.1415692716E+03    0.1416454583E+03   -0.7618668104E-01
    0.1215912466E+03    0.1322018360E+03   -0.1061058950E+02
    0.3022450560E+03    0.2971482011E+03    0.5096854884E+01
    0.1198075480E+03    0.1032040216E+03    0.1660352638E+02
    0.1135857840E+03    0.1038030028E+03    0.9782781225E+01
    0.2788580290E+03    0.2535600014E+03    0.2529802753E+02
    0.1177067906E+03    0.9579433167E+02    0.2191245895E+02
    0.1299731940E+03    0.1566137057E+03   -0.2664051164E+02
    0.1858012828E+03    0.1599538658E+03    0.2584741699E+02
    0.3431197118E+03    0.3502055036E+03   -0.7085791744E+01
    0.2754221649E+03    0.2563362443E+03    0.1908592052E+02
    0.1012461757E+03    0.8578844921E+02    0.1545772645E+02
    0.3342069804E+03    0.3100906031E+03    0.2411637732E+02
    0.2925690386E+03    0.2841920842E+03    0.8376954457E+01
    0.3044292394E+03    0.3001428848E+03    0.4286354549E+01
    0.3466922574E+03    0.3492318816E+03   -0.2539624128E+01
    0.2133581471E+03    0.2159005996E+03   -0.2542452586E+01
    0.2477361032E+03    0.2330130940E+03    0.1472300921E+02
    0.3269858934E+03    0.3211902962E+03    0.5795597268E+01
    0.7685966542E+02    0.8671677148E+02   -0.9857106053E+01
    0.9037831757E+02    0.9429543034E+02   -0.3917112760E+01
    0.1250793226E+03    0.1093386674E+03    0.1574065514E+02
    0.1376933148E+03    0.1168041892E+03    0.2088912556E+02
    0.1532934530E+03    0.1316253320E+03    0.2166812096E+02
    0.7247803067E+02    0.8007029759E+02   -0.7592266919E+01
    0.6514082646E+02    0.7820344481E+02   -0.1306261836E+02
    0.6708569690E+02    0.7858314541E+02   -0.1149744851E+02
    0.6606186028E+02    0.7887452187E+02   -0.1281266159E+02
    0.1593068290E+03    0.1443799650E+03    0.1492686407E+02
    0.1193451659E+03    0.1340049843E+03   -0.1465981840E+02
    0.2698899312E+03    0.2486910742E+03    0.2119885703E+02
    0.1851328402E+03    0.1729704777E+03    0.1216236250E+02
    0.2324792831E+03    0.2455468873E+03   -0.1306760419E+02
Prediction RMSE and MaxAE:        15.1926785071       26.6405116398
