Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1804731333E+03    0.1708390849E+03    0.9634048410E+01
    0.1909834333E+03    0.1804634110E+03    0.1052002234E+02
    0.1572136333E+03    0.1509472423E+03    0.6266391075E+01
    0.1549359333E+03    0.1509374488E+03    0.3998484499E+01
    0.1731041667E+03    0.1680515090E+03    0.5052657632E+01
    0.1816521000E+03    0.1760721843E+03    0.5579915750E+01
    0.1635587333E+03    0.1483336051E+03    0.1522512826E+02
    0.1703275667E+03    0.1559463775E+03    0.1438118918E+02
    0.1664457333E+03    0.1633123717E+03    0.3133361596E+01
    0.1618017000E+03    0.1666128136E+03   -0.4811113587E+01
    0.1702934000E+03    0.1769766406E+03   -0.6683240555E+01
    0.1382624000E+03    0.1408891712E+03   -0.2626771214E+01
    0.1537537333E+03    0.1586777416E+03   -0.4924008283E+01
    0.1779657000E+03    0.1732636184E+03    0.4702081577E+01
    0.1919865000E+03    0.1905556172E+03    0.1430882837E+01
    0.1969100333E+03    0.1969281895E+03   -0.1815619043E-01
    0.1666397667E+03    0.1785114123E+03   -0.1187164563E+02
Prediction RMSE and MaxAE:         7.7759008937       15.2251282599
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.1804731333E+03    0.1707485045E+03    0.9724628813E+01
    0.1909834333E+03    0.1833755672E+03    0.7607866084E+01
    0.1572136333E+03    0.1461094854E+03    0.1110414794E+02
    0.1549359333E+03    0.1465392429E+03    0.8396690476E+01
    0.1731041667E+03    0.1716793867E+03    0.1424779982E+01
    0.1816521000E+03    0.1762298389E+03    0.5422261077E+01
    0.1635587333E+03    0.1681688766E+03   -0.4610143313E+01
    0.1703275667E+03    0.1586060832E+03    0.1172148346E+02
    0.1664457333E+03    0.1673643133E+03   -0.9185799249E+00
    0.1618017000E+03    0.1678944522E+03   -0.6092752218E+01
    0.1702934000E+03    0.1697799119E+03    0.5134881247E+00
    0.1382624000E+03    0.1366328879E+03    0.1629512106E+01
    0.1537537333E+03    0.1603296606E+03   -0.6575927250E+01
    0.1779657000E+03    0.1745809258E+03    0.3384774208E+01
    0.1919865000E+03    0.1935222344E+03   -0.1535734397E+01
    0.1969100333E+03    0.2027465935E+03   -0.5836560119E+01
    0.1666397667E+03    0.1730874695E+03   -0.6447702866E+01
Prediction RMSE and MaxAE:         6.4621647878       11.7214834567
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1804731333E+03    0.1805009849E+03   -0.2785161582E-01
    0.1909834333E+03    0.1875708809E+03    0.3412552452E+01
    0.1572136333E+03    0.1483157220E+03    0.8897911301E+01
    0.1549359333E+03    0.1483095778E+03    0.6626355556E+01
    0.1731041667E+03    0.1748133575E+03   -0.1709190819E+01
    0.1816521000E+03    0.1838805476E+03   -0.2228447555E+01
    0.1635587333E+03    0.1561989256E+03    0.7359807700E+01
    0.1703275667E+03    0.1664344210E+03    0.3893145641E+01
    0.1664457333E+03    0.1684599709E+03   -0.2014237563E+01
    0.1618017000E+03    0.1569998229E+03    0.4801877125E+01
    0.1702934000E+03    0.1699727784E+03    0.3206215639E+00
    0.1382624000E+03    0.1425524280E+03   -0.4290028027E+01
    0.1537537333E+03    0.1485604319E+03    0.5193301473E+01
    0.1779657000E+03    0.1765927384E+03    0.1372961607E+01
    0.1919865000E+03    0.1874922160E+03    0.4494284001E+01
    0.1969100333E+03    0.1946441869E+03    0.2265846442E+01
    0.1666397667E+03    0.1682870188E+03   -0.1647252149E+01
Prediction RMSE and MaxAE:         4.3009039766        8.8979113010
